name,state,address,local_river,river_name,seg_id,dist_deg,latitude,longitude,half_m,dam_length_m,capacity_m3,capacity_mcm,reservoir_area_m2,effective_storage_m3,osm_name
Ghoghatpur Dam,Madhya Pradesh,"Local River, Khilchipur, Madhya Pradesh",Local,,,,24.1819,76.2733,20.3,435.0,3881000.0,3.881,730000,3358000.0,
Rajghat Sagar Dam,Madhya Pradesh,"Bebus River, Sagar, Madhya Pradesh",Bebus,Bewas,4147.0,0.000675,23.7244,78.7544,25.5,1680.0,96000000.0,96.0,17000000,80000000.0,
Madhar Dam,Madhya Pradesh,"Ghataprabha River, Kolaras, Madhya Pradesh",Ghataprabha,,,,25.0833,77.8178,16.11,690.0,12542856.0,12.543,1365939,8780000.0,
Parariya Dam,Madhya Pradesh,"Bijauri River, Chhatarpur, Madhya Pradesh",Bijauri,,,,24.7914,79.6103,11.15,,3580000.0,3.58,499594,2506000.0,
Padaria Dam,Madhya Pradesh,"Local River, Gairatganj, Madhya Pradesh",Local,,,,23.4231,78.2783,12.19,720.0,942000.0,0.942,276000,863000.0,
Sagonikala Dam,Madhya Pradesh,"Local River, Berasia, Madhya Pradesh",Local,,,,23.5681,77.4594,18.8,1005.0,2370000.0,2.37,733727,1659000.0,
Amalya Dam,Madhya Pradesh,"Local River, Sambalpur, Madhya Pradesh",Local,,,,24.0303,82.4142,21.0,288.0,3553000.0,3.553,399000,3217000.0,
Sehra Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,23.8317,81.7672,25.24,165.0,7730000.0,7.73,1263000,6969000.0,
Bhensrod Dam,Madhya Pradesh,"Local River, Shajapur, Madhya Pradesh",Local,,,,23.4158,76.5369,10.06,1860.0,2550000.0,2.55,1705000,2311000.0,
Mahendra Sagar Dam,Madhya Pradesh,"Local River, Tikamgarh, Madhya Pradesh",Local,,,,25.5069,76.7836,12.0,1210.0,,,2945000,,
Nanukhedi Dam,Madhya Pradesh,"Local River, Agar, Madhya Pradesh",Local,,,,23.6525,76.1367,22.18,808.0,1473000.0,1.473,476335,1473000.0,
Ghoora Dam,Madhya Pradesh,"Local River, Jatara, Madhya Pradesh",Local,,,,24.9683,79.9594,10.97,854.0,3499000.0,3.499,17264387,3123000.0,
Deep Sagar Dam,Madhya Pradesh,"Local River, Tikamgarh, Madhya Pradesh",Local,,,,24.9136,78.8661,12.02,400.0,1560000.0,1.56,436850,410000.0,
Deri Dam,Madhya Pradesh,"Gorar River, Tikamgarh, Madhya Pradesh",Gorar,,,,24.9022,79.2494,10.07,750.0,2370000.0,2.37,235078,1470000.0,
Katra Dam,Madhya Pradesh,"Ghatprabha River, Sambalpur, Madhya Pradesh",Ghatprabha,,,,24.19,80.2569,15.81,,2570000.0,2.57,117438,1799000.0,
Sadwa Dam,Madhya Pradesh,"Ghataprabha River, Bijawar, Madhya Pradesh",Ghataprabha,,,,24.4664,79.2797,20.48,387.0,1960000.0,1.96,69687,1372000.0,
Bagadih Dam,Madhya Pradesh,"Local River, Devsar, Madhya Pradesh",Local,,,,24.2275,82.3367,15.55,330.0,2005000.0,2.005,112000,1766000.0,
Pokharidul Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,Gopat,4335.0,0.00065,24.2006,82.265,19.99,120.0,113000000.0,113.0,164000,79100000.0,
Lashuna Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,24.0583,81.0833,19.16,595.0,1579000.0,1.579,267000,1449000.0,
Chhotakidhar Dam,Madhya Pradesh,"Local River, Gopad Banas, Madhya Pradesh",Local,,,,23.9642,82.1303,14.17,1020.0,1070000.0,1.07,675000,695000.0,
Deori Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.1958,82.1347,18.25,360.0,4760000.0,4.76,1220000,4000000.0,
Jhirrya Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.0761,82.1372,23.57,560.0,9800000.0,9.8,1664000,8400000.0,
Haridi Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,23.2989,81.4447,13.0,691.0,2182000.0,2.182,6165000,2006000.0,
Kuni Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,23.4847,81.4522,10.2,870.0,2014000.0,2.014,7043000,1720000.0,
Barka Dam,Madhya Pradesh,"Local River, Sidhi, Madhya Pradesh",Local,,,,24.1736,82.1369,12.3,830.0,3770000.0,3.77,9475000,3450000.0,
Mithori Dam,Madhya Pradesh,"Local River, Shahdol, Madhya Pradesh",Local,,,,23.1825,81.3925,18.06,930.0,3599000.0,3.599,9730000,3259000.0,
Mahan Dam,Madhya Pradesh,"Mahan River, Gopad Banas, Madhya Pradesh",Mahan,Banas,4354.0,0.002917,24.22,81.5447,46.0,182.5,104000000.0,104.0,16885000,100000000.0,
Ban Sagar Dam,Madhya Pradesh,"Sone. River, Amarpatan, Madhya Pradesh",Sone,Son,4375.0,0.00232,24.1856,81.2878,67.5,405.0,6370000000.0,6370.0,519874041,5430000000.0,Bansagar Dam
Mudiakheri Dam,Madhya Pradesh,"Local River, Gairatganj, Madhya Pradesh",Local,,,,23.3494,78.1086,18.1,716.0,4736000.0,4.736,815000,4408000.0,
Nandkho Dam,Madhya Pradesh,"Local River, Raisen, Madhya Pradesh",Local,,,,23.2508,77.7286,15.41,273.0,920000.0,0.92,265000,854000.0,
Jhikri Dam,Madhya Pradesh,"Local River, Sehore, Madhya Pradesh",Local,,,,22.9378,76.3928,11.43,782.0,1327000.0,1.327,420000,1225000.0,
Rajsamand Dam,Rajasthan,"Chambal River, Rajsamand, Rajasthan",Chambal,Gomti,3708.0,0.005691,25.0611,73.9006,39.2,5585.05,107150000.0,107.15,18144000,98650000.0,
Swaroop Sagar Dam,Rajasthan,"Sisarma River, Girwa, Rajasthan",Sisarma,Ahar,3750.0,0.016908,24.5917,73.6853,22.0,660.0,136800000.0,136.8,4180000,9000000.0,
Hingonia Dam,Rajasthan,"Bandi River, Dudu, Rajasthan",Bandi,Mashi,3399.0,2.4e-05,26.7814,75.4603,19.2,1950.0,7500000.0,7.5,52638,7500000.0,
Chandrana Dam,Rajasthan,"Banganga River, Dausa, Rajasthan",Banganga,Banganga,3398.0,0.001155,26.9814,76.2306,18.3,3791.0,4920000.0,4.92,4380000,4920000.0,
Kharad Dam,Rajasthan,"Banganga River, Jamwaramgarh, Rajasthan",Banganga,,,,27.0986,76.1303,29.5,327.8,9190000.0,9.19,2790000,9190000.0,
Kalakh Sagar Dam,Rajasthan,"Bandi River River, Phulera, Rajasthan",Bandi River,Mashi,3417.0,0.001517,26.9764,75.4522,18.85,274.0,20660000.0,20.66,5595000,16500000.0,
Tordi Sagar Dam,Rajasthan,"Sohadra River, Todaraisingh, Rajasthan",Sohadra,Sohadra,3428.0,4.7e-05,26.2115,75.4169,14.1,1722.0,47140000.0,47.14,15000000,47100000.0,
Madho Sagar Dam,Rajasthan,"Banganga River, Sakrai, Rajasthan",Banganga,,,,26.8422,76.6506,23.77,274.0,22610000.0,22.61,7084000,22500000.0,madho sagar bandh
Fateh Sagar Dam,Rajasthan,"Berach River, Girwa, Rajasthan",Berach,Ahar,3750.0,0.017407,24.6011,73.6794,21.0,793.0,12090000.0,12.09,2420000,6990000.0,
Buchara Dam,Rajasthan,"Sabi River, Kot-Putli, Rajasthan",Sabi,Sota,3244.0,0.001283,27.5908,75.9686,19.0,1297.0,16360000.0,16.36,12200000,16360000.0,
Chaparwara Dam,Rajasthan,"Banas River, Dudu, Rajasthan",Banas,Mashi,3445.0,0.009829,26.6214,75.2575,,,35000000.0,35.0,13980000,35000000.0,Chhaparwara Dam
Sainthal Sagar Dam,Rajasthan,"Banganga River, Dausa, Rajasthan",Banganga,Sanwan,3519.0,0.004525,27.0303,76.2608,21.94,4180.0,13730000.0,13.73,5222600,12800000.0,
Sheel Ki Dungri Dam,Rajasthan,"Dhudh River, Chaksu, Rajasthan",Dhudh,Dhund,3396.0,0.01417,26.6375,75.9528,19.8,1980.0,4170000.0,4.17,989743,4160000.0,
Ram Garh Dam,Rajasthan,"Banganga River, Jamwaramgarh, Rajasthan",Banganga,Banganga,3398.0,0.000165,27.0456,76.06,26.0,1143.0,75000000.0,75.0,10350000,74300000.0,
Mandal Dam,Rajasthan,"Local Nalla River, Mandal, Rajasthan",Local Nalla,,,,25.4514,74.5672,26.0,1825.0,13800000.0,13.8,3950000,11870000.0,
Dheel Dam,Rajasthan,"Morel River, Sawai Madhopur, Rajasthan",Morel,Dhil,3406.0,0.00045,26.2233,76.1172,27.62,1631.3,27730000.0,27.73,17700000,27730000.0,
Bhopal Sagar Dam,Rajasthan,"Berach River, Kapasan, Rajasthan",Berach,Jashma,3728.0,0.000778,24.8522,74.1992,28.0,2073.0,18540000.0,18.54,8190000,18420000.0,
Chittoli Dam,Rajasthan,"Sabi River, Kot-Putli, Rajasthan",Sabi,,,,27.4931,76.1319,19.5,533.0,24536000.0,24.536,4450000,22310000.0,
Govta Dam,Rajasthan,"Manali River, Mandal Garh, Rajasthan",Manali,Menali,3716.0,0.001367,25.1692,75.0522,18.0,335.0,10480000.0,10.48,2415000,10080000.0,
Needar Dam,Rajasthan,"Odher River, Mandrayal, Rajasthan",Odher,,,,26.3197,77.1883,12.96,2713.0,9795000.0,9.795,1290000,8848000.0,
Patan (Deosagar) Dam,Rajasthan,"Local Nalla River, Asind, Rajasthan",Local Nalla,,,,25.9158,74.3625,13.4,503.53,6940000.0,6.94,21800000,6850000.0,
Surwal Dam,Rajasthan,"Gambhir River, S.Madhopur, Rajasthan",Gambhir,Gambhir,3413.0,0.006293,26.0803,76.3417,32.0,3390.0,25983000.0,25.983,9850000,25540000.0,
Bagolia Dam,Rajasthan,"Berach River, Vallabhnagar, Rajasthan",Berach,Berach,3752.0,0.000966,24.8142,73.9536,12.7,3079.0,19420000.0,19.42,3500000,18850000.0,
Kalisil Dam,Rajasthan,"Kalisil Banas River, Sapotra, Rajasthan",Kalisil Banas,Karisil,3338.0,0.001483,26.2706,76.7672,24.39,2560.0,41700000.0,41.7,9370000,37250000.0,
Man Sarowar Dam,Rajasthan,"Chambal River, Sawai Madhopur, Rajasthan",Chambal,,,,25.9228,76.4397,26.0,1355.0,17487000.0,17.487,8000000,16180000.0,
Paibala Pura Dam,Rajasthan,"Mej River River, Nanwa, Rajasthan",Mej River,,,,25.6989,75.8739,14.63,3644.52,12960000.0,12.96,9400000,10000000.0,
Juggar Dam,Rajasthan,"Juggar Banas River, Hindaun, Rajasthan",Juggar Banas,,,,26.72,77.0961,21.0,1585.0,34970000.0,34.97,8210000,31510000.0,
Bundika Gothra Dam,Rajasthan,"Mej River River, Hindoli, Rajasthan",Mej River,Bajyan,3441.0,0.003088,25.6917,75.6481,20.14,2613.94,28400000.0,28.4,6700000,18970000.0,
Sareri Dam,Rajasthan,"Mansi River, Hurara, Rajasthan",Mansi,Mansi,3695.0,0.003559,25.6936,74.5694,13.1,6336.0,55770000.0,55.77,18000000,55100000.0,
Khari Dam,Rajasthan,"Khari River, Asind, Rajasthan",Khari,Khari,3691.0,0.001721,25.7058,74.2817,17.67,2391.0,38960000.0,38.96,8840000,33300000.0,
Arwar Dam,Rajasthan,"Khari River, Shahpura, Rajasthan",Khari,Mansi,3695.0,0.005728,25.8144,74.8075,18.28,5250.0,47910000.0,47.91,18800000,47800000.0,
Pgachki Bawri Dam,Rajasthan,"Began River, Hindoli, Rajasthan",Began,,,,25.6367,75.4456,19.0,954.0,5620000.0,5.62,782000,5100000.0,
Kala Bhata Dam,Rajasthan,"Khari River, Dergarh, Rajasthan",Khari,Khari,3691.0,0.018517,25.6206,74.0817,14.06,979.0,4250000.0,4.25,1450000,3870000.0,
Bhimlat Dam,Rajasthan,"Bhimlat River, Hindoli, Rajasthan",Bhimlat,,,,25.2986,75.4014,13.42,624.0,11690000.0,11.69,2507000,10700000.0,
Chandrabhaga Dam,Rajasthan,"Chandrabhaga River, Gangapur, Rajasthan",Chandrabhaga,Chandrabhaga,3709.0,0.00205,25.1717,74.0736,10.52,488.0,9960000.0,9.96,5760000,9854000.0,
Nandsamand Dam,Rajasthan,"Banas River, Nathdwara, Rajasthan",Banas,Banas,3741.0,2.4e-05,24.9272,73.7811,18.38,1292.0,21220000.0,21.22,4400000,20630000.0,
Meja Dam,Rajasthan,"Kothari River, Bhilwara, Rajasthan",Kothari,Kothari,3718.0,0.001014,25.3931,74.54,19.2,2850.0,84000000.0,84.0,23980000,83552000.0,
Gudha Dam,Rajasthan,"Mejchambal River, Hindoli, Rajasthan",Mejchambal,Mej,3727.0,0.003158,25.4933,75.4586,25.0,2760.0,95580000.0,95.58,18590000,93700000.0,
Matrikundiya Dam,Rajasthan,"Banas River, Rashmi, Rajasthan",Banas,Banas,3712.0,0.001344,25.0372,74.3147,,,50670000.0,50.67,14200000,49970000.0,
Gambhiri Dam,Rajasthan,"Gambhiri River, Nimbahera, Rajasthan",Gambhiri,Gambhiri,3738.0,0.000165,24.7025,74.7306,21.0,3840.0,54980000.0,54.98,20570000,53440000.0,
Nagdi Dam,Rajasthan,"Nagdi River, Jahazpur, Rajasthan",Nagdi,,,,25.6156,75.2856,15.08,1165.0,5150000.0,5.15,1602000,5090000.0,
Morel Dam,Rajasthan,"Morel River, Bonali, Rajasthan",Morel,Morel,3402.0,0.003559,26.4467,76.3375,22.5,805.0,76635000.0,76.635,15670000,70710000.0,
Galwa Dam,Rajasthan,"Galwa River, Uniara, Rajasthan",Galwa,Galwa,3435.0,0.007943,25.8822,76.0176,16.35,6068.0,48730000.0,48.73,17743000,48360000.0,
Mashi Dam,Rajasthan,"Mashi River, Newai, Rajasthan",Mashi,Mashi,3424.0,0.00722,26.4167,75.7667,13.44,2103.0,48127000.0,48.127,10620000,35117000.0,
Kota Barrage Dam,Rajasthan,"Chambal River, Kota, Rajasthan",Chambal,Chambal,3618.0,0.000778,25.1764,75.8253,37.35,551.68,112060000.0,112.06,5820000,69830000.0,Kota Barrage
Atawara Dam,Rajasthan,"Banas River, Raipur., Rajasthan",Banas,,,,25.3507,74.1797,10.36,2671.0,5235000.0,5.235,510000,5094000.0,
Banakiya Dam,Rajasthan,"Local Nalla River, Gangar, Rajasthan",Local Nalla,,,,24.905,74.4956,12.92,2555.0,9430000.0,9.43,5500000,9269000.0,
Alnia Dam,Rajasthan,"Alnia River, Ladpura, Rajasthan",Alnia,,,,25.0039,75.8772,14.63,1753.0,43720000.0,43.72,12800000,43700000.0,
Parbati Dam,Rajasthan,"Parbati River, Baseri, Rajasthan",Parbati,Parbati,3358.0,0.003206,26.6281,77.4469,27.24,7985.76,115167000.0,115.167,23000000,10829000.0,
Gadola Dam,Rajasthan,"Local Nalla River, Pratapgarh, Rajasthan",Local Nalla,,,,24.1306,74.8325,10.97,1650.0,5070000.0,5.07,2150000,4980000.0,
Kaladeh Dam,Rajasthan,"Local Nallah River, Relmagra, Rajasthan",Local Nallah,,,,24.98,74.0789,15.75,526.0,2040000.0,2.04,550000,1550000.0,
Berach/Vallabh Nagar Dam,Rajasthan,"Berach River, Udaipur, Rajasthan",Berach,Berach,3751.0,0.001626,24.6556,73.9883,22.2,5822.0,30460000.0,30.46,5500000,28780000.0,
Ladki Dam,Rajasthan,"Kothari River, Mandal, Rajasthan",Kothari,,,,25.4122,74.0786,12.28,581.0,3795000.0,3.795,1190000,2775000.0,
Ranapratap Sager Dam,Rajasthan,"Chambal River, Begun, Rajasthan",Chambal,Chambal,3615.0,0.000566,24.9169,75.5814,,,2898690000.0,2898.69,198260000,1566530000.0,Rana Pratap Sagar Dam
Orai Dam,Rajasthan,"Orai River, Begun, Rajasthan",Orai,,,,25.0361,74.8456,24.38,1365.0,35280000.0,35.28,6230000,32820000.0,
Badgaon Dam,Rajasthan,"Berach River, Vallabhnagar, Rajasthan",Berach,Berach,3731.0,0.00065,24.7081,74.0892,18.75,5202.0,31520000.0,31.52,9790000,30190000.0,
Jawaharsagar Dam,Rajasthan,"Chambal River, Bundi, Rajasthan",Chambal,Chambal,3618.0,0.000424,25.0372,75.6778,44.8,219.46,67070000.0,67.07,9472000,13200000.0,Jawahar Sagar Dam
Panchana Dam,Rajasthan,"Gambhiri River, Karauli, Rajasthan",Gambhiri,Gambhir,3365.0,0.0,26.5625,77.005,33.19,1207.8,54950000.0,54.95,9240000,52650000.0,
Morasagar Dam,Rajasthan,"Banas River, Sawai Madhopur, Rajasthan",Banas,,,,26.6644,76.5394,25.0,5273.0,12930000.0,12.93,5850000,12870000.0,
Abhaya Pura Dam,Rajasthan,"Bhimlat River, Bundi, Rajasthan",Bhimlat,,,,25.3031,75.4469,17.75,1340.0,7440000.0,7.44,1840000,7440000.0,
Jetpura Dam,Rajasthan,"Unli River, Mandal Garh, Rajasthan",Unli,,,,25.25,75.2061,21.8,585.0,18540000.0,18.54,3370000,16390000.0,
Borda Dam,Rajasthan,"Local Nallah River, Gangrar, Rajasthan",Local Nallah,,,,24.9983,74.5639,11.7,1580.0,5040000.0,5.04,225000,1000000.0,
Gopalpura Dam,Rajasthan,"Chambal River, Kishanganj., Rajasthan",Chambal,,,,25.1644,76.7317,17.43,1880.0,32650000.0,32.65,6290000,31900000.0,
Kanyakheri Dam,Rajasthan,"Local Nalla River, Bhilwara, Rajasthan",Local Nalla,Banas,3714.0,0.019143,25.2536,74.6242,10.5,3656.0,4330000.0,4.33,2376000,3790000.0,
Modia Mahadev Dam,Rajasthan,"Local Nalla River, Begun, Rajasthan",Local Nalla,,,,24.8447,74.7842,16.53,625.0,3885000.0,3.885,1150000,3648000.0,
Jhadol Dam,Rajasthan,"Banas River, Kotri, Rajasthan",Banas,,,,25.4431,74.9111,16.5,870.0,10335000.0,10.335,4430000,9287000.0,
Titora Dam,Rajasthan,"Local Nalla River, Jahazpur, Rajasthan",Local Nalla,,,,25.375,75.2294,12.0,749.0,1358000.0,1.358,145000,1231000.0,
Anwasa Dam,Rajasthan,"Local Nallah River, Mandalgarh, Rajasthan",Local Nallah,,,,25.2453,75.1219,13.84,860.0,2820000.0,2.82,953000,2820000.0,
Devliya Dam,Rajasthan,"Local Nallah River, Mandalgarh, Rajasthan",Local Nallah,,,,25.2781,74.1433,16.1,250.0,2380000.0,2.38,2400000,2380000.0,
Mandol Dam,Rajasthan,"Banas River, Bhilwara, Rajasthan",Banas,,,,25.4522,74.5656,13.8,633.0,6800000.0,6.8,2194000,6260000.0,
Damti Kokra Dam,Rajasthan,"Local Nalla River, Mandalgarh, Rajasthan",Local Nalla,,,,25.1519,75.1397,27.31,998.0,4730000.0,4.73,6377000,4304000.0,
Saran Kheri Dam,Rajasthan,"Jahugiya River, Jhalra Patan, Rajasthan",Jahugiya,,,,24.4669,76.145,14.83,1143.0,6230000.0,6.23,2020000,5720000.0,
Wagon Dam,Rajasthan,"Wagon River, Dungla, Rajasthan",Wagon,,,,24.4947,74.4078,,,40650000.0,40.65,9600000,37580000.0,
Panghatiya Dam,Rajasthan,"Local Nalla River, Mandalgarh, Rajasthan",Local Nalla,,,,25.8775,74.4194,13.9,210.0,1274000.0,1.274,1130000,1133000.0,
Luharia Dam,Rajasthan,"Local Nalla River, Begun, Rajasthan",Local Nalla,,,,24.7086,74.3339,11.6,1950.0,2917000.0,2.917,1547000,2832000.0,
Kothari Stage 1 Dam,Rajasthan,"Kothari River, Kotri, Rajasthan",Kothari,Kothari,3718.0,0.000778,25.3169,74.9958,25.4,4326.0,26050000.0,26.05,7600000,21520000.0,
Barkheri Dam,Rajasthan,"Local River, Begun, Rajasthan",Local,,,,24.8714,74.7278,25.44,889.0,1598000.0,1.598,520440,1473000.0,
Bassi Dam,Rajasthan,"Col Nala River, Gangrar, Rajasthan",Col Nala,Berach,3717.0,0.001532,25.0317,74.8228,36.0,1044.0,23200000.0,23.2,2800000,20240000.0,
Pachanpura Dam,Rajasthan,"Local Nalla River, Mandal Garh, Rajasthan",Local Nalla,,,,25.07,75.2872,14.7,905.0,10050000.0,10.05,2515000,9280000.0,
Bhimsagar Dam,Rajasthan,"Kalisindh River, Khanpur, Rajasthan",Kalisindh,Ujar,3566.0,0.000183,24.5625,76.3344,31.4,161.58,76550000.0,76.55,18020000,75730000.0,
Sawan Bhado Dam,Rajasthan,"Local River, Sangod, Rajasthan",Local,,,,24.8217,76.0958,29.8,4285.0,29820000.0,29.82,4125000,27850000.0,
Patiyal Dam,Rajasthan,"Banas River, Mandalgarh, Rajasthan",Banas,,,,25.21,75.2406,13.9,765.0,1708000.0,1.708,380000,1529000.0,
Sushil Sagar Dam,Rajasthan,"Local Nallah River, Mandalgarh, Rajasthan",Local Nallah,,,,25.3219,75.3297,12.84,430.0,2202000.0,2.202,690000,1982000.0,
Shiv-Sagar Dam,Rajasthan,"Mej River River, Mandalgarh, Rajasthan",Mej River,,,,25.2519,75.3281,22.7,299.0,2095000.0,2.095,313000,2038000.0,
Dorai Dam,Rajasthan,"Brahmani River, Begun, Rajasthan",Brahmani,,,,24.9378,74.9572,14.83,1050.0,8500000.0,8.5,1950000,8260000.0,
Bilas Dam,Rajasthan,"Bilas River, Kishanganj., Rajasthan",Bilas,,,,25.0472,76.8283,19.7,4650.0,28900000.0,28.9,6500000,26700000.0,
Pitha Ka Mund Dam,Rajasthan,"Banas River, Mandalgarh, Rajasthan",Banas,,,,25.2433,75.1225,11.7,871.0,1890000.0,1.89,4430000,1019000.0,
Sanwariya Sarowar Dam,Rajasthan,"Erau River, Dungla, Rajasthan",Erau,,,,24.5861,74.4011,11.08,2362.0,5180000.0,5.18,3024000,3140000.0,
Jude Ka Naka Dam,Rajasthan,"Local Nalla River, Bhilwara, Rajasthan",Local Nalla,Kothari,3718.0,0.000117,25.3697,74.7125,18.7,1010.0,1780000.0,1.78,500000,1720000.0,
Motipura Dam,Rajasthan,"Local Nallah River, Asind, Rajasthan",Local Nallah,,,,25.7078,74.4742,14.65,940.0,1160000.0,1.16,430000,1110000.0,
Bari Mansarowar Dam,Rajasthan,"Local Nalla River, Nimbahera, Rajasthan",Local Nalla,,,,24.5164,74.6564,14.75,363.25,9482000.0,9.482,3740000,8419000.0,
Bisalpur Dam,Rajasthan,"Banas River, Devli, Rajasthan",Banas,Banas,3432.0,0.002003,25.9247,75.4558,39.5,574.0,1095840000.0,1095.84,212300000,1075650000.0,
Navratan Sagar Dam,Rajasthan,"Local Nallah River, Jahazpur, Rajasthan",Local Nallah,,,,25.5178,75.3422,13.26,1160.0,2270000.0,2.27,6382000,2040000.0,
Kanota Dam,Rajasthan,"Dhoond River, Jaipur, Rajasthan",Dhoond,Dhund,3397.0,0.000212,26.9128,75.9325,18.75,2499.36,14130000.0,14.13,2476550,12430000.0,
Ruparel Dam,Rajasthan,"Ruparel River, Begun, Rajasthan",Ruparel,,,,25.0592,74.9506,16.42,955.0,9710000.0,9.71,1950000,8740000.0,
Chauli Dam,Rajasthan,"Chauli River, Pirawa, Rajasthan",Chauli,,,,24.2458,76.0928,21.25,2075.0,53500000.0,53.5,12270000,48220000.0,
Chhapi Dam,Rajasthan,"Chhapi River, Aklera, Rajasthan",Chhapi,Chhapi,3572.0,0.000589,24.3419,76.4719,34.4,312.0,82570000.0,82.57,10250000,73500000.0,
Lassaria Dam,Rajasthan,"Dai River, Sarwar, Rajasthan",Dai,Dai,3430.0,0.000377,26.0483,75.1814,20.15,4325.0,11490000.0,11.49,2640000,10650000.0,
Udai Sagar Dam,Rajasthan,"Berach River, Girwa, Rajasthan",Berach,Ahar,3750.0,0.001217,24.5783,73.8228,24.4,315.0,31140000.0,31.14,7700000,27590000.0,
Uncha Dam,Rajasthan,"Local Nalla River, Nimbahera, Rajasthan",Local Nalla,,,,24.5836,74.6225,14.0,1800.0,2605000.0,2.605,1175000,2515000.0,
Mundliya Kheri Dam,Rajasthan,"Local Nallah River, Jhalra Patan, Rajasthan",Local Nallah,,,,24.525,76.1556,12.5,1893.0,4420000.0,4.42,2340000,4370000.0,
Jaisamand Dam,Rajasthan,"Ruparail River, Alwar, Rajasthan",Ruparail,,,,27.4919,76.5864,10.6,1671.0,26950000.0,26.95,10000000,23510000.0,
Soniyana Dam,Rajasthan,"Local Nallah River, Gangrar, Rajasthan",Local Nallah,,,,25.1406,74.6686,11.7,3060.0,6800000.0,6.8,2920000,6226000.0,
Nahar Sagar Dam,Rajasthan,"Sameliya River, Shahpura, Rajasthan",Sameliya,Sameliya,3699.0,0.002381,25.7361,74.9519,12.11,4685.0,24630000.0,24.63,15500000,24520000.0,
Kukas Dam,Rajasthan,"Local River, Jaipur, Rajasthan",Local,,,,27.0339,75.8871,13.0,480.0,43750000.0,43.75,1509,4375000.0,
Sankal Khera Dam,Rajasthan,"Local Nallah River, Begun, Rajasthan",Local Nallah,,,,24.8147,74.75,20.9,1700.0,3150000.0,3.15,616000,3080000.0,
Lhasi Dam,Rajasthan,"Lhasi River, Chhipa Barod, Rajasthan",Lhasi,,,,24.5828,76.7,17.58,2223.0,30800000.0,30.8,8450000,28300000.0,
Piplad Dam,Rajasthan,"Piplad River, Pachpahar, Rajasthan",Piplad,,,,24.4067,75.8892,15.77,4277.0,24140000.0,24.14,8035000,21500000.0,
Takli Dam,Rajasthan,"Takli River, Ramganjmandi, Rajasthan",Takli,Amjar,3560.0,0.000183,24.7017,75.8794,16.68,5385.0,33740000.0,33.74,11250000,29900000.0,
Gagrin Dam,Rajasthan,"Ahu River, Pirawa, Rajasthan",Ahu,Ahu,3600.0,0.011517,24.1264,75.9006,25.48,2535.0,52600000.0,52.6,12570000,47100000.0,
Benthali Dam,Rajasthan,"Benthali River, Chhabra, Rajasthan",Benthali,,,,24.6211,76.9722,22.66,3000.0,37280000.0,37.28,6630000,34670000.0,
Chakan Dam,Rajasthan,"Chakan River, Bundi, Rajasthan",Chakan,Chakan,3437.0,0.00065,25.8006,76.2322,15.0,3270.0,12890000.0,12.89,3740000,10110000.0,
Gararda Dam,Rajasthan,"Gararda River, Bundi, Rajasthan",Gararda,Manoli,3783.0,0.000183,25.2839,75.5081,31.76,4271.0,44380000.0,44.38,4309000,41940000.0,
Gulandi Dam,Rajasthan,"Gulandi River, Aklera, Rajasthan",Gulandi,,,,24.3686,76.5817,17.14,2220.0,13370000.0,13.37,5560000,9310000.0,
Hindlot Dam,Rajasthan,"Retri Nadi River, Chhabra, Rajasthan",Retri Nadi,,,,24.5603,76.9433,19.7,1830.0,16180000.0,16.18,3878800,13920000.0,
Deopura Dam,Rajasthan,"Nahari River, S.Madhopur, Rajasthan",Nahari,,,,25.8018,76.3431,23.0,1127.0,8188000.0,8.188,1814000,7600000.0,
Silibari Dam,Rajasthan,"Roop Rail River, Alwar, Rajasthan",Roop Rail,,,,27.3342,76.5469,15.0,4024.0,5634000.0,5.634,102679,5400000.0,
Reriya Dam,Rajasthan,"Sawa River, Baswa, Rajasthan",Sawa,,,,27.1269,76.5883,18.0,792.0,5295000.0,5.295,1840000,4530000.0,
Baretha Bund Dam,Rajasthan,"Gambhiri River, Bayana, Rajasthan",Gambhiri,,,,26.8975,77.3725,16.31,1200.0,52638000.0,52.638,13560000,50640000.0,
Basundni Dam,Rajasthan,"Khari River, Kekri, Rajasthan",Khari,Khari,3698.0,0.002381,25.7169,75.1086,15.59,6615.0,7780000.0,7.78,11420000,7210000.0,
Gosunda Dam,Rajasthan,"Banas River, Begun, Rajasthan",Banas,Berach,3734.0,0.000165,24.8264,74.5233,23.0,639.5,75470000.0,75.47,23390000,67050000.0,
Bishan Samand Dam,Rajasthan,"Gambhir River, Sambalpur, Rajasthan",Gambhir,,,,26.8256,76.8294,11.08,122.0,115500000.0,115.5,3040000,11550000.0,
