seg_id,river_name,tier,n_upstream_dams,total_upstream_capacity_mcm,nearest_upstream_dam,nearest_dam_dist_km,nearest_dam_year,dams_before_1991,dams_after_1991,category,severity,pct_change,early_mean,late_mean,tau,p_value,sens_slope_m3s_yr,norm_slope_pct_yr,min_year,min_flow_m3s
3460,Mahuar,99,7,37.58,Adner Dam,28.36,1911.0,6,1,Drying,Moderate Drying,-18.89914588793952,18.50253533753788,15.005714191129032,-0.1885758998435054,0.0193737725524369,-0.1078346562281468,-0.6396894795609971,2007,3.4568028500000003
3461,Sindh,99,16,300.23,Mohini Pick-Up Weir Dam,41.1,,12,3,Stable,Stable,-9.464188312491263,94.75294008295457,85.78534340188172,-0.1205007824726134,0.1355935669871892,-0.3483050364145658,-0.3864590821155178,2007,23.00250558333333
3462,Betwa,99,64,4232.59,Veer Sagar Dam,14.04,1970.0,48,10,Drying,Mild Drying,-6.43069662605593,390.7574421655303,365.629016516129,-0.1611893583724569,0.0457196359547174,-1.6179091005329431,-0.4300661805679928,1979,94.36243766666666
3463,Betwa,99,66,4267.01,Barwa Sagar Dam,7.73,1694.0,50,10,Drying,Mild Drying,-6.5210866070376845,400.78448339905304,374.6489801290322,-0.1588419405320813,0.0489754799236963,-1.7099619223698457,-0.4433019606633713,1979,97.16761441666668
3464,Betwa,99,70,4366.43,Madan Sagar Dam,8.75,1966.0,54,10,Drying,Mild Drying,-8.056119439667125,420.74269119318177,386.8471574569893,-0.1737089201877934,0.0312768559508613,-1.917422094753086,-0.4767944318524438,1979,104.01689791666666
3465,Sindh,99,1,7.78,Chandapatha Dam,13.49,1918.0,1,0,Stable,Stable,-13.931679484931966,3.1438199355530303,2.705833018548387,-0.137715179968701,0.0879526610876704,-0.0144861977457501,-0.49429706897621,2007,0.63841663
3466,Sindh,99,0,0.0,,,,0,0,Drying,Moderate Drying,-18.00569009485434,3.3018552761780304,2.7073334477688173,-0.1713615023474178,0.0336396362882374,-0.0189122240972222,-0.6259481491396223,2015,0.7283644758333333
3467,Sindh,99,7,38.44,Rajgarh Dam,30.79,1914.0,6,1,Stable,Stable,-2.9598098372444324,59.08131623073864,57.33262162096774,-0.054773082942097,0.4992226615640707,-0.097395950429459,-0.1683698739786237,1979,13.33843125
3468,Sindh,99,8,46.22,Chandapatha Dam,22.46,1918.0,7,1,Stable,Stable,-3.7156564608871534,63.218930665094696,60.869932383333335,-0.0649452269170579,0.4224917781104891,-0.1315003397489854,-0.2131534974458708,1979,14.597362916666668
3469,Sindh,99,9,155.03,Mohini Pick-Up Weir Dam,16.97,,7,1,Stable,Stable,-5.9845783360745735,74.18155248068182,69.74209936155914,-0.0923317683881064,0.2532906725868418,-0.1998499482920421,-0.2788528679677583,1979,17.814353999999998
3470,Mahuar,99,0,0.0,,,,0,0,Drying,Moderate Drying,-22.793330321995334,3.1127472163125,2.403248461209677,-0.1964006259780907,0.014871849830208,-0.020168800659188,-0.7242498312874258,2007,0.4159216833333333
3471,Bilrai,99,4,8.81,Chinnod Dam,6.88,1991.0,3,1,Drying,Moderate Drying,-18.03989928168851,2.9642740229602276,2.4295219747849464,-0.1721439749608763,0.0328356213281932,-0.0158157867527056,-0.5829061623930425,2007,0.5400517058333333
3472,Mahuar,99,3,28.77,Dunguna Dam,6.41,1984.0,3,0,Drying,Moderate Drying,-17.227101784886276,10.771546090219696,8.915920881451612,-0.1721439749608763,0.0328356213281932,-0.059741662639311,-0.6041343079548767,2007,2.2230484166666664
3473,Mahuar,99,7,37.58,Adner Dam,15.52,1911.0,6,1,Drying,Moderate Drying,-17.675025665269246,14.68250085064394,12.087365056989247,-0.1744913928012519,0.0305215757337165,-0.0850284067205152,-0.632035239000262,2007,2.928329858333333
3474,Non,99,0,0.0,,,,0,0,Drying,Moderate Drying,-23.289401505938205,2.5242773187954546,1.9363882388978495,-0.2386541471048513,0.0030714064521351,-0.0184385227766504,-0.8182640352971289,2007,0.5450884641666667
3475,Non,99,1,8.29,Tekanpur Dam,18.12,1895.0,1,0,Drying,Moderate Drying,-26.964182748766653,2.6267380721780302,1.918459618064516,-0.2597809076682316,0.0012685253445046,-0.0204461982053571,-0.886781515669131,2007,0.614994165
3476,Non,99,1,4.31,Simariya No.1 Dam,15.37,1976.0,1,0,Drying,Moderate Drying,-27.54502494501177,3.617683072787879,2.62119136795699,-0.2550860719874804,0.0015525794457502,-0.0297602760856227,-0.9406797794509558,2007,0.7854079708333334
3477,Non,99,1,4.31,Simariya No.1 Dam,24.03,1976.0,1,0,Drying,Moderate Drying,-25.742441715052493,6.421101775196969,4.768153393252688,-0.2550860719874804,0.0015525794457502,-0.049178722583061,-0.8681051889473141,2007,1.3978435083333334
3478,Betwa,99,3,23.94,Nagdagajora Dam,8.4,1911.0,2,1,Drying,Moderate Drying,-16.8880067312403,6.030932608607954,5.012428303709677,-0.1901408450704225,0.0183883073144981,-0.0364548765597148,-0.6573525649806418,1979,1.4612956675
3479,Khari,99,8,163.33,Madho Sagar Dam,137.3,1887.0,6,1,Drying,Moderate Drying,-21.72690217873289,73.23250003039773,57.32134638575268,-0.2629107981220657,0.0011066942735853,-0.612424482473545,-0.9282040107386776,1987,16.386001166666667
3480,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,381.52,2024.0,1,1,Drying,Moderate Drying,-24.722379311667016,453.8165600441288,341.62230869086017,-0.3403755868544601,2.395529740906177e-05,-3.663064169569671,-0.9106278251677312,1987,122.83687833333332
3481,Sengur,99,0,0.0,,,,0,0,Drying,Severe Drying,-56.4735270775564,2.8618404481988637,1.2456582077688172,-0.4749608763693271,3.7085956527960207e-09,-0.0366215311413043,-1.7152176535668855,2017,0.1544432108333333
3482,Ganga,1,0,0.0,,,,0,0,Drying,Severe Drying,-49.568400310400165,16.202278502443182,8.171068234946237,-0.4342723004694835,7.001871904499525e-08,-0.1732363179669832,-1.3769222504521594,2016,1.3353856750000002
3483,Rihand,99,0,0.0,,,,0,0,Drying,Severe Drying,-37.15316750549054,20.24605095746212,12.724001731989247,-0.3810641627543036,2.2452712074017e-06,-0.1892897149481566,-1.1227551338736728,2017,4.2620758
3484,Sengur,99,0,0.0,,,,0,0,Drying,Severe Drying,-46.76654314888509,44.00670622653409,23.42629097069893,-0.4389671361502347,5.052355733781155e-08,-0.4917665317676768,-1.4141145658737406,2007,7.259619283333333
3485,Sindh,99,1,2.07,Bharoli Dam,15.17,1916.0,1,0,Stable,Stable,-1.105037778964046,7.370446443159091,7.289000225483871,-0.0485133020344287,0.5498843783585525,-0.0151594780163043,-0.2084046401690649,1979,1.6372563916666667
3486,Indar,99,0,0.0,,,,0,0,Stable,Stable,-0.7267913157117265,3.640726613403409,3.6142661285483872,-0.0446009389671361,0.5827852327137752,-0.0062875471944444,-0.1747496480573768,2007,0.720969565
3487,Sindh,99,4,7.95,Rajgarh Dam,18.76,1914.0,4,0,Stable,Stable,-1.860596880574316,51.545628163390155,50.58657181370968,-0.0446009389671361,0.5827852327137752,-0.0790821518153611,-0.1559283897629847,1979,11.696301391666664
3488,Aerma,99,3,30.49,Madhar Dam,17.41,2003.0,2,1,Stable,Stable,-7.823173007603831,5.1879905071306816,4.782125034139785,-0.0892018779342723,0.2698087511110099,-0.0147267216789215,-0.2965560587487145,2007,0.9648763225
3489,Kakund,99,1,52.64,Baretha Bund Dam,8.77,1897.0,1,0,Drying,Moderate Drying,-28.92824772015547,1.436851981151515,1.0211958806720431,-0.2206572769953051,0.0062024516095879,-0.0110886772379807,-0.8823943579839436,1987,0.2637907341666667
3490,Banganga,99,0,0.0,,,,0,0,Drying,Moderate Drying,-26.012500450207295,1.8627295550492424,1.378187021155914,-0.2699530516431925,0.0008098700573617,-0.0164755372531512,-1.0021585968394202,1987,0.3633893475
3491,Banganga,99,6,130.75,Reriya Dam,39.43,1992.0,4,1,Stable,Stable,-12.063496826847878,19.262953014659093,16.939167288978496,-0.122848200312989,0.1281167746084108,-0.0885498827861953,-0.4876123658912158,2002,3.70293555
3492,Gambhir,99,4,258.06,Baretha Bund Dam,20.72,1897.0,2,1,Drying,Moderate Drying,-26.369553578344966,23.241131173958333,17.112548636827956,-0.2261345852895148,0.0050326014329802,-0.1864925306775068,-0.9100192513384872,1987,4.208466791666667
3493,Banganga,99,6,130.75,Madho Sagar Dam,79.38,1887.0,4,1,Stable,Stable,-14.687796313795824,23.364547446041662,19.93281030752688,-0.1517996870109546,0.0599307645519324,-0.1294728597701157,-0.5950018671788592,2002,4.763974941666667
3494,Khari,99,2,32.58,Jaisamand Dam,99.15,1910.0,2,0,Drying,Moderate Drying,-23.184351872426827,41.984177540776514,32.25041808897849,-0.2777777777777778,0.000567637615072,-0.3719021617187499,-0.9896872214111267,1987,9.53855785
3495,Khari,99,0,0.0,,,,0,0,Drying,Severe Drying,-34.97276721751481,5.125798718763258,3.3331650648118276,-0.3153364632237871,9.104183740804572e-05,-0.0515174520833333,-1.193379474227795,2007,0.9680527225
3496,Khari,99,8,163.33,Madho Sagar Dam,118.05,1887.0,6,1,Drying,Moderate Drying,-20.525342488079698,67.04223086496212,53.28158336827957,-0.257433489827856,0.0014039422890037,-0.5671501406695159,-0.933414784963532,1987,14.79723675
3497,Yamuna,99,0,0.0,,,,0,0,Drying,Severe Drying,-50.048274816570206,1.2227271720397728,0.6107733167204301,-0.4021909233176838,5.960248015135505e-07,-0.0134622605118255,-1.4211844038933965,2020,0.1768261383333333
3498,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-44.36949195811992,2.30591279725,1.2827910041129031,-0.3270735524256651,4.925350085827063e-05,-0.0209773827212051,-1.1349866593445757,2015,0.3794557066666666
3502,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-48.60163137878056,11.660358888011364,5.993234243817204,-0.4507042253521127,2.2024644996676557e-08,-0.1507577761061507,-1.657477901593655,2015,1.591473183333333
3503,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-47.02659851125206,16.289507703655303,8.629106316397849,-0.4350547730829421,6.632752858060087e-08,-0.1873639524232456,-1.4602957538987391,2015,2.4669599166666667
3504,Khari,99,2,32.58,Jaisamand Dam,82.58,1910.0,2,0,Drying,Moderate Drying,-22.782030737617433,37.60603832454545,29.03861911424731,-0.2777777777777778,0.000567637615072,-0.3261559490155677,-0.9669948593701128,1987,8.620487516666666
3505,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,314.83,2024.0,1,1,Drying,Moderate Drying,-23.003771445135495,414.1125241583333,318.8510255752688,-0.3208137715179969,6.852168310755857e-05,-3.215807793604651,-0.8686985135750818,1987,110.66902108333332
3506,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,354.18,2024.0,1,1,Drying,Moderate Drying,-23.36157694546913,421.7432321719697,323.21736247580645,-0.3223787167449139,6.312700303490182e-05,-3.278768097410759,-0.8711844849088376,1987,112.97293783333332
3508,Gambhir,99,0,0.0,,,,0,0,Stable,Stable,-22.3387280764992,1.8989058539280304,1.4747144387903226,-0.151017214397496,0.061264714794432,-0.0101845827557692,-0.5985091300028071,2002,0.2787555091666666
3509,Gambhir,99,1,115.5,Bishan Samand Dam,5.76,,0,0,Drying,Moderate Drying,-23.484500332598092,4.462505968399621,3.4145087394086024,-0.1791862284820031,0.0263110318424979,-0.0276910850497818,-0.6958089362977503,2002,0.6707631433333333
3510,Banganga,99,1,5.29,Reriya Dam,11.96,1992.0,0,1,Drying,Moderate Drying,-23.92219500540695,1.660433195125,1.2632211282526882,-0.204225352112676,0.0113184636489049,-0.0123943146405058,-0.8349935898613627,1988,0.296728685
3514,Khari,99,2,32.58,Jaisamand Dam,79.45,1910.0,2,0,Drying,Moderate Drying,-22.854701953509153,34.03689293020834,26.25786249677419,-0.2816901408450704,0.0004736415939812,-0.2917733983230135,-0.9560320927716516,1987,7.856200916666666
3515,Khari,99,2,32.58,Jaisamand Dam,76.65,1910.0,2,0,Drying,Moderate Drying,-24.59103701154145,28.489068586685608,21.48331118629032,-0.272300469483568,0.0007286474767398,-0.2503156722364777,-0.987254886829384,1987,6.488292
3516,Sanwan,99,0,0.0,,,,0,0,Stable,Stable,-13.653206733241484,1.337945666354167,1.155273178548387,-0.1557120500782472,0.0536173590173576,-0.0077212098564369,-0.6170334269214297,2002,0.235081835
3517,Sanwan,99,0,0.0,,,,0,0,Drying,Moderate Drying,-15.292245250755736,1.4215231875378789,1.2041403754032258,-0.1799687010954616,0.0256604420634742,-0.0097775444444444,-0.7414955734804053,2002,0.2478262108333333
3518,Banganga,99,0,0.0,,,,0,0,Stable,Stable,-11.30923609491137,2.0191784320530304,1.7908247759946236,-0.0907668231611893,0.2614595472698988,-0.0060468338937451,-0.3169608047228734,1988,0.3365567683333333
3519,Sanwan,99,1,13.73,Sainthal Sagar Dam,6.18,,0,0,Stable,Stable,-3.5098286838520294,2.449370409229167,2.363401704032258,-0.0539906103286385,0.5054169484685467,-0.0047259333730158,-0.1968002036951903,2002,0.4762008966666666
3520,Barah,99,2,32.58,Jaisamand Dam,6.17,1910.0,2,0,Drying,Moderate Drying,-11.369183461145017,3.1893039397234846,2.8267061236827957,-0.1705790297339593,0.0344604300214632,-0.0192401898249158,-0.638933473683997,2002,0.6190341291666667
3521,Sanwan,99,1,13.73,Sainthal Sagar Dam,14.84,,0,0,Stable,Stable,-7.077716279620487,3.7874128689204545,3.51935053172043,-0.0915492957746478,0.2573526206385808,-0.0121108038108766,-0.3315152661950892,2002,0.7124603158333334
3522,Sanwan,99,1,13.73,Sainthal Sagar Dam,31.51,,0,0,Stable,Stable,-11.485459721186633,6.36304245051894,5.63221777282258,-0.1338028169014084,0.0973810112748194,-0.0326375123636071,-0.5424578705318374,2002,1.1819012083333331
3523,Banganga,99,4,111.72,Madho Sagar Dam,16.15,1887.0,4,0,Stable,Stable,-9.2722707928501,10.43418249344697,9.466696837634409,-0.0719874804381846,0.3736762927138684,-0.0275204371872797,-0.2763812612061747,2002,1.9705953166666668
3524,Banganga,99,5,125.45,Madho Sagar Dam,28.13,1887.0,4,0,Stable,Stable,-10.222095222594495,16.90330380806818,15.17543199704301,-0.0993740219092331,0.2187362348479968,-0.0645169277192345,-0.4015563850736056,2002,3.1829496583333334
3526,Khari,99,0,0.0,,,,0,0,Drying,Moderate Drying,-11.67752519495759,1.489529137433712,1.3155889971236558,-0.2128325508607198,0.0082989932510908,-0.0103408015744329,-0.7302909491642037,1987,0.28395275
3527,Khari,99,0,0.0,,,,0,0,Drying,Moderate Drying,-23.27669904473765,10.914632529772728,8.374066363978494,-0.257433489827856,0.0014039422890037,-0.082688401727724,-0.8436087476115914,2002,2.497732675
3528,Barah,99,2,32.58,Jaisamand Dam,52.37,1910.0,2,0,Drying,Mild Drying,-8.747434630370279,9.610568772897729,8.76989055188172,-0.1799687010954616,0.0256604420634742,-0.0583456173445974,-0.6345143875881851,2002,2.17332005
3530,Khari,99,0,0.0,,,,0,0,Drying,Severe Drying,-32.95918525912469,18.63475183337121,12.49288945403226,-0.3153364632237871,9.104183740804572e-05,-0.1779217105084528,-1.1172063339807163,1987,4.175936208333334
3531,Barah,99,0,0.0,,,,0,0,Stable,Stable,-0.7789809258241346,2.576875146789773,2.556801780913978,-0.1463223787167449,0.069794016954328,-0.0125740328839869,-0.4916532072471609,2002,0.532597655
3532,Barah,99,2,32.58,Jaisamand Dam,22.05,1910.0,2,0,Drying,Moderate Drying,-11.502699226643212,5.3600432154602276,4.743493565967742,-0.1690140845070422,0.0361534399785727,-0.0313849972697368,-0.6203793600975981,2002,1.0695546941666667
3533,Yamuna,99,0,0.0,,,,0,0,Drying,Severe Drying,-60.27223571311615,3.8118624515132575,1.5143677296774192,-0.4593114241001565,1.1824122125858594e-08,-0.0516971260197055,-1.8605211620697268,2015,0.4625573775
3534,Hindon,99,0,0.0,,,,0,0,Drying,Moderate Drying,-19.90564633556913,61.29141067068182,49.09095922849462,-0.1971830985915492,0.0144768911150616,-0.337531622829862,-0.6064609834930367,1982,14.434167
3535,Yamuna,99,3,602.62,Lakhwar (Ujvn) Dam,275.09,2024.0,1,1,Drying,Moderate Drying,-22.56494607346184,408.9533880278409,316.67327655376346,-0.3161189358372457,8.744356600076664e-05,-3.1518443078703746,-0.8602999400657882,1987,108.92634741666666
3536,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-42.08607407490307,1.5536702707651515,0.8997914497311827,-0.3051643192488263,0.0001525314086863,-0.0147899346428571,-1.1763032674831522,2009,0.1335656329166666
3537,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-39.52798760656301,7.14001260874053,4.317709309650537,-0.3575899843505477,9.066435339821766e-06,-0.073597296321839,-1.2550282067850516,2007,1.2253466975
3538,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-44.3808361177565,24.369831684772727,13.554296622580646,-0.3865414710485133,1.6021709046132315e-06,-0.2750173467132505,-1.4115866735561478,2007,4.247252275
3539,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-44.197419228402374,26.027665771893936,14.524109215322582,-0.3841940532081377,1.8524984579659789e-06,-0.2866813213967338,-1.376378504170182,2007,4.4437440666666665
3541,Karwan,99,0,0.0,,,,0,0,Drying,Severe Drying,-47.998508341482584,2.472679423939394,1.2858301843817206,-0.4303599374021909,9.166803605076269e-08,-0.0311610647794117,-1.6084686275476594,2020,0.2177255325
3543,Kali,99,0,0.0,,,,0,0,Drying,Severe Drying,-31.264445368081542,3.7626432885795458,2.5862737332258066,-0.3435054773082942,2.014174430287063e-05,-0.0390534863024231,-1.2147745690894454,2021,0.5877196441666667
3544,Kali,99,0,0.0,,,,0,0,Drying,Severe Drying,-35.42225651951014,7.332718774178031,4.735304320134409,-0.2660406885758998,0.0009641412662289,-0.061263655625,-0.9936187790950566,2009,0.8653157616666666
3545,Kali,99,0,0.0,,,,0,0,Drying,Severe Drying,-39.14160408275029,7.547507949575757,4.5932922698387095,-0.3161189358372457,8.744356600076664e-05,-0.0750199928123627,-1.2058217324370766,2009,0.6786707399999999
3547,Kali,99,0,0.0,,,,0,0,Drying,Moderate Drying,-28.45841945576683,12.433141797859848,8.894866153494624,-0.2214397496087637,0.0060215680573103,-0.0825741391975308,-0.7615844869977365,2009,2.820631483333333
3548,Kali,99,0,0.0,,,,0,0,Drying,Severe Drying,-39.40214498470455,12.167906216590907,7.373490167526882,-0.3341158059467918,3.373843693799117e-05,-0.1289031581140351,-1.288794715247653,2009,1.0507650316666666
3549,Kali,99,0,0.0,,,,0,0,Drying,Severe Drying,-30.843310409233705,19.926346550795454,13.780401630913978,-0.2410015649452269,0.0027928177228158,-0.1416096916985951,-0.8250679610970421,2009,3.732632583333333
3550,Kali,99,0,0.0,,,,0,0,Drying,Severe Drying,-34.54235777810929,35.40394823570075,23.174589768548387,-0.3051643192488263,0.0001525314086863,-0.31058258640023,-1.039367529987436,2009,5.625001008333334
3551,Hindon,99,0,0.0,,,,0,0,Drying,Severe Drying,-38.41696046658029,1.971731426407197,1.2142521438172045,-0.3129890453834116,0.0001026942381767,-0.0188670624134199,-1.1522461328768845,2009,0.1574593816666666
3552,Hindon,99,0,0.0,,,,0,0,Drying,Moderate Drying,-16.83403435181276,53.527153765624995,44.51637431317205,-0.1697965571205008,0.0352982734777433,-0.2468034565277778,-0.5004243652544126,1982,12.52944025
3553,Kali,99,0,0.0,,,,0,0,Stable,Stable,-6.061020607592062,4.36099689988447,4.096675979086021,-0.0931142410015649,0.2492735902518126,-0.012428880289855,-0.2953904103219401,1987,1.0692773691666666
3554,Kali,99,0,0.0,,,,0,0,Stable,Stable,-5.521513373803465,5.366384109494318,5.070078493198925,-0.1009389671361502,0.2115405604429467,-0.0178911894645225,-0.3439149703029981,1987,1.2828854533333334
3555,Solani,99,0,0.0,,,,0,0,Stable,Stable,-5.858199129075792,13.33304703564394,12.55197059032258,-0.1291079812206572,0.1097427908383938,-0.0526726748299319,-0.4093883002320334,2021,3.627093
3556,Kali,99,0,0.0,,,,0,0,Stable,Stable,-14.806199532743408,19.591524923257573,16.690764651612902,-0.1212832550860719,0.1330647393021264,-0.0822243609677419,-0.4515228665194805,1987,4.69466105
3558,Kali,99,0,0.0,,,,0,0,Drying,Moderate Drying,-20.896879379781236,3.4935333219299247,2.763493877553764,-0.1604068857589984,0.0467840412182611,-0.0170613680544354,-0.5395774626814285,1987,0.8178964674999999
3559,Hindon,99,0,0.0,,,,0,0,Stable,Stable,-13.12561010807859,42.82678171037879,37.20550532123656,-0.1564945226917058,0.0524237495324275,-0.1989525512837839,-0.4959502810624011,1982,10.554087441666669
3560,Amjar,99,2,63.56,Takli Dam,10.7,,0,1,Stable,Stable,11.733380379005489,8.174446729903408,9.13358565860215,0.0039123630672926,0.965102707616436,0.0008501472901002,0.0099661075092328,1965,1.6692657666666666
3561,Ahu,99,7,85.31,Piplad Dam,29.76,2011.0,5,2,Stable,Stable,10.190232658019957,32.22761132212121,35.511679895967745,0.0532081377151799,0.5116514737677185,0.0604544228170731,0.1811503170707028,1981,7.910741616666666
3562,Ahu,99,9,148.87,Sawan Bhado Dam,19.28,2001.0,5,3,Stable,Stable,10.50160798834384,41.077146325719696,45.39090720564516,0.0485133020344287,0.5498843783585525,0.07666269375,0.1799505480006325,1965,10.131082133333331
3563,Kali Sindh,99,28,5676.14,Kalisindh Dam Phase-I Dam,1.61,2004.0,18,7,Stable,Stable,1.0390556064972658,90.95233126458334,91.89737656182795,-0.0305164319248826,0.7081692106038104,-0.0916428079322634,-0.1010663539330166,1951,23.250082
3564,Kali Sindh,99,37,5825.02,Sawan Bhado Dam,10.57,2001.0,23,10,Stable,Stable,4.096585353938897,136.81007311950756,142.4146145376344,-0.0172143974960876,0.8344219897000891,-0.0931124042487681,-0.0673916898068947,1951,35.273255363636366
3565,Kali Sindh,99,0,0.0,,,,0,0,Stable,Stable,6.929923343699384,5.308637705952652,5.676522229569892,-0.0320813771517996,0.6937574902034176,-0.0082535424305556,-0.1520719702156283,1965,1.0953754641666666
3566,Ujar,99,1,76.55,Bhimsagar Dam,27.28,1997.0,0,1,Stable,Stable,12.542161625121942,13.13786377248106,14.785635880913976,0.0195618153364632,0.8117251184237138,0.0114857994047619,0.0837149066045783,1965,2.8182939416666666
3567,Parvan,99,21,174.25,Gulandi Dam,55.45,,11,9,Stable,Stable,3.211672426405526,116.82613667225378,120.5782094905914,-0.0250391236306729,0.7594077836691946,-0.1616159616263444,-0.1376309732788986,1951,26.175163181818185
3568,Kali Sindh,99,37,5825.02,Sawan Bhado Dam,27.99,2001.0,23,10,Stable,Stable,4.200842209525408,142.1240132337121,148.09441877150536,-0.0140845070422535,0.864897167788448,-0.1186029356060606,-0.0825936733587611,1951,36.739408181818185
3569,Kali Sindh,99,38,5901.57,Sawan Bhado Dam,32.24,2001.0,23,11,Stable,Stable,4.912920679356221,156.0804758943182,163.74858587096776,-0.0117370892018779,0.8878887714688604,-0.0922988970588235,-0.0583604960214142,1965,39.87660983333333
3570,Chauli,99,2,55.4,Baorikheda Dam,6.99,1989.0,1,1,Stable,Stable,18.386887304544093,3.5500058977992426,4.202741481532258,0.0743348982785602,0.3582129056046694,0.0117245147098765,0.3081780452988997,1981,0.8073234724999999
3571,Ghar Ganga,99,2,5.93,Deori Dam,20.86,1978.0,1,1,Stable,Stable,3.2438519096210796,9.365818077672348,9.669631346236558,-0.0101721439749608,0.9032703219315256,-0.0052885448739035,-0.0561326620178448,1951,1.9462650727272728
3572,Chhapi,99,5,101.04,Chhapi Dam,12.05,2005.0,3,2,Stable,Stable,21.17941760001754,4.961364158143939,6.012152191854839,0.0868544600938967,0.2826722921571671,0.0179767724768518,0.3344931473362422,1951,0.913786519090909
3573,Chhapi,99,7,106.97,Chhapi Dam,12.53,2005.0,4,3,Stable,Stable,9.9061731113532,16.845699872518942,18.51446406370967,0.0352112676056338,0.6652683394768646,0.0181802516666663,0.1043241685106887,1951,3.480543809090909
3574,Kali Sindh,99,23,173.09,Ghoghatpur Dam,12.3,2003.0,16,5,Stable,Stable,-0.8867588967998309,80.47128786770834,79.75770156317203,-0.0297339593114241,0.7154148441443793,-0.1018556308361632,-0.1280089884416786,1951,20.70533
3575,Kali Sindh,99,59,6075.81,Sawan Bhado Dam,50.57,2001.0,34,20,Stable,Stable,4.217132648252581,275.057879942803,286.65743559946236,-0.0187793427230046,0.8192741807890083,-0.1997179003496502,-0.0718943750433785,1951,67.21864254545454
3576,Baleti,99,0,0.0,,,,0,0,Stable,Stable,-13.80327319274732,6.149137753551136,5.300355470430107,-0.1165884194053208,0.1487979476229255,-0.0232049712406629,-0.4048512405680793,1951,1.2447626245454546
3577,Newaj,99,1,1.04,Phoodra Dam,6.72,2002.0,0,1,Stable,Stable,-10.52901438844204,9.00807935684659,8.059617385241935,-0.0876369327073552,0.2783390390292886,-0.028570478910883,-0.3351013751419421,1951,1.9283429363636364
3578,Kali Sindh,99,6,13.29,Bhensrod Dam,19.21,1860.0,3,2,Stable,Stable,-4.872695279657643,45.27242270013257,43.06643549623656,-0.0735524256651017,0.3633220419285234,-0.1374491899310426,-0.3124902187976996,1951,12.141219063636363
3579,Parbati,99,2,5.52,Chapper Dam,14.87,1980.0,1,1,Stable,Stable,-12.426884259493512,15.714368551401517,13.761562159408602,-0.1009389671361502,0.2115405604429467,-0.0571156362209302,-0.3873252414772277,1951,3.407707372727273
3580,Newaj,99,1,1.04,Phoodra Dam,25.01,2002.0,0,1,Stable,Stable,-11.130999901767971,17.10517819375,15.20120082580645,-0.0938967136150234,0.2453012535825112,-0.0569273000207039,-0.3526442968027707,1951,3.6208257
3581,Newaj,99,3,8.75,Narola Dam,11.28,1916.0,3,0,Stable,Stable,-14.939605052353397,4.393505122535985,3.737132809274194,-0.1345852895148669,0.0954333538202147,-0.0199801598946747,-0.4908356395664239,1951,0.8058367672727272
3582,Newaj,99,5,13.27,Banskheda Dam,18.25,2002.0,3,2,Stable,Stable,-8.02546302502308,41.48052081284091,38.15151695241936,-0.0845070422535211,0.295945273327078,-0.1234012070683568,-0.3108569881459622,1951,8.604480163636364
3583,Dudhi,99,3,34.15,Dudhi Dam,13.93,2001.0,1,2,Stable,Stable,1.7008027508745336,12.255611893996212,12.464055678225806,-0.0328638497652582,0.6865925646666557,-0.0144307353918919,-0.1179081940418654,1951,2.442864518181818
3584,Newaj,99,8,47.42,Banskheda Dam,30.92,2002.0,4,4,Stable,Stable,-3.925694860750759,63.18937712719698,60.70875499677419,-0.069640062597809,0.3895461398198647,-0.1423157029352226,-0.2310796890797452,1951,13.102058454545457
3585,Paru,99,3,31.86,Doraha Dam,12.84,1983.0,3,0,Stable,Stable,-11.56429600031436,7.072178809448863,6.254331118252688,-0.0774647887323943,0.338231370166147,-0.0159470089049796,-0.2397367406352206,1951,1.4050944654545454
3586,Parbati,99,8,17.4,Imlikheda Dam,13.58,2000.0,6,2,Stable,Stable,-14.35973114145086,37.350852873125,31.987370821505376,-0.1111111111111111,0.16890433439895,-0.1430946321384803,-0.4121921354551105,1951,7.990685099999999
3587,Parbati,99,24,83.1,Hedapura Dam,4.82,1979.0,17,7,Stable,Stable,-8.359802591964476,68.73618314460228,62.98997392446237,-0.0751173708920187,0.3531492045378603,-0.1828224029388083,-0.2784514339619897,1951,15.227441909090908
3588,Ghora Pachhar,99,2,3.56,Ganeshpura Dam,5.16,2003.0,0,2,Stable,Stable,14.018347095940154,7.407338608880681,8.44572504564516,0.0101721439749608,0.9032703219315256,0.0042133750571187,0.0540839505209933,1966,1.5565480216666667
3589,Ghora Pachhar,99,3,2.93,Sawsara Dam,6.09,1982.0,3,0,Stable,Stable,15.875034042037592,7.427148940721591,8.606211363413978,0.0117370892018779,0.8878887714688604,0.0058425272403383,0.0742345217636497,1966,1.3270400541666667
