river_name,n_segments,max_upstream_dams,mean_upstream_dams,max_capacity_mcm,n_drying,n_stable,n_wetting,mean_pct_change,median_pct_change,mean_tau,pct_drying
Manoli,3,3,2.0,63.51,0,3,0,0.6321888504480517,-1.6824941764154029,-0.039906103286384935,0.0
Manorama,4,1,0.75,163.0,2,2,0,-27.17274973658066,-28.4337480507685,-0.14123630672926446,50.0
Mansi,1,3,3.0,104.84,0,1,0,25.322573524595697,25.322573524595697,0.0469483568075117,0.0
Marai,1,0,0.0,0.0,0,1,0,35.25479439872035,35.25479439872035,0.1071987480438184,0.0
Mashi,15,5,1.3333333333333333,158.43,0,15,0,-19.65273220948923,-19.16240960153705,-0.08252477829942613,0.0
Mathabanga,2,0,0.0,0.0,0,2,0,-3.0506244992226055,-3.0506244992226055,0.003129890453834101,0.0
Mawai,1,1,1.0,7.73,0,1,0,3.5566999499649103,3.5566999499649103,-0.0179968701095461,0.0
Mayar,2,7,3.5,11.68,0,2,0,52.59992010653785,52.59992010653785,0.08802816901408445,0.0
Mechi,3,0,0.0,0.0,0,3,0,-7.814164190216637,-7.6491804499217375,-0.12989045383411577,0.0
Mej,4,12,9.0,218.3,0,4,0,-5.874031603959885,-6.146848759235507,-0.07316118935837246,0.0
Menali,1,2,2.0,15.21,0,1,0,33.44238659872029,33.44238659872029,0.1212832550860719,0.0
Mendha,11,0,0.0,0.0,0,11,0,-12.072259361891827,-14.411438484232802,-0.046237018068003954,0.0
Mirhasan,1,5,5.0,6.45,0,1,0,-10.601910235711411,-10.601910235711411,-0.1197183098591549,0.0
Mohana,10,1,0.2,12.34,7,3,0,-29.174374312772272,-36.84173910231068,-0.2824726134585289,70.0
Morel,6,6,3.3333333333333335,193.31,0,6,0,-7.872608754459644,-7.7759259145976225,-0.062206572769953,0.0
Morhar,2,0,0.0,0.0,0,2,0,-10.561791453118982,-10.561791453118982,-0.10915492957746475,0.0
Nagar,2,0,0.0,0.0,0,2,0,-7.68650352455527,-7.68650352455527,-0.0786384976525821,0.0
Nagri,3,0,0.0,0.0,0,3,0,3.2130372583648863,-2.9573227400078066,-0.014866979655712034,0.0
Naina,2,3,3.0,7.37,0,0,2,36.56027231111452,36.56027231111452,0.2155712050078247,0.0
Nakti,1,1,1.0,26.68,0,1,0,-8.947623518644747,-8.947623518644747,-0.0305164319248826,0.0
Nandakini,1,0,0.0,0.0,0,0,1,41.79162844278992,41.79162844278992,0.2253521126760563,0.0
Nandhaur,1,0,0.0,0.0,0,1,0,-3.670138780557588,-3.670138780557588,-0.0579029733959311,0.0
Narain,2,0,0.0,0.0,2,0,0,-10.519235361429715,-10.519235361429715,-0.1842723004694835,100.0
Naren,1,0,0.0,0.0,0,1,0,3.7747579725532847,3.7747579725532847,-0.0594679186228482,0.0
Nayar,1,0,0.0,0.0,1,0,0,-26.64568780810845,-26.64568780810845,-0.3153364632237871,100.0
Nekhadi,1,0,0.0,0.0,0,1,0,19.75900086703052,19.75900086703052,0.094679186228482,0.0
Neur,1,0,0.0,0.0,0,1,0,27.286954470855175,27.286954470855175,0.1345852895148669,0.0
Newaj,5,8,3.6,47.42,0,5,0,-9.71015544566745,-10.52901438844204,-0.09405320813771512,0.0
Non,8,2,0.625,12.6,8,0,0,-35.70335567328332,-27.25460384688921,-0.3252151799687011,100.0
Orai,1,0,0.0,0.0,1,0,0,-40.883759173667165,-40.883759173667165,-0.4021909233176838,100.0
Pabbar,1,0,0.0,0.0,1,0,0,-33.09937511857838,-33.09937511857838,-0.1877934272300469,100.0
Padma,42,32,6.095238095238095,2481.03,5,37,0,-4.316939971308869,-4.496750488269154,-0.03759594604665027,11.9
Pahuj,5,6,3.0,81.92,5,0,0,-37.02318253656521,-37.3121951660979,-0.33787167449139277,100.0
Paimar,3,0,0.0,0.0,0,3,0,-21.015624884008613,-20.619013741720945,-0.0800730307772561,0.0
Paisuni,3,4,2.6666666666666665,71.06,0,3,0,35.07599429588686,35.23353502273855,0.04773082942097023,0.0
Palain,1,0,0.0,0.0,1,0,0,-45.49257030762598,-45.49257030762598,-0.4491392801251956,100.0
Panar,2,0,0.0,0.0,1,1,0,-7.06893120679172,-7.06893120679172,-0.0856807511737089,50.0
Panchane,5,2,1.6,71.34,0,5,0,-22.64219221229863,-22.774272026187845,-0.07355242566510166,0.0
Panda,1,2,2.0,5.49,0,1,0,-4.136719676146967,-4.136719676146967,-0.0086071987480438,0.0
Pandu,1,0,0.0,0.0,1,0,0,-52.048343810575695,-52.048343810575695,-0.3317683881064163,100.0
Papras,1,1,1.0,3.79,0,1,0,-8.892687157792727,-8.892687157792727,-0.069640062597809,0.0
Parbati,24,42,21.0,403.2,5,19,0,-9.110986937630782,-4.763951613053637,-0.09793948878455917,20.8
Parman,2,0,0.0,0.0,0,2,0,-5.995110759874397,-5.995110759874397,-0.017214397496087646,0.0
Paru,1,3,3.0,31.86,0,1,0,-11.56429600031436,-11.56429600031436,-0.0774647887323943,0.0
Parvan,2,21,17.5,174.25,0,2,0,2.041427843932723,2.041427843932723,-0.034037558685445946,0.0
Parwar,1,0,0.0,0.0,1,0,0,-22.706588647996732,-22.706588647996732,-0.272300469483568,100.0
Pashchimi Nayar,1,0,0.0,0.0,1,0,0,-16.165617893187413,-16.165617893187413,-0.230829420970266,100.0
Patne,1,7,7.0,14.51,0,1,0,-3.59984463118701,-3.59984463118701,-0.1572769953051643,0.0
Phalgu,6,4,2.0,21.78,0,6,0,-14.181878551055995,-11.601522628119124,-0.07916014606155447,0.0
Pindar,2,0,0.0,0.0,0,2,0,27.763806753783136,27.763806753783136,-0.00312989045383405,0.0
Pingla,1,1,1.0,13.57,0,1,0,8.048561259205638,8.048561259205638,0.0266040688575899,0.0
Punarbhaba,4,0,0.0,0.0,0,4,0,-6.055270553360062,-6.294157678532789,-0.053794992175273795,0.0
Punpun,8,3,1.875,1383.86,0,8,0,-12.71358298503228,-11.547162161879541,-0.08225743348982782,0.0
Purvi Nayar,1,0,0.0,0.0,1,0,0,-34.1408682290505,-34.1408682290505,-0.3607198748043818,100.0
Ramganga,18,10,3.9444444444444446,926.78,16,2,0,-24.399027298760565,-24.7603267583766,-0.27977743001217176,88.9
Rapti,17,8,3.2941176470588234,468.45,6,11,0,-21.730378711246384,-17.70471469694625,-0.15147749240541283,35.3
Rato,1,0,0.0,0.0,0,1,0,-11.37469906000624,-11.37469906000624,-0.0406885758998435,0.0
Ratua,1,0,0.0,0.0,0,1,0,-9.607120836905452,-9.607120836905452,-0.1134585289514867,0.0
Retam,5,2,1.0,10.73,0,5,0,17.015015118082427,17.01617905708779,0.030359937402190878,0.0
Retili,1,0,0.0,0.0,0,1,0,4.945438024354071,4.945438024354071,-0.0234741784037558,0.0
Rihand,12,14,2.8333333333333335,10829.59,5,7,0,-8.106394673538972,0.06605669404667625,-0.1329551382368284,41.7
Rishi Ganga,1,0,0.0,0.0,0,1,0,34.95013644427611,34.95013644427611,0.0978090766823161,0.0
Rohini,7,0,0.0,0.0,2,5,0,-19.515283922024114,-17.14351246930409,-0.12228929130337576,28.6
Rupin,1,0,0.0,0.0,0,1,0,-16.173766010705286,-16.173766010705286,0.0250391236306729,0.0
Sagar,1,2,2.0,21.83,0,1,0,3.137058079341987,3.137058079341987,-0.0508607198748043,0.0
Sai,20,0,0.0,0.0,20,0,0,-41.377747401515315,-42.055712135340954,-0.30954616588419404,100.0
Sainj,1,0,0.0,0.0,1,0,0,-31.390611724738033,-31.390611724738033,-0.3583724569640062,100.0
Sajnam,1,1,1.0,83.5,1,0,0,-25.704026654690544,-25.704026654690544,-0.2668231611893584,100.0
Sakri,1,1,1.0,5.7,0,1,0,-15.148977169751747,-15.148977169751747,-0.0845070422535211,0.0
Sameliya,1,1,1.0,24.63,0,1,0,23.48234738904835,23.48234738904835,0.0266040688575899,0.0
Sank,1,3,3.0,24.31,1,0,0,-31.595864460719948,-31.595864460719948,-0.2942097026604069,100.0
Sanr,1,0,0.0,0.0,1,0,0,-17.45181739616844,-17.45181739616844,-0.2214397496087637,100.0
Sanwan,5,1,0.6,13.73,1,4,0,-10.203691333731275,-11.485459721186633,-0.1230046948356807,20.0
Sarai,1,0,0.0,0.0,0,1,0,23.365112610751975,23.365112610751975,0.056338028169014,0.0
Sarju,6,0,0.0,0.0,4,2,0,-9.70243147327662,0.00296432127349322,-0.16614501825769426,66.7
Sasur Khaderi,2,0,0.0,0.0,0,2,0,6.094803487761482,6.094803487761482,-0.096244131455399,0.0
Saswa,1,0,0.0,0.0,1,0,0,-14.180480363721117,-14.180480363721117,-0.190923317683881,100.0
Satna,6,10,4.166666666666667,51.79,0,6,0,11.512876401482977,11.358050000432643,0.0645539906103286,0.0
Sau,2,3,2.5,9.76,0,2,0,18.180176594725914,18.180176594725914,0.075508607198748,0.0
Sengur,10,0,0.0,0.0,10,0,0,-44.00873066515585,-41.64049512335673,-0.399452269170579,100.0
Sesar,1,1,1.0,34.97,1,0,0,-26.96942815402422,-26.96942815402422,-0.2097026604068857,100.0
Shallu,1,0,0.0,0.0,1,0,0,-36.83231552668161,-36.83231552668161,-0.3732394366197183,100.0
Sharda,12,5,2.3333333333333335,427.12,7,5,0,-12.75664019176226,-8.17792122365075,-0.18948878455920706,58.3
Shipra,4,13,7.5,137.89,0,4,0,0.353283020525037,-0.47131176544928377,-0.023865414710485075,0.0
Shyam,7,2,1.1428571428571428,49.35,7,0,0,-14.72396443754265,-11.729711918372695,-0.17784484685893134,100.0
Shyamri,3,1,0.6666666666666666,2.32,2,1,0,-14.22243735433956,-14.372426558515164,-0.15988523735002605,66.7
Sindh,17,40,13.470588235294118,595.88,6,11,0,-11.41825776936306,-11.338364992256816,-0.13808340237503447,35.3
Singhyahi,1,0,0.0,0.0,0,1,0,-1.3437497285524465,-1.3437497285524465,0.0876369327073552,0.0
Sohadra,3,1,0.6666666666666666,47.14,0,3,0,-8.556348475507209,-9.550287408547186,-0.0706833594157537,0.0
Sokar,1,1,1.0,4.75,0,1,0,18.9684423277696,18.9684423277696,0.0508607198748043,0.0
Solani,3,0,0.0,0.0,0,3,0,-6.773701511708154,-7.126511230028759,-0.12858633281168488,0.0
Somli,1,0,0.0,0.0,0,1,0,13.567314647212624,13.567314647212624,0.0438184663536776,0.0
Son,33,153,40.63636363636363,19540.32,0,33,0,5.629079856813234,4.799180002512977,0.04249063403992978,0.0
Sonar,9,39,9.11111111111111,214.05,9,0,0,-8.097776042880064,-8.142848773737693,-0.19179273169883493,100.0
Song,2,0,0.0,0.0,2,0,0,-14.785056005519955,-14.785056005519955,-0.2046165884194053,100.0
Sorhur,1,0,0.0,0.0,0,1,0,-7.130925030171532,-7.130925030171532,-0.1017214397496087,0.0
Sota,4,2,1.25,40.9,0,4,0,6.182908390326188,5.129053359481593,0.0054773082942097245,0.0
Sotwa,4,4,3.25,446.49,3,1,0,-28.13427063050182,-29.787776483575904,-0.19464006259780903,75.0
Sudhani,2,0,0.0,0.0,0,2,0,-5.301338212569747,-5.301338212569747,-0.0743348982785602,0.0
Suheli,2,0,0.0,0.0,1,1,0,-26.665905434593466,-26.665905434593466,-0.24960876369327073,50.0
Sui,1,0,0.0,0.0,0,1,0,-3.4593997111341688,-3.4593997111341688,-0.0657276995305164,0.0
Sukni,1,0,0.0,0.0,0,1,0,7.315123651697496,7.315123651697496,-0.0438184663536776,0.0
Sukri,1,0,0.0,0.0,0,1,0,-12.232695860574228,-12.232695860574228,-0.096244131455399,0.0
Sunder,3,0,0.0,0.0,0,3,0,6.651832207070111,5.971299663939692,-0.07642149191444964,0.0
Supin,1,0,0.0,0.0,0,1,0,16.51713379288396,16.51713379288396,0.0931142410015649,0.0
Surai,1,0,0.0,0.0,0,1,0,-10.637546326728852,-10.637546326728852,-0.081377151799687,0.0
Surna,3,0,0.0,0.0,3,0,0,-41.53286050468862,-41.63228149771281,-0.3729786124152321,100.0
Tahle,1,2,2.0,191.3,0,1,0,-12.797746765763463,-12.797746765763463,-0.1322378716744914,0.0
Tamasa,14,0,0.0,0.0,14,0,0,-30.99493252064621,-30.714140817390888,-0.22009836798569188,100.0
Tangan,2,0,0.0,0.0,0,2,0,-6.146681125625711,-6.146681125625711,-0.0438184663536776,0.0
Tangon,1,0,0.0,0.0,0,1,0,-6.011928440223255,-6.011928440223255,-0.0078247261345852,0.0
Thalera,2,0,0.0,0.0,0,2,0,-1.315491548403127,-1.315491548403127,-0.043035993740219,0.0
Tila,1,2,2.0,53.67,0,1,0,1.1243553892172742,1.1243553892172742,-0.0078247261345852,0.0
Tilayia,1,0,0.0,0.0,0,1,0,-23.10816185635321,-23.10816185635321,-0.0735524256651017,0.0
Tipan,1,4,4.0,3.99,0,1,0,-6.123891908838135,-6.123891908838135,-0.0837245696400626,0.0
Tons,20,49,12.05,887.29,3,17,0,6.556369942052948,11.21979999028602,0.02288732394366195,15.0
Tribani,1,0,0.0,0.0,0,1,0,5.300196278511701,5.300196278511701,-0.0821596244131455,0.0
Ujar,1,1,1.0,76.55,0,1,0,12.542161625121942,12.542161625121942,0.0195618153364632,0.0
Ulai,1,2,2.0,24.77,0,1,0,-5.02950333837222,-5.02950333837222,0.0031298904538341,0.0
Unli,1,3,3.0,23.07,0,1,0,23.648211029245733,23.648211029245733,0.0766823161189358,0.0
Upreni,1,0,0.0,0.0,0,1,0,0.5876562613079911,0.5876562613079911,-0.0226917057902973,0.0
Urmal,1,4,4.0,103.7,1,0,0,-13.86439287559513,-13.86439287559513,-0.1596244131455399,100.0
Urvashi,3,5,3.0,20.8,0,3,0,-3.6489823894418847,-3.4013171553768076,-0.09389671361502344,0.0
Usra,1,0,0.0,0.0,0,1,0,39.107097209198,39.107097209198,0.043035993740219,0.0
Vaisali,6,2,1.1666666666666667,34.64,6,0,0,-29.747793806603834,-29.996861086819266,-0.30451225873761084,100.0
Varuna,4,0,0.0,0.0,3,1,0,-27.622709091861854,-27.842167868472714,-0.1903364632237871,75.0
Yamuna,53,473,114.16981132075472,20725.69,46,7,0,-19.040209673034177,-21.337289643174127,-0.25052410901467503,86.8
