seg_id,mean_ssa_1991_2021,river_name,tier,updated_tier,long_term_mean
4425,-0.41382929924855455,Ghaghara,1,1,1687.1489063732392
3808,-0.41362201107036883,Kali,3,3,68.05764480751174
3952,-0.4099875660177694,Tamasa,3,3,27.981650245539907
3855,-0.40930709946247307,Dabka,5,5,6.560543826842722
4732,-0.4092122036708989,Rapti,2,2,7.006038080938968
4422,-0.40905208025164125,Ghaghi,5,5,22.62238031584507
4418,-0.406946083051371,Ghaghara,1,1,1139.619913028169
4776,-0.40644538151233384,Ghaghara,1,1,422.1509498873239
3456,-0.4059693551654154,Pahuj,4,4,3.317436269377934
4465,-0.4056120385476415,Ghaghara,1,1,1132.3803135680753
4419,-0.4040379984246247,Ghaghara,1,1,1632.0201715492958
4762,-0.40398632197147716,Ghaghara,1,1,1120.9405211384976
3843,-0.4033157876898199,Khaimua,5,5,3.203613933286385
4421,-0.4032639848110114,Ghaghara,1,1,1637.1507959624412
3999,-0.4014807546409681,Gomti,2,2,8.13171816056338
4658,-0.39952284000664795,Ghaghara,1,1,186.67901133333334
4757,-0.3985308058530117,Sarju,3,3,15.385857008685445
4724,-0.39785620114823533,Ghaghara,1,1,1013.7668071537558
4761,-0.396741243795576,Ghaghara,1,1,1034.1606343779342
4463,-0.3965504436169545,Ghaghara,1,1,1027.3709774295774
3544,-0.3964824499215368,Kali,3,3,6.199140678697183
4003,-0.39624486967031236,Gomti,2,2,164.0958122253521
3318,-0.3952563301135066,Sainj,5,5,5.434655393568075
3545,-0.3949637307191849,Kali,3,3,6.258123206384976
3960,-0.3942952588418153,Ganga,1,1,2.5402057462089203
4014,-0.39227174440201734,Gomti,2,2,25.423379677699533
4119,-0.39101772026599546,Orai,5,5,2.2818598411502347
3943,-0.39000636752511264,Ganga,1,1,3.581018623532864
3548,-0.3897760337390062,Kali,3,3,10.07387315753521
4013,-0.38977582447909825,Gomti,2,2,19.44550776701878
3953,-0.3892321900913348,Tamasa,3,3,42.08962235798122
4464,-0.3890803226116454,Ghaghara,1,1,5.575542769049296
4021,-0.3875926505174607,Gomti,2,2,12.541431040140845
3451,-0.3860162267962441,Sindh,3,3,2.727009916478873
4720,-0.3858902357426671,Manorama,4,4,17.002670001877934
4564,-0.385808494292212,Ganga,1,1,98.75905602347417
4723,-0.384469559515143,Ghaghara,1,1,977.8802880269953
4457,-0.3839975988543788,Rapti,2,2,92.63285654166665
4738,-0.383974845039283,Jamwar,5,5,16.43451390410798
4716,-0.3838534222285408,Tamasa,3,3,78.62436739612676
3550,-0.3831255833653364,Kali,3,3,30.06531688309859
3900,-0.3828724810126913,Kali,3,3,38.70155349190141
3379,-0.38217253288409697,Sengur,4,4,19.76918098931925
4722,-0.38187954100856797,Ghaghara,1,1,973.6624490610328
3384,-0.38178394010357014,Kunwari,4,4,46.7638566084507
3988,-0.3814240414892566,Sai,3,3,15.19771105011737
4786,-0.37948539780616636,Suheli,4,4,370.513973516432
4563,-0.37876975734843665,Tamasa,3,3,83.928558657277
3865,-0.3784762472274868,Ramganga,2,2,21.84064980821596
3360,-0.3784423657245346,Vaisali,4,4,4.296685468861503
4768,-0.37615536190392673,Ghaghara,1,1,931.2563820598591
4006,-0.3750368076188697,Sai,3,3,2.6754335180516433
3279,-0.3748450893345188,Yamuna,1,1,2.051489032840376
3374,-0.37395302329113106,Vaisali,4,4,19.48690715798122
4715,-0.37245744970942984,Tamasa,3,3,66.49549422288733
4025,-0.3724453435490105,Ghaghara,1,1,3.346268769706573
3954,-0.37220329486651565,Tamasa,3,3,50.670244457746485
4034,-0.37183939594119564,Ghaghara,1,1,922.657431076291
3377,-0.37062923603441883,Vaisali,4,4,22.612777107394365
4767,-0.3705711904678186,Manorama,4,4,43.904805255046945
3949,-0.37021363368064514,Varuna,4,4,10.23144413157277
3955,-0.36941640278238613,Tamasa,3,3,59.89324267300469
4029,-0.369415421682614,Ghaghara,1,1,29.192939293896714
3987,-0.36928646118094877,Sai,3,3,6.746883204225353
3371,-0.36856687536116844,Sengur,4,4,11.229022531807512
4023,-0.3684735944285629,Gomti,2,2,6.440173275481221
3281,-0.3677892446761374,Yamuna,1,1,4.020057607805165
3480,-0.3675765248092468,Yamuna,1,1,404.7575374483568
4461,-0.3675109913926619,Manorama,4,4,63.488129091901406
3996,-0.36682533926596245,Varuna,4,4,14.972192221713614
3391,-0.36633944857067163,Yamuna,1,1,518.8073678075118
3356,-0.3661426691767427,Vaisali,4,4,3.9252258325938967
3986,-0.36590169959474295,Sai,3,3,6.029420651842723
3495,-0.36555042430353446,Khari,3,3,4.342592517347418
3832,-0.36546668538725824,East Bahgul,5,5,25.74605923802817
3362,-0.36468896312467053,Sank,5,5,7.048279792805165
4031,-0.36445548887008905,Ghaghara,1,1,33.76024160140845
3370,-0.36428904672477563,Vaisali,4,4,14.98000356302817
4033,-0.36414698605966805,Ghaghara,1,1,904.0418467441315
4756,-0.3634427720508405,Sotwa,4,4,14.74886881185446
3361,-0.36258195562542866,Jhilmil,5,5,4.307903014694836
3902,-0.36222157152191226,Ganga,1,1,2.0429019383450706
4773,-0.36091870499874923,Babai,4,4,91.44090167194835
3372,-0.35820359312371286,Asan,4,4,17.15321900680751
4016,-0.35818708745164546,Gomti,2,2,30.63962192382629
4448,-0.35801824993085135,Rohini,3,3,65.63783862276996
3383,-0.3556761830341986,Kunwari,4,4,38.28113517546949
3992,-0.3556131761545479,Sai,3,3,2.4967856505399064
3889,-0.35536634268760026,Bino,5,5,4.343028480269953
3549,-0.35503178355741816,Kali,3,3,17.246211063615025
3997,-0.3541975892090356,Varuna,4,4,31.832825244600937
4032,-0.3539634769969713,Ghaghara,1,1,867.0911922112675
4417,-0.3499433225403264,Rapti,2,2,487.6215896115024
4213,-0.34834315369217306,Nayar,4,4,28.646044054812208
3919,-0.3476681763987623,Ganga,1,1,4.778799204248826
3310,-0.3475668739151373,Pabbar,4,4,12.922078144014083
3506,-0.3465797951113333,Yamuna,1,1,378.6610072593897
3287,-0.34632350509920545,Yamuna,1,1,149.69210931924883
4002,-0.3450480643073603,Gomti,2,2,131.3814910528169
3350,-0.3447996608646108,Kunwari,4,4,1.5618187565680752
3324,-0.3436617329355725,Yamuna,1,1,107.22823991126761
3366,-0.3417956140878394,Asan,4,4,8.335319395516432
3878,-0.34143636540718886,Ganga,1,1,30.304742157394365
3505,-0.34009594701093065,Yamuna,1,1,372.4566484131455
4777,-0.33997008361949044,Sharda,2,2,769.4595283838029
5151,-0.3394235398949917,Harohar,3,3,4.5119621890375585
3288,-0.3389683400165494,Yamuna,1,1,170.09387141607982
3920,-0.33813836523798213,Ganga,1,1,7.291632018626761
3799,-0.3380355833868554,Ramganga,2,2,361.1442628192488
3390,-0.3366394040889274,Sindh,3,3,236.15168220657276
3368,-0.3362381210078152,Sengur,4,4,7.864733455798122
3326,-0.33574688806395564,Giri,4,4,14.222239022887324
1429,-0.335228953920438,Padma,1,1,27289.293416901408
