seg_id,early_q90,late_q90,early_q50,late_q50,q90_abs_change,q90_pct_change,q50_pct_change,river_name,tier,updated_tier,long_term_mean
3702,19.248932,18.6893859,34.923027,37.602985000000004,-0.5595460999999986,-2.906894263016767,7.673899516213203,Banas,3,3,97.93244689143194
3772,1.9195032,1.8646241099999998,3.3034663,3.4297172,-0.05487909000000024,-2.8590257104025794,3.8217704839307607,Khul,4,4,12.914155919953052
3704,17.7735516,17.2663412,32.436764,35.075854,-0.5072104000000017,-2.8537368974696182,8.136107535264625,Banas,3,3,90.91093870715962
4286,2.04215282,1.98416015,3.6998634,3.54636825,-0.05799267000000019,-2.8397811090357177,-4.148670732005941,Bearma,3,3,16.001703474647886
3887,0.83462236,0.810935174,2.0010002,1.71685555,-0.02368718599999997,-2.8380722989496676,-14.200131014479659,Kosi,2,2,7.825473060105634
4274,45.0373692,43.7615363,81.18134,87.500315,-1.2758328999999975,-2.832831763183888,7.783777651366675,Ken,2,2,310.7332513568075
4250,55.5123162,53.9401293,99.819176,107.447855,-1.5721868999999984,-2.8321406988959295,7.642498471435995,Ken,2,2,373.2114139471831
4605,35.3273212,34.330928,71.448235,65.151347,-0.9963932,-2.82046066940394,-8.813217009489453,Koel,3,3,155.84434914788733
4856,7.8550116999999995,7.63440466,18.989592,16.877308,-0.2206070399999991,-2.80848773274264,-11.123377479621464,Kankai,4,4,50.70071109953052
2807,2.6495559600000003,2.5754891900000003,5.130922,5.1462765,-0.07406676999999995,-2.7954408632305294,0.29925420811308256,Mohana,4,4,11.702358607629108
3461,15.907713000000001,15.464001,27.973164,26.649812500000003,-0.44371200000000144,-2.7892884413994734,-4.730789480946802,Sindh,3,3,90.82553662382628
3922,1.91714424,1.8640632700000002,3.7649207,3.44712635,-0.053080969999999894,-2.7687520267123924,-8.440930774451632,Malin,5,5,9.759543986854458
4019,28.8867754,28.091321,55.55286,51.160471,-0.7954544000000006,-2.753697458387829,-7.906683832299545,Gomti,2,2,115.38702075234741
4354,1.39177558,1.35365066,2.5515125,2.7057035000000003,-0.03812492000000001,-2.7393008289454257,6.043121481866164,Banas,3,3,9.013912445504696
4384,1.26643184,1.2317778700000002,2.4077964,2.7113459,-0.03465396999999992,-2.7363470267772105,12.606942181656219,Son,2,2,6.889531686584506
5173,9.391011200000001,9.13749335,19.000309,18.6326695,-0.2535178500000015,-2.6995798918864184,-1.934913269042113,Gandak,2,2,89.19965830352113
4122,67.960734,66.13019899999999,122.44268,136.126175,-1.8305350000000118,-2.693518583834029,11.175429188580317,Ken,2,2,416.2960502535211
4259,56.4415348,54.924387,101.36267,111.447555,-1.5171477999999965,-2.687998838755881,9.949308754396466,Ken,2,2,376.76696834741784
3725,15.9601302,15.533494300000001,28.922058,30.981842,-0.42663589999999907,-2.6731354610127123,7.121844510511667,Banas,3,3,80.688094125
3437,0.77501378,0.75434161,1.5173471,1.4599041499999998,-0.02067216999999999,-2.6673293473568935,-3.7857488243790898,Chakan,5,5,5.161760491279343
4824,3.84601252,3.74465951,9.132554,8.3144275,-0.10135300999999997,-2.6352750926562236,-8.958353818657956,Ratua,5,5,24.524309958685446
4589,5.48371512,5.33984678,10.802524,10.1023565,-0.14386834000000004,-2.6235560537287728,-6.481517652726336,Auranga,4,4,24.4007448528169
1548,9.6314666,9.3792124,23.715012,22.6061295,-0.25225419999999943,-2.6190632276085495,-4.675867336689519,Punarbhaba,4,4,55.655701695774646
4277,48.483119,47.2169875,87.70643,92.61122499999999,-1.2661315000000002,-2.6114893722080876,5.592286677270975,Ken,2,2,332.7611062464789
4846,9.8653672,9.6096241,25.35717,23.429474499999998,-0.2557431000000001,-2.592332295548007,-7.602171299084253,Mechi,4,4,72.13677660915492
4273,41.8256352,40.7488327,75.53491,82.0242325,-1.0768024999999994,-2.574503638381084,8.59115672475151,Ken,2,2,290.8415646725352
3576,0.834278676,0.813026247,1.4361374,1.4516361500000001,-0.021252429000000017,-2.5474016790044405,1.0791968790729993,Baleti,5,5,5.779907826737089
3773,2.43698308,2.37493385,4.2218914,4.417763000000001,-0.062049229999999955,-2.546149397147228,4.639427721897374,Khul,4,4,16.235426600704226
4281,49.1145548,47.8767431,88.74335,93.559048,-1.2378117000000017,-2.5202543422016355,5.426545200288244,Ken,2,2,337.3733527370892
5119,2.44073692,2.3798126500000003,5.3081546,4.986508300000001,-0.06092426999999967,-2.4961424355394954,-6.059474982134081,Burhi Gandak,2,2,14.602943202582159
4601,34.2748942,33.4203047,69.040474,63.396717,-0.8545894999999959,-2.4933395709796122,-8.17456293825561,Koel,3,3,151.00797975821595
2971,70.610309,68.853119,164.97313,154.866165,-1.7571899999999943,-2.488574295858122,-6.126431013341387,Padma,1,1,365.8362425058686
3757,0.827523924,0.80703522,1.434125,1.42194055,-0.020488703999999913,-2.475904732876329,-0.8496086463871785,Garni,5,5,6.0888898849999995
4293,0.596973008,0.5823319929999999,1.0733429,1.05284775,-0.014641015000000035,-2.4525422094125964,-1.9094690056644645,Bearma,3,3,4.286337623638498
1549,16.181261799999998,15.7862128,38.68003,37.241035,-0.39504899999999843,-2.441397987887437,-3.720253060817185,Punarbhaba,4,4,83.82393540669014
4260,61.2212484,59.7266503,110.375755,123.5413,-1.4945980999999975,-2.441306146249702,11.927931999196751,Ken,2,2,394.7518327558686
4842,6.12061788,5.97367266,16.177488,14.922366499999999,-0.1469452200000001,-2.4008232972714203,-7.758444945222653,Mechi,4,4,45.982861709037564
4101,3.2594004,3.18144474,6.1128545,6.58112745,-0.0779556600000002,-2.391717814110847,7.660462881948201,Satna,4,4,22.693799749178403
1560,2.3219201199999997,2.26641418,5.5141797,5.30622935,-0.055505939999999754,-2.3905189296520573,-3.7711928394353915,Tangan,4,4,12.80849325786385
3432,25.391294,24.7968697,48.10307,50.194812,-0.5944243,-2.3410555602246976,4.3484584247949165,Banas,3,3,129.93083479929578
4126,2.6149334,2.55463673,4.639599,4.7190563,-0.06029667000000005,-2.3058587266505546,1.7125898164906173,Sonar,3,3,17.78995183673709
4283,50.3159122,49.1707552,90.87305,95.2298475,-1.1451569999999975,-2.2759340930720473,4.7943779811506255,Ken,2,2,346.807755971831
4922,1.30292422,1.27327226,2.4298148,2.4617820000000004,-0.029651960000000033,-2.275800813649779,1.3156229026179451,Burhi Gandak,2,2,5.448057763697183
