seg_id,trend,p_value,tau,sens_slope_m3s_yr,norm_slope_pct_yr,pct_change,early_mean,late_mean,river_name,updated_tier,long_term_mean,category,severity
4732,decreasing,0.0023036845355648428,-0.24569640062597808,-0.057139449126984126,-0.8197716587954287,-34.379708499840994,8.240339890700756,5.4073350568817204,Rapti,2,7.006038080938968,Drying,Severe Drying
3944,decreasing,0.00015253140868631831,-0.3051643192488263,-0.05902202348569652,-0.9825894891853846,-34.19735756292793,7.089935062992424,4.665364618521505,Tamasa,3,6.0286803031572775,Drying,Severe Drying
4217,decreasing,7.562535996985531e-06,-0.36071987480438183,-0.18675418643438368,-1.2131335044330211,-34.1408682290505,18.276220150867424,12.036559911908602,Purvi Nayar,4,15.535400159870893,Drying,Severe Drying
3986,decreasing,0.0017155887229374223,-0.25273865414710484,-0.05092999091414141,-0.8504969949872161,-33.9437155777927,7.078724376666666,4.6759423077150535,Sai,3,6.029420651842723,Drying,Severe Drying
3931,decreasing,0.0004911922251926715,-0.2809076682316119,-2.461037255208336,-0.7742588224137187,-33.91389630935407,375.27506434450754,248.0046681478495,Gomti,2,319.72867764788737,Drying,Severe Drying
3865,decreasing,0.0001714521556526183,-0.3028169014084507,-0.21373250276781447,-0.9882050459134359,-33.780776589532934,25.626732196041665,16.969823045698924,Ramganga,2,21.84064980821596,Drying,Severe Drying
3456,decreasing,0.0002614282568833559,-0.2942097026604069,-0.03547668993793966,-1.0751126107046667,-33.764333474217466,3.8935535034829547,2.5789211145698925,Pahuj,4,3.317436269377934,Drying,Severe Drying
3808,decreasing,3.373843693799117e-05,-0.33411580594679186,-0.7657938170175445,-1.13267436817723,-33.63306387504699,79.78104838380682,52.94823742069892,Kali,3,68.05764480751174,Drying,Severe Drying
3932,decreasing,0.0004911922251926715,-0.2809076682316119,-2.5187819222830257,-0.774510101328941,-33.533042383836765,383.2010451685606,254.7020762768817,Gomti,2,327.11506225352116,Drying,Severe Drying
3988,decreasing,0.0021589580682042087,-0.24726134585289514,-0.11589615604166668,-0.7670640784276302,-33.31281526881924,17.784945258977274,11.860279299193548,Sai,3,15.19771105011737,Drying,Severe Drying
4118,decreasing,0.000632091476657326,-0.27543035993740217,-0.011217345898674243,-0.9710763469988127,-33.21893879513122,1.3591514606704547,0.9076557688172043,Sengur,4,1.1615634708802818,Drying,Severe Drying
3900,decreasing,0.00013034731588645876,-0.3082942097026604,-0.41677680216049384,-1.0836821635910543,-33.15644515866607,45.2538906661553,30.249309225268817,Kali,3,38.70155349190141,Drying,Severe Drying
3943,decreasing,0.00018526952222486237,-0.30125195618153366,-0.0353661040109767,-0.9925327501392354,-33.102412948590285,4.18838234375947,2.8019267244623656,Ganga,1,3.581018623532864,Drying,Severe Drying
3310,decreasing,0.01988358815885749,-0.18779342723004694,-0.08588114229227758,-0.6700663465814304,-33.09937511857838,15.105631314071971,10.105761741397849,Pabbar,4,12.922078144014083,Drying,Severe Drying
3902,decreasing,9.477964913395809e-05,-0.3145539906103286,-0.01998856841081872,-0.9879579202198736,-33.0307247271746,2.387961728246212,1.5992006631989246,Ganga,1,2.0429019383450706,Drying,Severe Drying
