seg_id,min_year,min_flow_m3s,river_name,tier,updated_tier,long_term_mean,max_year,max_flow_m3s,min_decade
4060,2015,0.9007748108333334,Belan,3,3,4.09249946859155,1994,9.739467195000001,2010
4061,2015,13.617430616666667,Belan,3,3,51.84987333380281,2018,106.18744,2010
4062,2015,3.0948380416666663,Naina,4,4,14.305799058920188,2018,33.956905,2010
4063,2015,4.359456183333333,Naina,4,4,19.927757807042255,2018,44.014477,2010
4064,2015,1.3480308916666666,Lapri,5,5,5.877012640774648,2018,17.253347,2010
4065,2015,18.484291833333334,Belan,3,3,74.10418444776995,2018,156.76825,2010
4066,2007,38.553648583333334,Tons,2,2,155.24700690023474,2018,317.236,2000
4067,2015,57.63809575,Tons,2,2,229.90752634624414,2018,475.7851,2010
4068,2015,60.671474916666675,Tons,2,2,242.86847492605634,2019,515.3235666666667,2010
4069,2015,0.7576934166666667,Asrawal,5,5,4.05433310362676,2018,9.997014,2010
4070,2015,2.4725216583333336,Satna,4,4,12.542016350352114,2018,30.807959,2010
4071,2015,3.25795725,Tons,2,2,16.709264000469485,2018,41.049557,2010
4072,2007,5.5147528249999995,Tons,2,2,26.059372876056337,1971,49.56948065,2000
4073,2007,11.336012291666668,Satna,4,4,59.1907794455399,2003,107.82512166666667,2000
4074,2007,17.330649,Tons,2,2,81.88518053849765,2018,155.99387,2000
4075,2007,23.247807750000003,Tons,2,2,109.14335069424882,2018,200.0897,2000
4077,2007,1.8728832499999999,Tons,2,2,9.91157061685446,1975,19.60552165,2000
4078,2015,157.2210855,Son,2,2,404.0840277265258,1975,750.79583675,2010
4079,2015,1.7767118666666668,Tons,2,2,9.771956915504695,2018,25.239904,2010
4080,2007,26.912467833333334,Tons,2,2,120.6575960504695,2018,229.4461,2000
4081,2015,3.6945843000000003,Mahana,5,5,18.53899802488263,2018,42.87354,2010
4082,2015,0.8432168233333334,Mahana,5,5,4.065503977171362,2018,9.168521,2010
4083,2015,1.5005048250000002,Mahana,5,5,7.098890403638498,2018,15.679188000000002,2010
4084,2007,33.14270741666667,Tons,2,2,141.29261293075118,2018,277.8655,2000
4085,2015,1.9162451416666668,Sokar,5,5,9.782467548403757,2022,26.860611,2010
4086,2007,36.65727425,Tons,2,2,151.12596536384976,2018,304.8819,2000
4087,1966,0.5425500083333333,Tons,2,2,2.852047417910798,2018,8.793352,1960
4089,2015,0.7307346008333333,Yamuna,1,1,4.50775580758216,2018,15.956839,2010
4090,2007,0.8265566941666668,Sasur Khaderi,5,5,8.128388620739438,2021,28.23076125,2000
4091,2007,0.9880289208333334,Yamuna,1,1,11.083304707312205,2018,39.494774,2000
4092,2007,2.924503741666667,Sasur Khaderi,5,5,16.065838614201876,2021,54.02849641666666,2000
4093,2007,7.0569496,Baghain,4,4,37.168999691901405,2019,101.68350825,2000
4094,2007,1110.7131458333333,Yamuna,1,1,3027.617977535211,1961,5669.515320833333,2000
4095,2007,1111.7852858333333,Yamuna,1,1,3034.1443494483565,1961,5673.073483333334,2000
4096,2007,1118.9664441666666,Yamuna,1,1,3072.174189342723,1961,5692.748811666667,2000
4097,2007,1.0737530716666666,Satna,4,4,5.7769352687323945,2016,12.410259969166667,2000
4098,2007,1.4319533,Satna,4,4,8.475937649237089,2018,19.27512,2000
4099,2007,2.0131303583333335,Gudne,5,5,11.436247201056338,2016,26.48349060833333,2000
4100,2007,4.3288084499999995,Satna,4,4,23.520929675586853,2018,49.792328,2000
4101,2007,4.274404458333334,Satna,4,4,22.693799749178403,1980,45.7692494,2000
4102,1979,2.2290856416666665,Bhandar,5,5,7.33984875713615,1975,20.697048213333336,1970
4103,2007,25.062191125000002,Katni,4,4,91.12667587206572,1994,186.05370324999998,2000
4104,2007,28.57516075,Son,2,2,102.43278396185447,1975,213.86653208333334,2000
4105,2015,87.34908308333333,Son,2,2,213.1966733556338,1994,389.02056558333334,2010
4108,2015,1.8519594166666666,Betwa,2,2,11.308174509448358,1999,30.864613666666667,2010
4109,2015,2.9743586499999997,Betwa,2,2,18.289033552934274,1999,51.37210751666667,2010
