seg_id,river_name,tier,n_upstream_dams,total_upstream_capacity_mcm,nearest_upstream_dam,nearest_dam_dist_km,nearest_dam_year,dams_before_1991,dams_after_1991
4776,Ghaghara,99,0,0.0,,,,0,0
4777,Sharda,99,5,427.12,Sarda Sagar Dam,169.61,1962.0,1,4
4778,Sharda,99,5,427.12,Sarda Sagar Dam,147.59,1962.0,1,4
4779,Mohana,99,0,0.0,,,,0,0
4780,Sharda,99,0,0.0,,,,0,0
4781,Mohana,99,0,0.0,,,,0,0
4782,Mohana,99,0,0.0,,,,0,0
4783,Suheli,99,0,0.0,,,,0,0
4784,Mohana,99,0,0.0,,,,0,0
4785,Mohana,99,0,0.0,,,,0,0
4786,Suheli,99,0,0.0,,,,0,0
4787,Surna,99,0,0.0,,,,0,0
4788,Surna,99,0,0.0,,,,0,0
4789,Surna,99,0,0.0,,,,0,0
4790,Sharda,99,2,7.42,Dhauliganga Dam,57.22,2005.0,0,2
4791,Sharda,99,2,7.42,Dhauliganga Dam,86.85,2005.0,0,2
4792,Sharda,99,2,7.42,Dhauliganga Dam,73.02,2005.0,0,2
4793,Mahakali,99,2,7.42,Dhauliganga Dam,94.41,2005.0,0,2
4794,Sarju,99,0,0.0,,,,0,0
4795,Mahakali,99,0,0.0,,,,0,0
4796,Sharda,99,1,406.26,Sarda Sagar Dam,6.85,1962.0,1,0
4797,Sharda,99,0,0.0,,,,0,0
4798,Mahakali,99,4,20.86,Tanakpur Dam,4.64,1992.0,0,4
4799,Mohana,99,0,0.0,,,,0,0
4800,Mohana,99,0,0.0,,,,0,0
4801,Darma Yankti,99,0,0.0,,,,0,0
4802,Lassar Yankti,99,0,0.0,,,,0,0
4803,Darma Yankti,99,1,6.2,Dhauliganga Dam,13.89,2005.0,0,1
4804,Sharda,99,0,0.0,,,,0,0
4805,Sharda,99,1,6.2,Dhauliganga Dam,17.49,2005.0,0,1
4806,Goriganga,99,1,1.22,Bogudiyaar Sirkari Bhyol Dam,26.54,2012.0,0,1
4807,Mahakali,99,2,7.42,Dhauliganga Dam,37.53,2005.0,0,2
4808,Ramganga,99,0,0.0,,,,0,0
4809,Sarju,99,0,0.0,,,,0,0
4810,Sarju,99,0,0.0,,,,0,0
4811,Panar,99,0,0.0,,,,0,0
4812,Sarju,99,0,0.0,,,,0,0
4813,Mahakali,99,0,0.0,,,,0,0
4814,Jaulaha,99,0,0.0,,,,0,0
4815,Keshaliya,99,0,0.0,,,,0,0
4816,Singhyahi,99,0,0.0,,,,0,0
4817,Parman,99,0,0.0,,,,0,0
4818,Keshaliya,99,0,0.0,,,,0,0
4820,Bakra,99,0,0.0,,,,0,0
4822,Parman,99,0,0.0,,,,0,0
4823,Keshaliya,99,0,0.0,,,,0,0
4824,Ratua,99,0,0.0,,,,0,0
4825,Panar,99,0,0.0,,,,0,0
4826,Kankai,99,0,0.0,,,,0,0
4827,Mahananda,99,0,0.0,,,,0,0
4828,Mahananda,99,0,0.0,,,,0,0
4829,Mahananda,99,0,0.0,,,,0,0
4830,Sui,99,0,0.0,,,,0,0
4831,Kalindri,99,0,0.0,,,,0,0
4832,Ganga,1,0,0.0,,,,0,0
4833,Kosi,99,0,0.0,,,,0,0
4834,Ganga,1,30,2202.14,Bilashi Dam,81.53,2001.0,23,4
4835,Ganga,1,30,2202.14,Bilashi Dam,87.07,2001.0,23,4
4836,Ganga,1,30,2202.14,Bilashi Dam,96.04,2001.0,23,4
4837,Ganga,1,0,0.0,,,,0,0
4838,Ganga,1,30,2202.14,Bilashi Dam,101.55,2001.0,23,4
4839,Marai,99,0,0.0,,,,0,0
4840,Balasan,99,0,0.0,,,,0,0
4841,Mahananda,99,0,0.0,,,,0,0
4842,Mechi,99,0,0.0,,,,0,0
4843,Mahananda,99,0,0.0,,,,0,0
4844,Mechi,99,0,0.0,,,,0,0
4845,Dahuk,99,0,0.0,,,,0,0
4846,Mechi,99,0,0.0,,,,0,0
4847,Mahananda,99,0,0.0,,,,0,0
4848,Mahananda,99,0,0.0,,,,0,0
4850,Kankai,99,0,0.0,,,,0,0
4851,Nagar,99,0,0.0,,,,0,0
4852,Sudhani,99,0,0.0,,,,0,0
4853,Mahananda,99,0,0.0,,,,0,0
4854,Kankai,99,0,0.0,,,,0,0
4855,Kankai,99,0,0.0,,,,0,0
4856,Kankai,99,0,0.0,,,,0,0
4857,Kosi,99,0,0.0,,,,0,0
4858,Kosi,99,0,0.0,,,,0,0
4859,Kosi,99,0,0.0,,,,0,0
4860,Kosi,99,0,0.0,,,,0,0
4861,Kosi,99,0,0.0,,,,0,0
4862,Kosi,99,0,0.0,,,,0,0
4863,Ganga,1,30,2202.14,Bilashi Dam,71.68,2001.0,23,4
4864,Ganga,1,30,2202.14,Bilashi Dam,59.33,2001.0,23,4
4865,Ganga,1,0,0.0,,,,0,0
4866,Kosi,99,0,0.0,,,,0,0
4867,Lohra,99,0,0.0,,,,0,0
4868,Balasan,99,0,0.0,,,,0,0
4872,Bagmati,99,0,0.0,,,,0,0
4873,Balan,99,0,0.0,,,,0,0
4875,Kamala,99,0,0.0,,,,0,0
4876,Kosi,99,0,0.0,,,,0,0
4877,Kosi,99,0,0.0,,,,0,0
4879,Kosi,99,0,0.0,,,,0,0
4880,Bagmati,99,0,0.0,,,,0,0
4881,Burhi Gandak,99,0,0.0,,,,0,0
4882,Bagmati,99,0,0.0,,,,0,0
4883,Kosi,99,0,0.0,,,,0,0
4884,Kosi,99,0,0.0,,,,0,0
4885,Kosi,99,0,0.0,,,,0,0
4886,Kosi,99,0,0.0,,,,0,0
4888,Kosi,99,0,0.0,,,,0,0
4889,Kosi,99,0,0.0,,,,0,0
4891,Balan,99,0,0.0,,,,0,0
4892,Kosi,99,0,0.0,,,,0,0
4893,Kosi,99,0,0.0,,,,0,0
4895,Kosi,99,0,0.0,,,,0,0
4896,Kosi,99,0,0.0,,,,0,0
4897,Bagmati,99,0,0.0,,,,0,0
4898,Kosi,99,0,0.0,,,,0,0
4900,Kosi,99,0,0.0,,,,0,0
4901,Burhi Gandak,99,0,0.0,,,,0,0
4902,Kosi,99,0,0.0,,,,0,0
4904,Kosi,99,0,0.0,,,,0,0
4907,Bagmati,99,0,0.0,,,,0,0
4910,Bagmati,99,0,0.0,,,,0,0
4911,Bagmati,99,0,0.0,,,,0,0
4913,Bagmati,99,0,0.0,,,,0,0
4914,Lakhandei,99,0,0.0,,,,0,0
4915,Jhim,99,0,0.0,,,,0,0
4916,Bagmati,99,0,0.0,,,,0,0
4917,Burhi Gandak,99,0,0.0,,,,0,0
4918,Bakalya,99,0,0.0,,,,0,0
4919,Bagmati,99,0,0.0,,,,0,0
4921,Bagmati,99,0,0.0,,,,0,0
4922,Burhi Gandak,99,0,0.0,,,,0,0
4924,Bagmati,99,0,0.0,,,,0,0
4925,Bagmati,99,0,0.0,,,,0,0
4926,Rato,99,0,0.0,,,,0,0
4927,Mahara,99,0,0.0,,,,0,0
4929,Jamuni,99,0,0.0,,,,0,0
4930,Jamuni,99,0,0.0,,,,0,0
4931,Kamala,99,0,0.0,,,,0,0
4932,Jamuni,99,0,0.0,,,,0,0
4933,Kamala,99,0,0.0,,,,0,0
4934,Kamala,99,0,0.0,,,,0,0
4935,Kamala,99,0,0.0,,,,0,0
4936,Kamala,99,0,0.0,,,,0,0
4937,Kosi,99,0,0.0,,,,0,0
4938,Kamala,99,0,0.0,,,,0,0
4939,Kamala,99,0,0.0,,,,0,0
4940,Kamala,99,0,0.0,,,,0,0
4941,Kamala,99,0,0.0,,,,0,0
4942,Kamala,99,0,0.0,,,,0,0
4946,Iwa,99,0,0.0,,,,0,0
4953,Iwa,99,0,0.0,,,,0,0
4955,Iwa,99,0,0.0,,,,0,0
4965,Kosi,99,0,0.0,,,,0,0
4966,Kosi,99,0,0.0,,,,0,0
4968,Kamala,99,0,0.0,,,,0,0
5077,Tangon,99,0,0.0,,,,0,0
5078,Tangan,99,0,0.0,,,,0,0
5080,Kuliki,99,0,0.0,,,,0,0
5081,Mahananda,3,0,0.0,,,,0,0
5082,Punarbhaba,2,0,0.0,,,,0,0
5083,Hooghly,1,0,0.0,,,,0,0
5084,Padma,1,0,0.0,,,,0,0
5085,Nagar,99,0,0.0,,,,0,0
5086,Nagri,99,0,0.0,,,,0,0
5087,Sudhani,99,0,0.0,,,,0,0
5088,Nagri,4,0,0.0,,,,0,0
5089,Nagri,4,0,0.0,,,,0,0
5090,Burhi Gandak,99,0,0.0,,,,0,0
5091,Balan,99,0,0.0,,,,0,0
5092,Phalgu,99,0,0.0,,,,0,0
5093,Phalgu,99,4,21.78,Satgharwa (N.F) Dam,92.67,1976.0,3,0
5094,Ganga,1,3,1383.86,North Koel Dam,150.33,,2,0
5095,Ganga,1,0,0.0,,,,0,0
5096,Ganga,1,3,1383.86,North Koel Dam,179.45,,2,0
5097,Ganga,1,3,1383.86,North Koel Dam,202.48,,2,0
5098,Ganga,1,21,1742.7,Morway Dam,39.33,1969.0,17,2
5099,Ganga,1,21,1742.7,Morway Dam,45.08,1969.0,17,2
5100,Ganga,1,6,218.08,Sindhwarni Dam,1.69,,5,0
5101,Ganga,1,27,1960.78,Sindhwarni Dam,23.47,,22,2
5103,Garkhe,2,18,358.84,Morway Dam,15.09,1969.0,15,2
5104,Champa,99,0,0.0,,,,0,0
5105,Ganga,1,0,0.0,,,,0,0
5106,Ganga,1,0,0.0,,,,0,0
5107,Ganga,1,27,1960.78,Sindhwarni Dam,40.29,,22,2
5108,Ganga,1,27,1960.78,Sindhwarni Dam,52.65,,22,2
5109,Chandan,99,3,241.36,Bilashi Dam,19.3,2001.0,1,2
5110,Gahra,2,0,0.0,,,,0,0
5111,Ganga,1,3,241.36,Bilashi Dam,49.3,2001.0,1,2
5112,Ganga,1,3,241.36,Bilashi Dam,50.95,2001.0,1,2
5113,Harna,99,0,0.0,,,,0,0
5114,Tribani,99,0,0.0,,,,0,0
5115,Sunder,99,0,0.0,,,,0,0
5117,Burhi Gandak,99,0,0.0,,,,0,0
5119,Burhi Gandak,99,0,0.0,,,,0,0
5120,Burhi Gandak,99,0,0.0,,,,0,0
5121,Dhanauti,99,0,0.0,,,,0,0
5123,Burhi Gandak,99,0,0.0,,,,0,0
5124,Burhi Gandak,99,0,0.0,,,,0,0
5125,Burhi Gandak,99,0,0.0,,,,0,0
5126,Burhi Gandak,99,0,0.0,,,,0,0
5127,Burhi Gandak,99,0,0.0,,,,0,0
5128,Burhi Gandak,99,0,0.0,,,,0,0
5129,Burhi Gandak,99,0,0.0,,,,0,0
5130,Jamni,99,0,0.0,,,,0,0
5131,Burhi Gandak,99,0,0.0,,,,0,0
5132,Burhi Gandak,99,0,0.0,,,,0,0
5133,Ganga,1,0,0.0,,,,0,0
5134,Kiul,99,4,108.99,Amrity Dam,9.53,1965.0,3,1
5135,Kiul,99,5,189.2,Amrity Dam,14.56,1965.0,3,2
5136,Ulai,99,2,24.77,Nagi Dam,14.91,1968.0,2,0
5137,Nakti,99,1,26.68,Anjan Dam,9.28,1989.0,1,0
5138,Kiul,99,7,213.97,Amrity Dam,16.02,1965.0,5,2
5139,Kiul,99,10,256.45,Baskund Dam,7.75,1984.0,8,2
5140,Harohar,3,8,102.39,Kailash Ghati Dam,38.92,1980.0,7,0
5141,Burhi Gandak,99,0,0.0,,,,0,0
5142,Burhi Gandak,99,0,0.0,,,,0,0
5144,Paimar,99,0,0.0,,,,0,0
5145,Tilayia,99,0,0.0,,,,0,0
5146,Panchane,99,2,71.34,Job Dam,18.4,1978.0,2,0
5147,Paimar,99,0,0.0,,,,0,0
5148,Panchane,99,2,71.34,Job Dam,29.17,1978.0,2,0
5149,Paimar,99,0,0.0,,,,0,0
5150,Panchane,99,2,71.34,Job Dam,33.14,1978.0,2,0
5151,Harohar,99,0,0.0,,,,0,0
5152,Mohana,99,0,0.0,,,,0,0
5153,Phalgu,99,0,0.0,,,,0,0
5154,Phalgu,99,0,0.0,,,,0,0
5155,Sakri,99,1,5.7,Kolmahadeo Dam,26.16,1966.0,1,0
5156,Panchane,99,2,71.34,Job Dam,57.7,1978.0,2,0
5157,Harohar,99,2,71.34,Job Dam,74.11,1978.0,2,0
5158,Phalgu,99,4,21.78,Satgharwa (N.F) Dam,104.09,1976.0,3,0
5159,Panchane,99,0,0.0,,,,0,0
5160,Harohar,99,6,93.12,Job Dam,75.1,1978.0,5,0
5161,Harohar,99,7,98.82,Kolmahadeo Dam,62.0,1966.0,6,0
5162,Chalki,99,0,0.0,,,,0,0
5163,Kunda,99,0,0.0,,,,0,0
5165,Harohar,3,1,3.57,Kailash Ghati Dam,16.6,1980.0,1,0
5167,Harohar,3,1,3.57,Kailash Ghati Dam,22.9,1980.0,1,0
5168,Harohar,3,1,3.57,Kailash Ghati Dam,29.72,1980.0,1,0
5169,Garhi,99,0,0.0,,,,0,0
5170,Punpun,2,3,1383.86,North Koel Dam,133.41,,2,0
5171,Jam,99,0,0.0,,,,0,0
5172,Lilajan,99,1,6.23,Hiroo Dam,18.92,1982.0,1,0
5173,Gandak,99,0,0.0,,,,0,0
5174,Gandak,99,0,0.0,,,,0,0
5177,Gandak,99,0,0.0,,,,0,0
5178,Gandak,99,0,0.0,,,,0,0
5179,Gandak,99,0,0.0,,,,0,0
5180,Gandak,99,0,0.0,,,,0,0
5196,Kosi,99,0,0.0,,,,0,0
5274,Sunder,99,0,0.0,,,,0,0
5275,Sunder,99,0,0.0,,,,0,0
5276,Gahra,2,0,0.0,,,,0,0
5277,Chilkara,99,1,51.56,Orhni Dam,10.41,2000.0,0,1
7668,Mendha,99,0,0.0,,,,0,0
7669,Mendha,99,0,0.0,,,,0,0
7670,Mendha,99,0,0.0,,,,0,0
7677,Mendha,99,0,0.0,,,,0,0
7678,Mendha,99,0,0.0,,,,0,0
7679,Mendha,99,0,0.0,,,,0,0
7681,Mendha,99,0,0.0,,,,0,0
