seg_id,river_name,tier,n_upstream_dams,total_upstream_capacity_mcm,nearest_upstream_dam,nearest_dam_dist_km,nearest_dam_year,dams_before_1991,dams_after_1991
4119,Orai,99,0,0.0,,,,0,0
4120,Manmaheshwari,99,0,0.0,,,,0,0
4121,Betwa,99,99,4814.88,Barwar Dam,57.27,1923.0,79,12
4122,Ken,99,71,675.75,Kabrai Dam,63.15,1955.0,63,7
4123,Yamuna,99,458,20543.74,Kabrai Dam,73.7,1955.0,342,81
4124,Dehar,99,3,7.26,Nagda Nalla Dam,10.56,1964.0,3,0
4125,Sonar,99,2,14.55,Chhewla Dam,11.99,1985.0,2,0
4126,Sonar,99,5,21.81,Nagda Nalla Dam,25.47,1964.0,5,0
4128,Kurai,99,3,85.05,Saprar Dam,1.36,1952.0,3,0
4130,Kurai,99,4,132.85,Pahari Dam,7.26,1912.0,4,0
4131,Dhasan,99,4,17.46,Dharam Sagar Dam,12.86,1972.0,4,0
4132,Dhasan,99,20,123.69,Dharam Sagar Dam,27.05,1972.0,17,1
4133,Dhasan,99,26,284.75,Keolari Dam,17.24,1966.0,23,1
4134,Lakheri,99,3,163.7,Barwar Dam,16.18,1923.0,2,1
4135,Dhasan,99,29,448.45,Barwar Dam,30.29,1923.0,25,2
4136,Lakheri,99,0,0.0,,,,0,0
4137,Lakheri,99,3,163.7,Barwar Dam,2.53,1923.0,2,1
4138,Dhasan,99,0,0.0,,,,0,0
4139,Dhasan,99,29,448.45,Barwar Dam,37.88,1923.0,25,2
4140,Urmal,99,4,103.7,Salar Pur Dam,14.29,1960.0,3,1
4141,Dhasan,99,16,106.23,Bhirata Dam,5.74,1986.0,13,1
4142,Dhasan,99,0,0.0,,,,0,0
4143,Dhasan,99,3,0.62,Ratona Dam,11.43,1924.0,2,1
4144,Bina,99,4,10.52,Ghatera Dam,39.66,1956.0,2,2
4145,Dhasan,99,3,0.62,Bandri Dam,16.42,1974.0,2,1
4146,Dhasan,99,0,0.0,,,,0,0
4147,Bewas,99,4,101.1,Bhonhari Dam,13.92,1969.0,3,1
4148,Dhasan,99,5,62.32,Bila Dam,11.33,1973.0,4,1
4149,Dhasan,99,0,0.0,,,,0,0
4150,Kathan,99,3,4.59,Sadwa Dam,4.92,,2,0
4151,Kathan,99,1,2.6,Dudiyankhera Dam,12.74,1980.0,1,0
4152,Kathan,99,5,15.14,Sendpa Dam,8.77,1966.0,4,0
4153,Dhasan,99,8,76.59,Khurera Dam,9.26,1969.0,7,1
4154,Dhasan,99,3,5.37,Madan Sagar Dam,14.18,1966.0,3,0
4155,Shyamri,99,1,2.32,Bagha Nalla Dam,18.44,1975.0,1,0
4156,Urvashi,99,5,20.8,Harithone Dam,20.3,1981.0,4,0
4157,Betwa,99,40,2488.26,Rajghat Dam,8.05,2000.0,28,8
4158,Betwa,99,46,2512.93,Jhaloni Dam,13.95,1913.0,33,8
4159,Betwa,99,52,3736.57,Dhekwan Dam,8.19,1909.0,38,9
4160,Jamni,99,2,226.88,Shahjad Dam,13.37,1992.0,1,1
4161,Jamni,99,11,491.86,Veer Sagar Dam,10.92,1970.0,9,1
4162,Jamni,99,1,18.46,Rajendra Sagar Dam,8.71,1973.0,1,0
4163,Jamni,99,2,104.6,Jamni Dam,16.18,1973.0,2,0
4164,Sajnam,99,1,83.5,Sajnam Dam,21.57,1990.0,1,0
4165,Jamni,99,5,127.46,Ragura Dam,10.02,1976.0,4,0
4166,Jamni,99,6,210.96,Deep Sagar Dam,21.2,,5,0
4167,Narain,99,0,0.0,,,,0,0
4168,Jamni,99,8,437.84,Shahjad Dam,16.39,1992.0,6,1
4169,Jamni,99,3,54.02,Nandanwara Dam,7.06,1964.0,3,0
4171,Bina,99,0,0.0,,,,0,0
4172,Bina,99,4,10.52,Padaria Dam,16.27,2004.0,2,2
4173,Kevtan,99,2,9.33,Jajone Dam,12.18,1968.0,1,1
4174,Bina,99,5,10.52,Bachhlon Dam,17.83,1989.0,3,2
4175,Betwa,99,29,248.62,Jajone Dam,19.46,1968.0,20,5
4176,Betwa,99,29,248.62,Jajone Dam,25.53,1968.0,20,5
4177,Betwa,99,34,259.15,Jajone Dam,38.87,1968.0,23,7
4178,Kethan,99,5,57.11,Koncha Dam,11.27,1973.0,5,0
4179,Betwa,99,39,316.26,Mola Dam,28.87,1956.0,28,7
4180,Naren,99,0,0.0,,,,0,0
4181,Betwa,99,27,239.3,Naren Dam,23.08,1981.0,19,4
4182,Betwa,99,0,0.0,,,,0,0
4183,Betwa,99,39,316.26,Mola Dam,37.29,1956.0,28,7
4184,Narain,99,0,0.0,,,,0,0
4185,Betwa,99,39,316.26,Mola Dam,39.99,1956.0,28,7
4186,Sanr,99,0,0.0,,,,0,0
4187,Betwa,99,0,0.0,,,,0,0
4188,Urvashi,99,4,19.8,Keshopur Dam,12.65,1916.0,3,0
4189,Urvashi,99,0,0.0,,,,0,0
4190,Betwa,99,3,19.41,Chikhali Dam,12.44,,2,0
4191,Ajmar,99,6,105.12,Kaliasote Dam,4.65,1988.0,5,1
4192,Halali,99,5,37.45,S. Ashok Sagar Dam,5.83,,3,1
4194,Betwa,99,16,155.35,Sudra Dam,8.5,1958.0,12,2
4195,Betwa,99,21,192.8,Jambar Dam,9.63,1964.0,15,3
4196,Betwa,99,2,7.39,Amrabad Dam,24.71,1978.0,1,0
4197,Betwa,99,23,200.19,Jambar Dam,19.31,1964.0,16,3
4198,Baen,99,2,17.28,Garethia Dam,14.11,1991.0,1,1
4199,Sagar,99,2,21.83,Bardha Dam,13.56,1930.0,2,0
4200,Betwa,99,25,217.47,Banda Bedra Dam,8.55,1957.0,17,4
4202,Jalkur,99,0,0.0,,,,0,0
4203,Bhagirathi,99,1,0.6,Maneri Stage I Dam,35.05,1984.0,1,0
4204,Bhillangana,99,0,0.0,,,,0,0
4205,Bhagirathi,99,3,3629.5,Koteshwar Hep Dam,2.67,2011.0,1,2
4206,Lastar,99,0,0.0,,,,0,0
4207,Bal Ganga,99,0,0.0,,,,0,0
4208,Mandakini,99,2,0.12,Phata Bhyung Dam,7.25,2012.0,0,2
4209,Bhillangana,99,0,0.0,,,,0,0
4210,Mandakini,99,2,0.12,Phata Bhyung Dam,21.59,2012.0,0,2
4211,Mandakini,99,2,0.12,Phata Bhyung Dam,33.9,2012.0,0,2
4212,Alaknanda,2,6,442.81,Srinagar Dam,5.01,2014.0,0,6
4213,Nayar,99,0,0.0,,,,0,0
4214,Ganga,1,9,4072.31,Koteshwar Hep Dam,19.85,2011.0,1,8
4215,Ganga,1,9,4072.31,Koteshwar Hep Dam,19.93,2011.0,1,8
4216,Pashchimi Nayar,99,0,0.0,,,,0,0
4217,Purvi Nayar,99,0,0.0,,,,0,0
4218,Hiyuni,2,0,0.0,,,,0,0
4219,Ganga,1,9,4072.31,Koteshwar Hep Dam,18.45,2011.0,1,8
4220,Alaknanda,2,3,364.69,Vishnu Gad Pipalkoti Hep Dam,32.03,2019.0,0,3
4221,Alaknanda,2,3,364.69,Vishnu Gad Pipalkoti Hep Dam,44.89,2019.0,0,3
4222,Madhmaheshwar Ganga,99,0,0.0,,,,0,0
4223,Jadh Ganga,99,0,0.0,,,,0,0
4224,Jadhang,99,0,0.0,,,,0,0
4226,Mana,99,0,0.0,,,,0,0
4227,Jadh Ganga,99,0,0.0,,,,0,0
4228,Bhagirathi,99,0,0.0,,,,0,0
4229,Jadh Ganga,99,0,0.0,,,,0,0
4230,Jadh Ganga,99,0,0.0,,,,0,0
4231,Jadh Ganga,99,0,0.0,,,,0,0
4232,Yamuna,2,473,20725.69,Kotra Khambha Dam,11.13,1915.0,355,82
4233,Dhauli Ganga,99,0,0.0,,,,0,0
4234,Girthi Ganga,99,0,0.0,,,,0,0
4235,Dhauli Ganga,99,0,0.0,,,,0,0
4236,Rishi Ganga,99,0,0.0,,,,0,0
4237,Dhauli Ganga,99,2,1.69,Lata Tapovan (Ntpc) Dam,3.34,2023.0,0,2
4238,Alaknanda,99,0,0.0,,,,0,0
4239,Birahi Ganga,99,0,0.0,,,,0,0
4240,Alaknanda,99,3,364.69,Vishnu Gad Pipalkoti Hep Dam,3.97,2019.0,0,3
4241,Alaknanda,99,3,364.69,Vishnu Gad Pipalkoti Hep Dam,20.79,2019.0,0,3
4242,Nandakini,3,0,0.0,,,,0,0
4243,Kail Ganga,99,0,0.0,,,,0,0
4244,Pindar,99,0,0.0,,,,0,0
4245,Usra,99,0,0.0,,,,0,0
4246,Garara,99,0,0.0,,,,0,0
4247,Paisuni,99,4,71.06,Maro Dam,2.65,1975.0,4,0
4248,Baghain,99,0,0.0,,,,0,0
4249,Baghain,99,2,1.49,Bhawanipur Dam,21.86,1981.0,2,0
4250,Ken,99,68,626.4,Ghoora Dam,35.84,2000.0,60,7
4251,Yamuna,99,461,20561.46,Rasin Dam,60.12,,344,81
4252,Yamuna,99,0,0.0,,,,0,0
4253,Paisuni,99,4,71.06,Maro Dam,30.49,1975.0,4,0
4254,Yamuna,99,465,20632.52,Ohen (Balmiki) Dam,31.39,1962.0,348,81
4255,Paisuni,99,0,0.0,,,,0,0
4256,Yamuna,2,4,72.97,Bardha Dam,12.4,1930.0,3,1
4257,Ken,99,0,0.0,,,,0,0
4258,Ken,99,1,0.0,Virat Sagar Dam,22.0,1550.0,1,0
4259,Ken,99,68,626.4,Salar Pur Dam,49.55,1960.0,60,7
4260,Ken,99,69,626.4,Virat Sagar Dam,48.39,1550.0,61,7
4261,Shyam,99,0,0.0,,,,0,0
4262,Shyam,99,2,49.35,Kabrai Dam,31.29,1955.0,2,0
4263,Shyam,99,2,49.35,Kabrai Dam,41.52,1955.0,2,0
4264,Shyam,99,2,49.35,Kabrai Dam,54.32,1955.0,2,0
4265,Shyam,99,0,0.0,,,,0,0
4266,Shyam,99,2,49.35,Chandrawal Dam,16.77,1973.0,2,0
4267,Shyamri,99,0,0.0,,,,0,0
4268,Mirhasan,99,5,6.45,Rampura Dam,12.36,1989.0,5,0
4269,Shyamri,99,1,2.32,Bagha Nalla Dam,32.54,1975.0,1,0
4270,Ken,99,11,25.18,Chiraha Dam,23.41,1976.0,10,0
4271,Sonar,99,39,214.05,Teergarh Dam,46.19,2001.0,36,3
4272,Ken,99,50,239.24,Chiraha Dam,30.66,1976.0,46,3
4273,Ken,99,55,245.69,Rampura Dam,21.87,1989.0,51,3
4274,Ken,99,57,306.48,Gangau Dam,0.62,1915.0,53,3
4275,Sonar,99,11,127.97,Vindhya Wasini Dam,54.46,1986.0,10,1
4276,Banne,99,4,178.8,Rangawan Dam,4.13,1988.0,2,2
4277,Ken,99,63,519.21,Beniganj Dam,12.83,1974.0,57,5
4278,Banne,99,3,14.56,Burha Dam,13.53,1969.0,1,2
4279,Banne,99,0,0.0,,,,0,0
4280,Khudar,99,0,0.0,,,,0,0
4281,Ken,99,63,519.21,Beniganj Dam,23.0,1974.0,57,5
4282,Kutni,99,1,3.5,Ghoora Dam,3.6,2000.0,0,1
4283,Ken,99,64,522.7,Ghoora Dam,9.98,2000.0,57,6
4285,Bearma,99,5,9.9,Belhara Dam,8.83,1981.0,5,0
4286,Bearma,99,5,9.9,Jalheridhana Dam,9.74,1958.0,5,0
4287,Bearma,99,5,17.48,Tejgarh Dam,4.66,1961.0,5,0
4288,Bearma,99,2,20.26,Mala Dam,9.7,1929.0,2,0
4289,Bearma,99,14,32.47,Jumnera Dam,5.22,1910.0,14,0
4290,Bearma,99,21,63.78,Pondi Dam,4.23,1974.0,20,1
4291,Bearma,99,6,14.39,Kulwa Dam,4.98,1967.0,6,0
4292,Bearma,99,28,86.08,Teergarh Dam,4.8,2001.0,26,2
4293,Bearma,99,0,0.0,,,,0,0
4294,Bearma,99,28,86.08,Teergarh Dam,27.11,2001.0,26,2
4295,Sonar,99,0,0.0,,,,0,0
4296,Kopra,99,2,5.07,Basni Dam,10.8,1979.0,2,0
4297,Sonar,99,9,122.91,Vindhya Wasini Dam,33.21,1986.0,8,1
4298,Sonar,99,11,127.97,Jamunia Dam,36.04,1981.0,10,1
4299,Ken,99,2,3.27,Katra Dam,8.64,,1,0
4300,Katni,99,6,27.12,Amadi Dam,12.89,1927.0,6,0
4301,Patne,99,7,14.51,Imalia Dam,15.08,1979.0,7,0
4302,Ken,99,4,10.68,Amua Dam,16.73,1975.0,3,0
4303,Sonar,99,0,0.0,,,,0,0
4304,Bewas,99,0,0.0,,,,0,0
4305,Bewas,99,4,101.1,Vindhya Wasini Dam,25.31,1986.0,3,1
4306,Sonar,99,5,21.81,Nagda Nalla Dam,46.02,1964.0,5,0
4307,Bearma,99,0,0.0,,,,0,0
4308,Bearma,99,2,7.42,Bansichikhli Dam,5.52,1990.0,2,0
4326,Rihand,99,1,1.55,Bajiya Dam,26.88,1992.0,0,1
4327,Rihand,99,1,1.55,Bajiya Dam,41.85,1992.0,0,1
4328,Neur,99,0,0.0,,,,0,0
4329,Gopat,99,0,0.0,,,,0,0
4330,Gopat,99,3,14.59,Chhotakidhar Dam,1.09,,1,0
4331,Gopat,99,1,4.2,Bamraha Dam,0.19,1975.0,1,0
4332,Gopat,99,9,42.06,Mahuagaon Dam,5.12,1991.0,5,2
4333,Gopat,99,1,1.46,Ahilo Dam,8.73,2001.0,0,1
4334,Gopat,99,15,54.89,Nibuha Dam,4.51,1975.0,9,4
4335,Gopat,99,8,145.21,Pokharidul Dam,7.77,,4,1
4336,Mayar,99,7,11.68,Basaura Dam,2.33,1986.0,6,0
4338,Son,99,0,0.0,,,,0,0
4339,Son,99,0,0.0,,,,0,0
4340,Rihand,99,14,10829.59,Obra Dam,12.56,1970.0,9,4
4341,Son,99,104,7080.48,Kargara Dam,8.38,1978.0,79,13
4342,Son,99,118,17910.07,Kargara Dam,10.0,1978.0,88,17
4343,Kanhar,99,0,0.0,,,,0,0
4344,Mawai,99,1,7.73,Sehra Dam,14.03,,0,0
4345,Banas,99,0,0.0,,,,0,0
4346,Banas,99,1,7.73,Sehra Dam,21.98,,0,0
4347,Banas,99,3,4.65,Chitron Dam,13.37,1979.0,3,0
4348,Banas,99,4,12.38,Chitron Dam,24.43,1979.0,3,0
4349,Son,99,1,1.47,Lakhnoute Dam,16.15,1983.0,1,0
4350,Banas,99,0,0.0,,,,0,0
4351,Banas,99,5,14.01,Khadda Dam,6.1,2002.0,3,1
4352,Banas,99,2,2.97,Akhetpur Dam,3.14,1983.0,2,0
4353,Banas,99,9,29.04,Budwa Dam,10.26,1972.0,6,2
4354,Banas,99,5,144.25,Mahan Dam,1.24,2009.0,4,1
4355,Banas,99,14,173.29,Mahan Dam,10.84,2009.0,10,3
4356,Son,99,58,6683.54,Madhwani (Ncfl) Dam,8.46,1974.0,48,4
4357,Son,99,0,0.0,,,,0,0
4358,Gopat,99,0,0.0,,,,0,0
4359,Goini,99,0,0.0,,,,0,0
4360,Son,99,0,0.0,,,,0,0
4361,Son,99,30,220.38,Buchki Dam,19.39,1980.0,25,2
4362,Son,99,30,220.38,Buchki Dam,22.45,1980.0,25,2
4369,Katni,99,8,40.2,Khitoli Dam,10.74,1977.0,6,0
4370,Katni,99,8,40.2,Dhangaon Dam,8.61,,6,0
4371,Ghodchhatra,99,1,0.95,Ratheli Dam,12.08,1976.0,1,0
4372,Johilla,99,13,192.52,Tikara Dam,12.23,1983.0,13,0
4373,Johilla,99,15,194.43,Buchki Dam,2.09,1980.0,15,0
4374,Son,99,3,4.9,Deori Dam,1.51,1978.0,3,0
4375,Son,99,55,6678.64,Chateni Dam,10.1,1988.0,45,4
4376,Son,99,0,0.0,,,,0,0
4377,Gohirari,99,0,0.0,,,,0,0
4378,Tipan,99,4,3.99,Kantoor Nalla Dam,10.76,1988.0,4,0
4379,Son,99,1,3.08,Latar Dam,7.51,1976.0,1,0
4380,Son,99,2,7.91,Sidoli Dam,6.74,1980.0,2,0
4381,Son,99,6,11.89,Sidoli Dam,7.62,1980.0,6,0
4382,Son,99,6,11.89,Sidoli Dam,20.17,1980.0,6,0
4383,Son,99,12,21.47,Pongri Dam,6.42,1981.0,9,1
4384,Son,99,5,8.67,Haridi Dam,5.63,,2,1
4385,Kunu,99,3,4.49,Kuni Dam,13.29,,1,1
4386,Son,99,15,25.95,Silpari Dam,6.65,1988.0,10,2
4387,Son,99,0,0.0,,,,0,0
4388,Son,99,15,25.95,Kuni Dam,19.54,,10,2
4396,Ghaghara,99,0,0.0,,,,0,0
4397,Ghaghara,99,14,1058.56,Patkhauli Dam,208.89,,8,4
4398,Ghaghara,99,0,0.0,,,,0,0
4399,Ghaghara,99,14,1058.56,Patkhauli Dam,228.45,,8,4
4400,Ganga,1,0,0.0,,,,0,0
4401,Ganga,1,14,1058.56,Patkhauli Dam,240.32,,8,4
4402,Ganga,1,558,27858.39,Gointha Dam,92.68,1992.0,422,96
4404,Ganga,1,558,27858.39,Gointha Dam,112.0,1992.0,422,96
4405,Ghaghara,99,572,28916.95,Gointha Dam,127.33,1992.0,430,100
4406,Ganga,1,0,0.0,,,,0,0
4407,Ganga,1,572,28916.95,Gointha Dam,138.85,1992.0,430,100
4409,Ganga,1,0,0.0,,,,0,0
4410,Ganga,1,0,0.0,,,,0,0
4411,Son,99,153,19540.32,Dhankai Dam,107.62,1979.0,114,20
4414,Rapti,99,0,0.0,,,,0,0
4415,Rapti,99,0,0.0,,,,0,0
4416,Rapti,99,8,468.45,Chittaurgarh Dam,157.31,1985.0,7,0
4417,Rapti,99,8,468.45,Chittaurgarh Dam,172.96,1985.0,7,0
4418,Ghaghara,99,6,590.12,Patkhauli Dam,124.21,,1,4
4419,Ghaghara,99,14,1058.56,Patkhauli Dam,137.99,,8,4
4420,Ghaghara,99,0,0.0,,,,0,0
4421,Ghaghara,99,14,1058.56,Patkhauli Dam,159.49,,8,4
4422,Ghaghi,99,0,0.0,,,,0,0
4423,Ghaghi,99,0,0.0,,,,0,0
4424,Ghaghara,99,0,0.0,,,,0,0
4425,Ghaghara,99,14,1058.56,Patkhauli Dam,175.53,,8,4
4428,Rapti,99,0,0.0,,,,0,0
4429,Bansi,99,0,0.0,,,,0,0
4430,Gandak,99,0,0.0,,,,0,0
4431,Gandak,99,0,0.0,,,,0,0
4432,Ghaghara,99,0,0.0,,,,0,0
4433,Gandak,99,0,0.0,,,,0,0
4434,Gandak,99,0,0.0,,,,0,0
4435,Ghaghara,99,14,1058.56,Patkhauli Dam,188.89,,8,4
4436,Ghaghara,99,0,0.0,,,,0,0
4437,Tamasa,99,0,0.0,,,,0,0
4438,Gandak,99,0,0.0,,,,0,0
4439,Rohini,99,0,0.0,,,,0,0
4440,Rohini,99,0,0.0,,,,0,0
4441,Dande,99,0,0.0,,,,0,0
4442,Gandak,99,0,0.0,,,,0,0
4443,Rohini,99,0,0.0,,,,0,0
4444,Rohini,99,0,0.0,,,,0,0
4445,Rohini,99,0,0.0,,,,0,0
4446,Danau,99,0,0.0,,,,0,0
4447,Rohini,99,0,0.0,,,,0,0
4448,Rohini,99,0,0.0,,,,0,0
4449,Rapti,99,8,468.45,Chittaurgarh Dam,100.42,1985.0,7,0
4450,Aami,99,0,0.0,,,,0,0
4451,Rapti,99,8,468.45,Chittaurgarh Dam,131.59,1985.0,7,0
4453,Aami,99,0,0.0,,,,0,0
4456,Rapti,99,4,21.96,Khairman Dam,37.5,1958.0,3,0
4457,Rapti,99,4,446.49,Chittaurgarh Dam,58.56,1985.0,4,0
4458,Rapti,99,4,21.96,Khairman Dam,98.4,1958.0,3,0
4459,Rapti,99,8,468.45,Chittaurgarh Dam,72.63,1985.0,7,0
4460,Rapti,99,0,0.0,,,,0,0
4461,Manorama,99,1,163.0,Patkhauli Dam,49.29,,0,0
4462,Ghaghara,99,1,163.0,Patkhauli Dam,73.0,,0,0
4463,Ghaghara,99,5,427.12,Sarda Sagar Dam,374.27,1962.0,1,4
4464,Ghaghara,99,0,0.0,,,,0,0
4465,Ghaghara,99,6,590.12,Patkhauli Dam,109.82,,1,4
4490,Gandak,99,0,0.0,,,,0,0
4491,Gandak,99,0,0.0,,,,0,0
4493,Gandak,99,0,0.0,,,,0,0
4507,Gandak,99,0,0.0,,,,0,0
4508,Gandak,99,0,0.0,,,,0,0
4525,Gandak,99,0,0.0,,,,0,0
4535,Ganga,1,0,0.0,,,,0,0
4536,Adari,99,0,0.0,,,,0,0
4537,Dharmauti,99,0,0.0,,,,0,0
4538,Punpun,99,0,0.0,,,,0,0
4539,Madad,99,0,0.0,,,,0,0
4540,Punpun,99,0,0.0,,,,0,0
4541,Sorhur,99,0,0.0,,,,0,0
4542,Ganga,1,0,0.0,,,,0,0
4543,Batane,99,3,1383.86,North Koel Dam,6.64,,2,0
4544,Dharmauti,99,0,0.0,,,,0,0
4545,Ganga,1,0,0.0,,,,0,0
4547,Punpun,2,0,0.0,,,,0,0
4548,Dardha,99,0,0.0,,,,0,0
4549,Madad,99,0,0.0,,,,0,0
4550,Morhar,99,0,0.0,,,,0,0
4551,Dharmauti,99,0,0.0,,,,0,0
4552,Ganga,1,0,0.0,,,,0,0
4553,Punpun,2,3,1383.86,North Koel Dam,32.27,,2,0
4554,Madad,99,0,0.0,,,,0,0
4555,Mohana,99,1,12.34,Buksa Dam,29.88,1982.0,1,0
4556,Lilajan,99,3,9.44,Sudhari Nala Dam,19.65,,2,0
4557,Punpun,2,3,1383.86,North Koel Dam,40.58,,2,0
4558,Morhar,99,0,0.0,,,,0,0
4559,Dardha,99,0,0.0,,,,0,0
4560,Punpun,2,3,1383.86,North Koel Dam,64.23,,2,0
4561,Phalgu,99,4,21.78,Satgharwa (N.F) Dam,52.5,1976.0,3,0
4562,Punpun,2,3,1383.86,North Koel Dam,107.53,,2,0
4563,Tamasa,2,0,0.0,,,,0,0
4564,Ganga,1,0,0.0,,,,0,0
4565,Koel,99,8,335.56,Dhankai Dam,27.54,1979.0,5,0
4566,Son,99,145,19204.76,Chatania Ghat Dam,23.2,1984.0,109,20
4567,Ganga,1,558,27858.39,Gointha Dam,42.81,1992.0,422,96
4568,Ganga,1,558,27858.39,Gointha Dam,53.13,1992.0,422,96
4569,Ganga,1,558,27858.39,Gointha Dam,71.15,1992.0,422,96
4570,Ganga,1,558,27858.39,Gointha Dam,103.38,1992.0,422,96
4571,Gandak,99,0,0.0,,,,0,0
4572,Gandak,99,0,0.0,,,,0,0
4573,Gandak,99,0,0.0,,,,0,0
4574,Gandak,2,0,0.0,,,,0,0
4575,Baya,99,0,0.0,,,,0,0
4576,Burhi Gandak,99,0,0.0,,,,0,0
4577,Gandak,2,0,0.0,,,,0,0
4578,Ganga,1,0,0.0,,,,0,0
4587,Sukri,99,0,0.0,,,,0,0
4588,Auranga,99,0,0.0,,,,0,0
4589,Auranga,99,1,0.0,Malay Dam,6.66,1985.0,1,0
4590,Koel,99,0,0.0,,,,0,0
4591,Jinjoi,99,0,0.0,,,,0,0
4592,Maila,99,0,0.0,,,,0,0
4593,Amanat,99,2,137.62,Amanat Dam,7.6,,0,0
4594,Amanat,99,2,137.62,Amanat Dam,46.99,,0,0
4595,Amanat,99,2,137.62,Amanat Dam,50.53,,0,0
4596,Koel,99,2,3.48,Butan-Duba Dam,8.03,1985.0,2,0
4597,Tahle,99,2,191.3,Tahlay Dam,3.05,,1,0
4598,Koel,99,4,141.1,Butan-Duba Dam,23.58,1985.0,2,0
4599,Danru,99,0,0.0,,,,0,0
4600,Koel,99,7,333.25,Dhankai Dam,6.48,1979.0,4,0
4601,Koel,99,7,333.25,Dhankai Dam,12.51,1979.0,4,0
4602,Kanhar,99,7,48.19,Ramchandrapur T. Dam,7.01,1994.0,5,1
4603,Banki,99,0,0.0,,,,0,0
4604,Barhki,99,1,2.31,Babhani Khand Dam,22.65,1987.0,1,0
4605,Koel,99,7,333.25,Dhankai Dam,19.82,1979.0,4,0
4607,Kanhar,99,0,0.0,,,,0,0
4608,Kanhar,99,0,0.0,,,,0,0
4610,Kanhar,99,2,2.76,Bakia Dam,15.4,1992.0,1,1
4611,Kanhar,99,12,950.1,Rajkhar Dam,8.19,1957.0,9,2
4612,Panda,99,2,5.49,Chatania Ghat Dam,4.53,1984.0,2,0
4613,Son,99,127,18090.38,Kota Dam,3.81,1960.0,94,18
4614,Son,99,143,19199.26,Dhartidolwa Dam,10.2,1958.0,107,20
4615,Chaupat,99,0,0.0,,,,0,0
4616,Koel,99,0,0.0,,,,0,0
4617,Burha,99,0,0.0,,,,0,0
4618,Rihand,99,1,1.55,Bajiya Dam,15.07,1992.0,0,1
4619,Rihand,99,0,0.0,,,,0,0
4620,Mayar,99,0,0.0,,,,0,0
4621,Rihand,99,7,11.68,Garra Dam,8.12,1984.0,6,0
4622,Rihand,99,10,16.38,Majholi Dam,8.74,1985.0,7,2
4624,Kanhar,99,0,0.0,,,,0,0
4644,Bhada,99,0,0.0,,,,0,0
4657,Ghaghara,99,0,0.0,,,,0,0
4658,Ghaghara,99,0,0.0,,,,0,0
4659,Ghaghara,99,0,0.0,,,,0,0
4715,Tamasa,2,0,0.0,,,,0,0
4716,Tamasa,2,0,0.0,,,,0,0
4718,Kuthi Yankti,99,0,0.0,,,,0,0
4719,Ghaghara,99,0,0.0,,,,0,0
4720,Manorama,99,0,0.0,,,,0,0
4721,Ghaghara,99,0,0.0,,,,0,0
4722,Ghaghara,99,5,427.12,Sarda Sagar Dam,284.97,1962.0,1,4
4723,Ghaghara,99,5,427.12,Sarda Sagar Dam,298.18,1962.0,1,4
4724,Ghaghara,99,5,427.12,Sarda Sagar Dam,327.33,1962.0,1,4
4725,Ghaghara,99,0,0.0,,,,0,0
4726,Karmanasa,99,2,316.03,Kohira Dam,31.73,1962.0,1,1
4727,Karmanasa,99,2,316.03,Kohira Dam,42.79,1962.0,1,1
4728,Karmanasa,99,4,489.53,Kohira Dam,51.47,1962.0,3,1
4729,Karmanasa,2,0,0.0,,,,0,0
4730,Karmanasa,2,0,0.0,,,,0,0
4731,Surai,99,0,0.0,,,,0,0
4732,Rapti,99,0,0.0,,,,0,0
4733,Banganga,99,0,0.0,,,,0,0
4734,Banganga,99,0,0.0,,,,0,0
4735,Banganga,99,0,0.0,,,,0,0
4736,Sotwa,99,4,446.49,Chittaurgarh Dam,26.37,1985.0,4,0
4737,Sotwa,99,4,446.49,Chittaurgarh Dam,40.37,1985.0,4,0
4738,Jamwar,99,0,0.0,,,,0,0
4739,Danau,99,0,0.0,,,,0,0
4740,Danau,99,0,0.0,,,,0,0
4741,Danau,99,0,0.0,,,,0,0
4742,Jamwar,99,0,0.0,,,,0,0
4743,Jamwar,99,0,0.0,,,,0,0
4747,Rapti,99,0,0.0,,,,0,0
4749,Rapti,99,0,0.0,,,,0,0
4750,Rapti,99,4,21.96,Ghoghwa Dam,18.76,,3,0
4751,Rapti,99,0,0.0,,,,0,0
4752,Bhada,99,0,0.0,,,,0,0
4756,Sotwa,99,1,9.25,Girgitahi Dam,21.37,1966.0,1,0
4757,Sarju,99,0,0.0,,,,0,0
4759,Sotwa,99,4,446.49,Chittaurgarh Dam,19.32,1985.0,4,0
4760,Ghaghara,99,0,0.0,,,,0,0
4761,Ghaghara,99,5,427.12,Sarda Sagar Dam,404.64,1962.0,1,4
4762,Ghaghara,99,6,590.12,Patkhauli Dam,94.07,,1,4
4763,Sarju,99,0,0.0,,,,0,0
4765,Ghaghara,99,0,0.0,,,,0,0
4766,Manorama,99,1,163.0,Patkhauli Dam,18.23,,0,0
4767,Manorama,99,1,163.0,Patkhauli Dam,30.13,,0,0
4768,Ghaghara,99,5,427.12,Sarda Sagar Dam,262.63,1962.0,1,4
4770,Man,99,0,0.0,,,,0,0
4771,Ghaghara,99,0,0.0,,,,0,0
4772,Babai,99,0,0.0,,,,0,0
4773,Babai,99,0,0.0,,,,0,0
4774,Ghaghara,99,0,0.0,,,,0,0
4775,Babai,99,0,0.0,,,,0,0
