seg_id,early_dry_mean,late_dry_mean,abs_change_m3s,pct_change,river_name,tier,updated_tier,long_term_mean,dry_mk_trend,dry_mk_p_value,dry_sens_slope_pct_yr
3563,20.84583474375,21.79179416532258,0.9459594215725815,4.537882187021554,Kali Sindh,3,3,91.38667205751173,no trend,0.9051746472382802,0.0176593549537212
3665,4.002543425,4.1859160411290315,0.18337261612903166,4.581402289945966,Chamla,5,5,14.672747782276994,no trend,0.7059983246415333,0.05951525352048103
3611,1.5750840331875,1.6490804769354839,0.07399644374798386,4.697936249041719,Gunjali,4,4,4.435701682758216,no trend,0.5316971675813358,-0.1171588157326961
4196,3.755325973125,3.932548983870968,0.1772230107459678,4.719244401531711,Betwa,2,2,20.834376456455402,no trend,0.9525032428084219,-0.005405514830339107
3684,1.2821698894375,1.3438752234677418,0.06170533403024181,4.8125708253305275,Padma,1,1,5.306341019284038,no trend,0.10778786193945145,0.15544892540124922
4176,31.645409649999998,33.196240040322586,1.550830390322588,4.900648806493134,Betwa,2,2,165.18781407042252,no trend,0.9841594261303772,-0.00215765320141079
4260,89.384928725,93.76587487903225,4.380946154032259,4.901213455694076,Ken,2,2,394.7518327558686,no trend,0.7059983246415333,-0.04951897414144617
3635,5.793471693125,6.077878453225806,0.284406760100806,4.909090354895597,Sau,5,5,23.879800686032866,no trend,0.7886715975821632,0.04814247409588103
3722,23.676795934375,24.84195295967742,1.1651570253024204,4.92109248452319,Banas,3,3,75.0891224988263,no trend,0.7658422334580033,0.07129314076507487
3613,4.86642894375,5.110994797580645,0.244565853830645,5.025571248599925,Gunjali,4,4,14.223345541549296,no trend,0.7059983246415333,-0.06939521934784276
4175,29.472152625,30.958242048387095,1.4860894233870958,5.042351138364111,Betwa,2,2,155.6441389870892,no trend,0.9288074636400747,-0.007547276460410436
3638,3.047591665,3.2015623596774194,0.1539706946774193,5.0522088128043,Sau,5,5,12.829675442840376,no trend,0.676718703048607,0.07735782341648385
3627,63.871620525000004,67.14839333870968,3.2767728137096768,5.1302484370615185,Kali Sindh,3,3,286.5324958450704,no trend,0.9367000897482891,0.007090989398579611
3775,1.3234801396875,1.3915079597580646,0.06802782007056463,5.140071092160654,Parbati,3,3,6.092525477488263,no trend,0.5919087714885272,0.06741922995689273
3759,3.2587385268749998,3.4274442233870968,0.168705696512097,5.177024640693681,Andheri,4,4,16.938210325938968,no trend,0.7432144452145957,-0.057089024811131775
3702,30.44314646875,32.020109866935485,1.5769633981854838,5.180027628892573,Banas,3,3,97.93244689143194,no trend,0.8503922744984573,0.05697082138702558
4491,96.08478598125001,101.08371253225808,4.9989265510080685,5.202620269127268,Gandak,2,2,526.8548858039906,no trend,0.16762079058813795,0.21576385274108736
3597,0.8120494866250001,0.8544135206451613,0.0423640340201612,5.216927627924808,Tila,5,5,3.674291362746479,no trend,0.5580715376134053,0.08267979271738311
3724,24.610003487500002,25.89630875403226,1.2863052665322563,5.226757758021453,Banas,3,3,78.35306833685445,no trend,0.7963229756501722,0.08224718360823392
3612,3.13757549625,3.302000031451613,0.1644245352016127,5.240496536199092,Gunjali,4,4,9.368042484741785,no trend,0.7432144452145957,-0.07684663889535873
3725,25.334669825,26.672189237903225,1.3375194129032266,5.279403371514934,Banas,3,3,80.688094125,no trend,0.7886715975821632,0.06786131822325137
4181,26.50873611875,27.918499112903223,1.4097629941532226,5.318107162250098,Betwa,2,2,139.92541767312207,no trend,0.9920793227943283,0.0029221881254279953
4904,177.08710391875,186.52912112096774,9.442017202217755,5.331849125812054,Kosi,2,2,920.1982099002348,no trend,0.421334580743461,0.1169495039444452
4837,2.396103859375,2.5247394830645162,0.1286356236895161,5.368532886678352,Ganga,1,1,7.562528728826291,no trend,0.5580715376134053,0.04785937351787665
5104,2.7079074031249997,2.854540219354839,0.14663281622983915,5.414986349260718,Champa,5,5,7.107520897652582,no trend,0.3456350347359809,0.10846531098747092
3575,61.99200934375,65.38856492741935,3.396555583669354,5.479021602341065,Kali Sindh,3,3,280.1755469870892,no trend,0.9130439733339297,0.016823852236440204
4728,34.590369528125,36.487562629032254,1.897193100907252,5.484743663593035,Karmanasa,3,3,76.34757843133802,no trend,0.7582763349793675,-0.06268896976747584
3599,1.4088646295625,1.4869260426612902,0.07806141309879022,5.540731980973284,Kanthali,5,5,6.534800150258216,no trend,0.8116839148720996,0.02072651076172796
3646,1.2915051547499998,1.363206519516129,0.0717013647661291,5.551767602507828,Maleni,5,5,5.33882069778169,no trend,0.4747556847815666,0.1393121893023975
3573,3.80149859,4.012765154032258,0.21126656403225796,5.55745475187084,Chhapi,4,4,17.578382018075118,no trend,0.8503922744984573,0.030790157768744896
4200,22.228460540625,23.478397717741935,1.2499371771169336,5.6231387451800074,Betwa,2,2,119.54221187558684,no trend,0.9604122199612644,0.008098931083964565
4832,2.430724364375,2.5678958443548385,0.13717147997983847,5.643234666597366,Ganga,1,1,7.353452847605634,no trend,0.5382311014255547,0.04373544869212658
4829,2.3791192254375,2.5168742104838713,0.1377549850463713,5.7901673683898425,Mahananda,2,2,7.7095109579107985,no trend,0.421334580743461,0.07165756602027365
3604,0.9922928373125,1.0497914038709677,0.057498566558467745,5.794515932836456,Ahu,4,4,4.43464394370892,no trend,0.9209218347701116,0.017500185522167505
3588,1.623459747625,1.717658791935484,0.09419904431048409,5.8023640221625605,Ghora Pachhar,4,4,7.862034784237089,no trend,0.9604122199612644,0.007423754863419454
3590,4.7686323943749995,5.047161986290322,0.2785295919153228,5.840869433422289,Ghora Pachhar,4,4,22.787690326408452,no trend,1.0,0.0006152044882875446
3603,0.6862375436875,0.726345475967742,0.04010793228024201,5.8446135232884355,Dudhaliya,5,5,3.027365615633803,no trend,0.5059696473025264,0.09470806586493433
3704,28.27811293125,29.943143548387095,1.665030617137095,5.8880542035641925,Banas,3,3,90.91093870715962,no trend,0.7208063353199297,0.07614386808600015
3629,0.6101205251875,0.6462529720967742,0.036132446909274196,5.922181834182697,Shipra,4,4,2.547919239612676,no trend,0.9920793227943283,-0.002934352357266112
4197,18.100352496874997,19.173458100806453,1.073105603931456,5.928644782562805,Betwa,2,2,99.39557381514085,no trend,0.9445989408361049,0.005353188554012648
3610,1.9042192859375,2.0175666867741935,0.11334740083669348,5.952434242933813,Gunjali,4,4,5.929750931819249,no trend,0.7658422334580033,-0.06349263713650445
3614,3.37914382625,3.5812706758064516,0.20212684955645166,5.981599480503961,Chambal,2,2,12.04077278814554,no trend,0.7507335153518226,-0.05147012181958421
3589,1.6464122679375,1.7453788943548387,0.09896662641733878,6.011047678921674,Ghora Pachhar,4,4,7.943160009272301,no trend,0.9288074636400747,-0.008866633223645988
4192,3.9059145325,4.14545900483871,0.23954447233870946,6.1328651803701355,Halali,5,5,21.410996184037558,no trend,0.7810405515546475,0.03230057341321443
2481,7.7205904343750005,8.20315199032258,0.4825615559475791,6.2503193253074505,Son,2,2,14.308983899882628,no trend,0.19686192477076325,0.0764131449068572
4195,13.586832013750001,14.437805693548388,0.8509736797983862,6.263223678170106,Betwa,2,2,74.56820151220657,no trend,0.9525032428084219,0.004262895003983034
3440,36.641864068749996,38.96794835483871,2.326084286088715,6.348160349387125,Banas,3,3,116.78604259037559,no trend,0.8116839148720996,0.04274049706165305
4191,2.266274535,2.4102989266129033,0.14402439161290337,6.355116707557381,Ajmar,5,5,12.799901353403754,no trend,1.0,0.0012539754774527794
4194,8.661944778750001,9.218823204032258,0.5568784252822567,6.429023037048494,Betwa,2,2,47.80127288204225,no trend,1.0,0.00018928370710531673
