seg_id,river_name,tier,spei_cell_lat,spei_cell_lon,spei_data_available,spei12_annual_mean,spei12_early_mean,spei12_late_mean,spei12_pct_change_proxy,spei12_mk_trend,spei12_mk_p,spei12_mk_tau,spei12_sens_slope,spei_category
3631,Shipra,99,23.625,75.625,True,0.0866,0.0649,0.1146,0.0497,no trend,1.0,0.0004,1.2e-05,SPEI Stable
3632,Shipra,99,23.875,75.475,True,0.117,0.0073,0.2586,0.2512,no trend,0.1528532777368805,0.1163,0.005309,SPEI Stable
3633,Chambal,99,23.975,75.475,True,0.116,0.0066,0.2573,0.2506,no trend,0.10563170957775947,0.1316,0.007723,SPEI Stable
3634,Chambal,99,24.125,75.475,True,0.1311,0.0222,0.2716,0.2494,no trend,0.24143134163124524,0.0954,0.00524,SPEI Stable
3635,Sau,99,24.175,75.225,True,0.1242,0.015,0.265,0.2501,no trend,0.18018680964047862,0.1091,0.005966,SPEI Stable
3636,Chambal,99,24.275,75.375,True,0.1426,0.0857,0.2159,0.1302,no trend,0.5514186979590701,0.0487,0.002704,SPEI Stable
3637,Somli,99,24.025,75.125,True,0.1165,-0.0052,0.2736,0.2788,no trend,0.18672634871240623,0.1074,0.006913,SPEI Stable
3638,Sau,99,23.925,74.975,True,0.1173,0.0619,0.1888,0.1269,no trend,0.27483372753192903,0.0889,0.005993,SPEI Stable
3639,Retam,99,24.325,75.325,True,0.1456,0.0982,0.2068,0.1086,no trend,0.5850664269805577,0.0447,0.00244,SPEI Stable
3640,Idar,99,24.325,75.375,True,0.1543,0.1256,0.1912,0.0656,no trend,0.7658422334580033,0.0245,0.001175,SPEI Stable
3641,Retam,99,24.425,75.025,True,0.0804,0.0704,0.0934,0.023,no trend,0.6196383329366708,0.0406,0.002672,SPEI Stable
3642,Retam,99,24.275,74.975,True,0.0721,0.0772,0.0655,-0.0117,no trend,0.8503922744984573,0.0157,0.001096,SPEI Stable
3643,Retam,99,24.325,75.225,True,0.1283,0.0786,0.1924,0.1139,no trend,0.42709019490083033,0.0648,0.003106,SPEI Stable
3644,Idar,99,24.375,75.275,True,0.1474,0.1593,0.1319,-0.0274,no trend,0.8581805908972016,0.0149,0.000542,SPEI Stable
3645,Retam,99,24.325,75.125,True,0.1118,0.0801,0.1526,0.0724,no trend,0.5580715376134053,0.0479,0.002899,SPEI Stable
3646,Maleni,99,23.475,75.175,True,0.1098,0.0257,0.2184,0.1927,no trend,0.2662013189563792,0.0905,0.005935,SPEI Stable
3647,Maleni,99,23.525,75.175,True,0.1084,0.0301,0.2094,0.1793,no trend,0.2454429340961497,0.0946,0.006297,SPEI Stable
3648,Maleni,99,23.625,75.225,True,0.1139,0.0418,0.207,0.1653,no trend,0.15863688474829707,0.1147,0.006423,SPEI Stable
3649,Pingla,99,23.775,75.225,True,0.1209,0.034,0.2331,0.1992,no trend,0.38233674726699096,0.0712,0.0047,SPEI Stable
3650,Chambal,99,23.625,75.325,True,0.096,0.0386,0.1699,0.1313,no trend,0.5782610692399586,0.0455,0.003625,SPEI Stable
3651,Chambal,99,23.775,75.275,True,0.1288,0.0314,0.2546,0.2232,no trend,0.2577573793672574,0.0922,0.005513,SPEI Stable
3652,Chambal,99,23.825,75.375,True,0.1217,0.0197,0.2534,0.2337,no trend,0.20383922113299047,0.1034,0.005916,SPEI Stable
3653,Kanh,99,22.975,75.825,True,0.0634,0.0114,0.1304,0.119,no trend,0.7810405515546475,0.0229,0.001436,SPEI Stable
3654,Ashamati,99,22.975,75.925,True,0.0469,0.0281,0.0712,0.0431,no trend,0.9051746472382802,-0.0101,-0.000648,SPEI Stable
3655,Gambhir,99,23.075,75.625,True,0.1443,0.0231,0.3007,0.2777,no trend,0.18672634871240623,0.1074,0.00698,SPEI Stable
3656,Shipra,99,23.275,75.725,True,0.0902,-0.0163,0.2276,0.2439,no trend,0.45654714036538024,0.0608,0.003783,SPEI Stable
3657,Chambal,99,22.725,75.525,True,0.0403,0.0061,0.0845,0.0784,no trend,0.5448050803429232,0.0495,0.003166,SPEI Stable
3658,Chambal,99,23.075,75.475,True,0.1475,0.0824,0.2315,0.1491,no trend,0.45654714036538024,0.0608,0.004117,SPEI Stable
3659,Chhoti Kali Sindh,99,23.225,76.025,True,0.037,-0.0559,0.1569,0.2128,no trend,0.31126057944127394,0.0825,0.004514,SPEI Stable
3661,Padma,1,22.875,89.925,False,,,,,,,,,No Data
3664,Baveri,99,22.825,75.425,True,0.107,0.0925,0.1256,0.0331,no trend,0.5187510088374183,0.0527,0.003124,SPEI Stable
3665,Chamla,99,23.025,75.375,True,0.1667,0.1106,0.2392,0.1286,no trend,0.31126057944127394,0.0825,0.005305,SPEI Stable
3666,Chambal,99,23.425,75.425,True,0.1492,0.0534,0.2728,0.2194,no trend,0.22967423731825298,0.0978,0.006752,SPEI Stable
3667,Chambal,99,23.475,75.375,True,0.1803,0.1653,0.1997,0.0345,no trend,0.4747556847815666,0.0584,0.004031,SPEI Stable
3668,Padma,1,22.875,89.475,False,,,,,,,,,No Data
3669,Padma,1,23.025,89.425,False,,,,,,,,,No Data
3670,Padma,1,22.875,89.575,False,,,,,,,,,No Data
3671,Padma,1,23.125,89.525,False,,,,,,,,,No Data
3672,Padma,1,22.925,89.575,False,,,,,,,,,No Data
3673,Padma,1,22.825,89.625,False,,,,,,,,,No Data
3674,Padma,1,22.825,89.575,False,,,,,,,,,No Data
3675,Padma,1,22.775,89.575,False,,,,,,,,,No Data
3677,Padma,1,22.975,89.925,False,,,,,,,,,No Data
3678,Padma,1,23.025,89.825,False,,,,,,,,,No Data
3679,Padma,1,23.025,89.625,False,,,,,,,,,No Data
3683,Padma,1,23.075,89.825,False,,,,,,,,,No Data
3684,Padma,1,22.625,89.325,False,,,,,,,,,No Data
3685,Padma,1,22.575,89.325,False,,,,,,,,,No Data
3686,Padma,1,23.725,89.075,False,,,,,,,,,No Data
3687,Padma,1,23.825,89.075,False,,,,,,,,,No Data
3688,Padma,1,23.375,89.375,False,,,,,,,,,No Data
3689,Nekhadi,99,25.775,74.275,True,-0.0576,-0.112,0.0126,0.1246,no trend,0.7810405515546475,0.0229,0.001405,SPEI Stable
3690,Kothari,99,25.425,74.225,True,0.015,0.0278,-0.0015,-0.0294,no trend,0.8659827352061573,0.0141,0.000557,SPEI Stable
3691,Khari,99,25.675,74.175,True,-0.0463,-0.0888,0.0085,0.0973,no trend,0.8894646599057274,0.0117,0.000699,SPEI Stable
3692,Khari,99,25.875,74.475,True,-0.0422,-0.0935,0.024,0.1175,no trend,0.5448050803429232,0.0495,0.002779,SPEI Stable
3693,Khari,99,25.825,74.425,True,-0.0534,-0.0869,-0.0103,0.0766,no trend,0.8659827352061573,0.0141,0.00056,SPEI Stable
3694,Khari,99,25.975,74.625,True,-0.0509,-0.1433,0.0683,0.2117,no trend,0.33061719220937347,0.0793,0.004609,SPEI Stable
3695,Mansi,99,25.775,74.675,True,-0.0758,-0.135,0.0007,0.1357,no trend,0.6550724087000999,0.0366,0.002059,SPEI Stable
3696,Khari,99,25.925,74.625,True,-0.0631,-0.1245,0.0161,0.1406,no trend,0.32084351186557547,0.0809,0.004536,SPEI Stable
3697,Khari,99,25.875,74.825,True,-0.0837,-0.1565,0.0102,0.1667,no trend,0.6337121751995711,0.039,0.002085,SPEI Stable
3698,Khari,99,25.675,75.025,True,-0.0183,-0.0375,0.0066,0.0441,no trend,0.873797961750338,0.0133,0.000871,SPEI Stable
3699,Sameliya,99,25.725,74.975,True,-0.0753,-0.1094,-0.0313,0.0781,no trend,0.6337121751995711,0.039,0.002193,SPEI Stable
3700,Khari,99,25.725,75.175,True,-0.0391,-0.0829,0.0175,0.1004,no trend,0.9445989408361049,-0.006,-0.00038,SPEI Stable
3701,Khari,99,25.775,75.075,True,-0.0755,-0.126,-0.0104,0.1155,no trend,0.8503922744984573,0.0157,0.000812,SPEI Stable
3702,Banas,99,25.625,75.225,True,-0.0272,-0.0227,-0.0331,-0.0104,no trend,0.8581805908972016,-0.0149,-0.000662,SPEI Stable
3703,Banas,99,25.425,75.025,True,0.0469,-0.0151,0.1268,0.1418,no trend,0.34058148871273164,0.0777,0.004545,SPEI Stable
3704,Banas,99,25.375,75.075,True,0.06,0.042,0.0832,0.0412,no trend,0.6694724367031308,0.035,0.002198,SPEI Stable
3705,Khari,99,25.825,75.225,True,-0.0896,-0.1552,-0.0049,0.1502,no trend,0.9920793227943283,0.0012,5.4e-05,SPEI Stable
3706,Khari,99,25.875,75.275,True,-0.045,-0.1018,0.0283,0.1301,no trend,0.8503922744984573,0.0157,0.000983,SPEI Stable
3707,Khari,99,25.825,75.325,True,-0.0695,-0.1165,-0.0089,0.1076,no trend,0.9130439733339297,0.0093,0.000531,SPEI Stable
3708,Gomti,99,25.125,73.875,True,0.057,0.0535,0.0615,0.008,no trend,0.9209218347701116,0.0085,0.000477,SPEI Stable
3709,Chandrabhaga,99,25.175,74.125,True,0.0432,0.0541,0.0291,-0.025,no trend,0.7208063353199297,0.0294,0.001607,SPEI Stable
3710,Banas,99,24.975,73.925,True,0.0169,0.0089,0.0273,0.0184,no trend,0.9367000897482891,-0.0068,-0.000247,SPEI Stable
3711,Banas,99,25.025,74.075,True,0.0305,0.035,0.0247,-0.0102,no trend,0.8193920555171392,0.0189,0.001189,SPEI Stable
3712,Banas,99,25.075,74.375,True,0.0868,0.1598,-0.0073,-0.1671,no trend,0.7507335153518226,-0.0262,-0.001307,SPEI Stable
3713,Banas,99,25.175,74.475,True,0.1054,0.1314,0.0718,-0.0596,no trend,0.773430533540979,0.0237,0.001164,SPEI Stable
3714,Banas,99,25.225,74.775,True,0.0601,0.0437,0.0812,0.0375,no trend,0.6196383329366708,0.0406,0.002081,SPEI Stable
3715,Berach,99,25.175,74.875,True,0.0212,-0.0119,0.064,0.076,no trend,0.6196383329366708,0.0406,0.002381,SPEI Stable
3716,Menali,99,25.175,75.025,True,0.0362,-0.0422,0.1373,0.1795,no trend,0.7208063353199297,0.0294,0.00115,SPEI Stable
3717,Berach,99,25.075,74.825,True,0.0201,0.0013,0.0444,0.0431,no trend,0.7963229756501722,0.0213,0.001472,SPEI Stable
3718,Kothari,99,25.375,74.725,True,0.0527,0.059,0.0447,-0.0143,no trend,0.8193920555171392,0.0189,0.001305,SPEI Stable
3719,Berach,99,25.025,74.725,True,0.0654,0.0731,0.0555,-0.0175,no trend,0.9130439733339297,0.0093,0.000543,SPEI Stable
3720,Berach,99,25.125,74.825,True,0.0162,0.0365,-0.0099,-0.0464,no trend,0.8581805908972016,0.0149,0.000724,SPEI Stable
3721,Berach,99,25.225,74.975,True,0.0431,-0.0021,0.1013,0.1034,no trend,0.3987716292538952,0.0688,0.00392,SPEI Stable
3722,Banas,99,25.225,75.025,True,0.0435,-0.0212,0.1269,0.1482,no trend,0.803993983918406,0.0205,0.000893,SPEI Stable
3723,Unli,99,25.275,75.075,True,0.0454,0.0167,0.0824,0.0658,no trend,0.6839950244742647,0.0334,0.001963,SPEI Stable
3724,Banas,99,25.275,75.075,True,0.0454,0.0167,0.0824,0.0658,no trend,0.6839950244742647,0.0334,0.001963,SPEI Stable
3725,Banas,99,25.325,75.075,True,0.0578,0.0397,0.0812,0.0416,no trend,0.6913008056206345,0.0326,0.001604,SPEI Stable
3726,Bahmnai,99,25.325,74.275,True,0.0473,0.0401,0.0567,0.0166,no trend,0.5987876258427536,0.0431,0.00212,SPEI Stable
3727,Mej,99,25.525,75.525,True,-0.0694,0.0068,-0.1678,-0.1746,no trend,0.29724374939128984,-0.0849,-0.004327,SPEI Stable
3728,Jashma,99,24.825,74.225,True,0.0132,0.0434,-0.0257,-0.0691,no trend,0.7582763349793675,-0.0254,-0.00172,SPEI Stable
3729,Berach,99,24.725,74.325,True,0.004,0.0347,-0.0355,-0.0702,no trend,0.9130439733339297,0.0093,0.000755,SPEI Stable
3730,Berach,99,24.675,74.475,True,0.0239,0.0606,-0.0234,-0.084,no trend,0.773430533540979,-0.0237,-0.001842,SPEI Stable
3731,Berach,99,24.775,74.175,True,0.0232,0.0868,-0.0588,-0.1456,no trend,0.7507335153518226,-0.0262,-0.001286,SPEI Stable
3732,Berach,99,24.825,74.375,True,0.0527,0.0747,0.0244,-0.0503,no trend,0.9288074636400747,-0.0076,-0.000344,SPEI Stable
3733,Berach,99,24.775,74.475,True,0.0312,0.0564,-0.0014,-0.0577,no trend,0.9209218347701116,-0.0085,-0.00042,SPEI Stable
3734,Berach,99,24.825,74.525,True,0.0551,0.1222,-0.0316,-0.1538,no trend,0.4099608311090899,-0.0672,-0.004261,SPEI Stable
3735,Berach,99,24.875,74.525,True,0.0706,0.0894,0.0463,-0.0431,no trend,0.5514186979590701,-0.0487,-0.003147,SPEI Stable
3736,Berach,99,24.875,74.575,True,0.081,0.0926,0.0661,-0.0266,no trend,0.7282502018687609,-0.0286,-0.001935,SPEI Stable
3737,Gambhiri,99,24.825,74.675,True,0.049,0.0896,-0.0034,-0.093,no trend,0.9367000897482891,-0.0068,-0.00024,SPEI Stable
3738,Gambhiri,99,24.675,74.775,True,0.0314,0.0582,-0.0032,-0.0614,no trend,0.6057025033624253,-0.0423,-0.002294,SPEI Stable
3739,Kadmali,99,24.625,74.725,True,0.0439,0.1121,-0.0442,-0.1562,no trend,0.45654714036538024,-0.0608,-0.003539,SPEI Stable
3740,Khan,99,24.975,73.825,True,0.0631,0.0515,0.0782,0.0267,no trend,0.842618527640413,0.0165,0.001062,SPEI Stable
3741,Banas,99,24.925,73.675,True,0.0991,0.0748,0.1304,0.0557,no trend,1.0,0.0004,5.2e-05,SPEI Stable
3742,Sukni,99,25.625,76.475,True,-0.0657,-0.0856,-0.0399,0.0457,no trend,0.873797961750338,0.0133,0.001015,SPEI Stable
3743,Khari,99,25.325,76.325,True,-0.0619,-0.1156,0.0074,0.123,no trend,0.48711284347936656,0.0567,0.002835,SPEI Stable
3744,Parbati,99,25.525,76.525,True,-0.042,-0.0166,-0.0749,-0.0583,no trend,0.9762410903191197,-0.0028,-0.000205,SPEI Stable
3745,Parbati,99,25.625,76.525,True,-0.0257,0.0132,-0.0759,-0.0891,no trend,0.5382311014255547,-0.0503,-0.002668,SPEI Stable
3746,Parbati,99,25.725,76.525,True,-0.029,-0.0269,-0.0318,-0.0049,no trend,0.8193920555171392,-0.0189,-0.000779,SPEI Stable
3747,Chambal,99,25.825,76.475,True,-0.0524,-0.1458,0.0681,0.2139,no trend,0.5987876258427536,0.0431,0.002702,SPEI Stable
3748,Aheli,99,25.525,76.575,True,-0.0316,0.0175,-0.095,-0.1125,no trend,0.6622568124268424,-0.0358,-0.00186,SPEI Stable
3749,Gadela,99,24.675,73.925,True,-0.0169,0.0113,-0.0534,-0.0647,no trend,0.9130439733339297,0.0093,0.000354,SPEI Stable
3750,Ahar,99,24.575,73.825,True,-0.0149,0.0373,-0.0821,-0.1194,no trend,0.9762410903191197,-0.0028,-0.000146,SPEI Stable
3751,Berach,99,24.675,74.025,True,-0.0163,0.0016,-0.0394,-0.0411,no trend,1.0,0.0004,5.2e-05,SPEI Stable
3752,Berach,99,24.775,74.025,True,0.0084,0.0756,-0.0783,-0.1539,no trend,0.7432144452145957,-0.027,-0.001679,SPEI Stable
3753,Andheri,99,24.575,76.775,True,-0.1432,-0.2345,-0.0255,0.209,no trend,0.17069881126634723,0.1115,0.005948,SPEI Stable
3754,Retili,99,24.675,76.825,True,-0.1341,-0.2082,-0.0386,0.1696,no trend,0.2454429340961497,0.0946,0.004498,SPEI Stable
3755,Andheri,99,24.725,76.725,True,-0.0963,-0.1433,-0.0356,0.1077,no trend,0.5850664269805577,0.0447,0.002591,SPEI Stable
3756,Upreni,99,24.775,76.925,True,-0.1249,-0.1677,-0.0696,0.0982,no trend,0.38776831898796127,0.0704,0.003449,SPEI Stable
3757,Garni,99,24.975,76.825,True,-0.1101,-0.1221,-0.0946,0.0275,no trend,0.5123395447588517,0.0535,0.00269,SPEI Stable
3758,Andheri,99,24.725,76.775,True,-0.136,-0.2133,-0.0362,0.1771,no trend,0.30654064337907405,0.0833,0.004652,SPEI Stable
3759,Andheri,99,24.875,76.725,True,-0.1334,-0.1935,-0.0557,0.1378,no trend,0.36108062910799354,0.0744,0.003618,SPEI Stable
3760,Parbati,99,24.725,76.925,True,-0.1478,-0.2006,-0.0798,0.1208,no trend,0.46257264572864454,0.06,0.003297,SPEI Stable
3761,Parbati,99,24.875,76.725,True,-0.1334,-0.1935,-0.0557,0.1378,no trend,0.36108062910799354,0.0744,0.003618,SPEI Stable
3762,Parbati,99,24.925,76.675,True,-0.1382,-0.1965,-0.063,0.1335,no trend,0.4686422537687691,0.0592,0.00312,SPEI Stable
3763,Bilas,99,25.025,76.725,True,-0.0929,-0.1297,-0.0455,0.0842,no trend,0.8659827352061573,-0.0141,-0.000939,SPEI Stable
3764,Parbati,99,25.025,76.625,True,-0.0963,-0.1338,-0.0479,0.0859,no trend,0.6839950244742647,-0.0334,-0.001845,SPEI Stable
3765,Parbati,99,25.225,76.575,True,-0.0623,-0.1103,-0.0004,0.1098,no trend,0.6986354428998491,-0.0318,-0.002196,SPEI Stable
3766,Khul,99,25.225,76.675,True,-0.0501,-0.0883,-0.0007,0.0876,no trend,0.7208063353199297,-0.0294,-0.001611,SPEI Stable
3767,Bamnidai,99,25.375,76.625,True,-0.0612,-0.0837,-0.032,0.0517,no trend,0.6986354428998491,-0.0318,-0.002104,SPEI Stable
3769,Banganga,99,25.325,76.525,True,-0.0483,-0.112,0.0338,0.1458,no trend,0.8193920555171392,0.0189,0.000941,SPEI Stable
3770,Khul,99,25.225,76.775,True,-0.0573,-0.0755,-0.0338,0.0417,no trend,0.6694724367031308,0.035,0.001805,SPEI Stable
3771,Khul,99,25.275,76.675,True,-0.0726,-0.1098,-0.0247,0.0852,no trend,0.7357197884219144,-0.0278,-0.001867,SPEI Stable
3772,Khul,99,25.325,76.625,True,-0.0576,-0.0815,-0.0268,0.0547,no trend,0.5448050803429232,-0.0495,-0.001807,SPEI Stable
3773,Khul,99,25.375,76.625,True,-0.0612,-0.0837,-0.032,0.0517,no trend,0.6986354428998491,-0.0318,-0.002104,SPEI Stable
3774,Parbati,99,25.425,76.575,True,-0.0441,-0.049,-0.0378,0.0112,no trend,0.5850664269805577,-0.0447,-0.002498,SPEI Stable
3775,Parbati,99,23.975,77.225,True,-0.1448,-0.2085,-0.0626,0.146,no trend,0.5782610692399586,0.0455,0.002414,SPEI Stable
3776,Parbati,99,24.175,77.175,True,-0.1261,-0.1862,-0.0486,0.1377,no trend,0.7059983246415333,0.031,0.001951,SPEI Stable
3777,Parbati,99,24.325,77.125,True,-0.0522,-0.0972,0.006,0.1032,no trend,0.9841594261303772,-0.002,-0.000179,SPEI Stable
3778,Parbati,99,24.425,77.075,True,-0.0799,-0.133,-0.0115,0.1215,no trend,0.9841594261303772,0.002,0.000101,SPEI Stable
3779,Chopani,99,24.525,77.125,True,-0.148,-0.1688,-0.1212,0.0476,no trend,0.9920793227943283,0.0012,8.8e-05,SPEI Stable
3780,Parbati,99,24.625,77.075,True,-0.1165,-0.1489,-0.0745,0.0744,no trend,0.7133888312424626,0.0302,0.001317,SPEI Stable
3781,Ghora Pachhar,99,25.375,75.725,True,-0.0367,-0.0443,-0.0269,0.0174,no trend,0.8894646599057274,-0.0117,-0.000443,SPEI Stable
3782,Manoli,99,25.375,75.575,True,-0.0114,-0.0015,-0.0241,-0.0226,no trend,0.8894646599057274,-0.0117,-0.00049,SPEI Stable
3783,Manoli,99,25.325,75.525,True,0.0193,0.0317,0.0034,-0.0283,no trend,0.8581805908972016,0.0149,0.00052,SPEI Stable
3784,Thalera,99,25.375,75.775,True,-0.0484,-0.0367,-0.0635,-0.0268,no trend,0.6266582636866325,-0.0398,-0.002355,SPEI Stable
3785,Manoli,99,25.375,75.675,True,-0.0263,-0.0302,-0.0213,0.009,no trend,0.9367000897482891,-0.0068,-0.000679,SPEI Stable
3786,Machhli,99,25.625,75.925,True,-0.0476,0.0404,-0.1612,-0.2016,no trend,0.2836553336618328,-0.0873,-0.005017,SPEI Stable
3787,Chambal,99,25.725,76.325,True,-0.0746,-0.0835,-0.0633,0.0202,no trend,0.842618527640413,-0.0165,-0.001157,SPEI Stable
3788,Papras,99,23.025,76.725,True,-0.0721,-0.0166,-0.1436,-0.127,no trend,0.46257264572864454,-0.06,-0.003369,SPEI Stable
3789,Parbati,99,22.975,76.675,True,-0.0117,0.0413,-0.08,-0.1213,no trend,0.33557552767093113,-0.0785,-0.004555,SPEI Stable
3790,Ajnal,99,23.175,76.925,True,-0.0325,0.0438,-0.131,-0.1748,no trend,0.37161442772025643,-0.0728,-0.004384,SPEI Stable
3791,Mej,99,25.575,75.825,True,-0.0593,0.0171,-0.1579,-0.175,no trend,0.22584723604104706,-0.0986,-0.0056,SPEI Stable
3792,Garra,99,27.525,79.975,True,-0.0682,0.2412,-0.4675,-0.7088,decreasing,0.0007112755494909084,-0.2748,-0.018621,SPEI Drying
3793,Khaimua,99,27.925,79.975,True,-0.0909,0.1544,-0.4074,-0.5617,decreasing,0.003746417200928498,-0.2354,-0.013815,SPEI Drying
3794,Deoha,99,27.775,79.925,True,0.0258,-0.0277,0.0949,0.1226,no trend,0.9525032428084219,-0.0052,-0.000486,SPEI Stable
3795,Garra,2,27.525,79.875,True,-0.0559,0.2334,-0.4292,-0.6626,decreasing,0.0007374375290918334,-0.274,-0.016437,SPEI Drying
3796,Garra,99,27.225,79.875,True,-0.0679,0.2422,-0.4682,-0.7104,decreasing,0.00023963867870691047,-0.2982,-0.017632,SPEI Drying
3797,Garra,2,27.275,79.925,True,-0.0442,0.294,-0.4807,-0.7747,decreasing,0.0001081093910157982,-0.3143,-0.017946,SPEI Drying
3798,Ganga,1,27.175,79.925,True,-0.0348,0.2962,-0.462,-0.7582,decreasing,0.00029069962558136986,-0.2942,-0.01764,SPEI Drying
3799,Ramganga,99,27.425,79.725,True,-0.0201,0.2692,-0.3934,-0.6626,decreasing,0.00015539468876224483,-0.307,-0.01747,SPEI Drying
3800,Ganga,1,27.225,79.775,True,-0.065,0.2307,-0.4466,-0.6773,decreasing,0.00015539468876224483,-0.307,-0.0178,SPEI Drying
3801,Ganga,1,27.175,79.875,True,-0.0449,0.315,-0.5094,-0.8244,decreasing,9.178531977305227e-05,-0.3175,-0.01905,SPEI Drying
3802,Ganga,1,26.875,80.175,True,-0.0293,0.2488,-0.3883,-0.6371,decreasing,0.005118383692698902,-0.2274,-0.014297,SPEI Drying
3803,Ganga,1,26.975,80.025,True,-0.0406,0.2698,-0.4411,-0.7109,decreasing,0.0027172873786209806,-0.2435,-0.015519,SPEI Drying
3804,Ganga,1,26.725,80.175,True,-0.0711,0.2152,-0.4405,-0.6558,decreasing,0.0028996759646631176,-0.2419,-0.013425,SPEI Drying
3805,Kali,99,27.225,79.575,True,-0.0456,0.31,-0.5044,-0.8144,decreasing,6.275057414573126e-06,-0.3666,-0.02176,SPEI Drying
3806,Ganga,1,27.375,79.475,True,-0.0196,0.3356,-0.4778,-0.8134,decreasing,5.198526660699088e-06,-0.3698,-0.020392,SPEI Drying
3807,Pandu,99,26.525,80.175,True,-0.1059,0.2825,-0.6072,-0.8897,decreasing,3.7260995315868684e-06,-0.3755,-0.020269,SPEI Drying
3808,Kali,99,27.475,79.025,True,-0.0613,0.1504,-0.3344,-0.4848,decreasing,0.00016826943532244343,-0.3054,-0.016139,SPEI Drying
3809,Kali,99,27.175,79.625,True,-0.0674,0.3079,-0.5516,-0.8596,decreasing,6.918773376440868e-07,-0.4028,-0.022345,SPEI Drying
3810,Ganga,1,27.425,79.625,True,0.0067,0.3248,-0.4037,-0.7285,decreasing,0.00018947603743946217,-0.303,-0.01897,SPEI Drying
3811,Ganga,1,27.275,79.675,True,-0.009,0.3531,-0.4761,-0.8292,decreasing,8.80843723347624e-05,-0.3183,-0.021087,SPEI Drying
3812,Ganga,1,26.675,80.275,True,-0.0853,0.2141,-0.4715,-0.6856,decreasing,0.0012979521359628432,-0.2612,-0.014948,SPEI Drying
3813,Sai,99,27.025,80.425,True,-0.0515,0.1501,-0.3116,-0.4617,decreasing,0.028240844233809348,-0.1783,-0.010417,SPEI Drying
3814,Ganga,1,26.625,80.275,True,-0.0902,0.2275,-0.5001,-0.7276,decreasing,0.0007112755494909084,-0.2748,-0.015802,SPEI Drying
3815,Ganga,1,26.675,80.375,True,-0.0781,0.2085,-0.4479,-0.6563,decreasing,0.0031942743973956134,-0.2394,-0.013552,SPEI Drying
3816,Ganga,1,26.625,80.275,True,-0.0902,0.2275,-0.5001,-0.7276,decreasing,0.0007112755494909084,-0.2748,-0.015802,SPEI Drying
3817,Ganga,1,26.575,80.275,True,-0.1079,0.2323,-0.5468,-0.7791,decreasing,0.0004751366833488646,-0.2837,-0.016932,SPEI Drying
3818,Ganga,1,26.575,80.275,True,-0.1079,0.2323,-0.5468,-0.7791,decreasing,0.0004751366833488646,-0.2837,-0.016932,SPEI Drying
3819,Ganga,1,26.425,80.425,True,-0.1272,0.2285,-0.5862,-0.8148,decreasing,0.0026300800297316407,-0.2443,-0.016307,SPEI Drying
3820,Rihand,99,26.325,80.125,True,-0.1517,0.3706,-0.8257,-1.1963,decreasing,5.633079336320179e-09,-0.4728,-0.028215,SPEI Drying
3821,Sengur,99,26.175,79.925,True,-0.0903,0.3654,-0.6784,-1.0438,decreasing,2.2831882606766385e-08,-0.4535,-0.025539,SPEI Drying
3822,Rihand,99,26.725,79.525,True,-0.1456,0.3341,-0.7647,-1.0988,decreasing,3.0931988082016915e-09,-0.4809,-0.026012,SPEI Drying
3823,Non,99,26.075,79.575,True,-0.0325,0.3283,-0.4981,-0.8264,decreasing,1.9659636597779695e-05,-0.3465,-0.020506,SPEI Drying
3824,Yamuna,99,26.075,80.225,True,-0.1267,0.3497,-0.7414,-1.0912,decreasing,7.42483809990091e-08,-0.4366,-0.026357,SPEI Drying
3825,Non,99,26.175,79.675,True,-0.0297,0.3664,-0.5408,-0.9072,decreasing,1.3343005125232565e-06,-0.3924,-0.023416,SPEI Drying
3826,Sengur,99,26.175,79.925,True,-0.0903,0.3654,-0.6784,-1.0438,decreasing,2.2831882606766385e-08,-0.4535,-0.025539,SPEI Drying
3827,Ganga,1,26.075,80.775,True,-inf,0.776,,,decreasing,3.9087587975217275e-06,-0.3746,-0.025315,SPEI Drying
3828,Yamuna,99,26.125,79.825,True,-0.0699,0.3305,-0.5865,-0.917,decreasing,8.062514849083158e-07,-0.4004,-0.022504,SPEI Drying
3829,Yamuna,99,26.025,80.075,True,-0.1181,0.3069,-0.6665,-0.9735,decreasing,1.8877434244668478e-06,-0.3867,-0.021962,SPEI Drying
3830,East Bahgul,99,28.325,79.575,True,-0.1871,0.0166,-0.45,-0.4667,decreasing,0.016288026803525035,-0.1952,-0.010286,SPEI Drying
3831,Afsarha,99,28.325,79.625,True,-0.1812,0.002,-0.4177,-0.4197,decreasing,0.020180292056269256,-0.1887,-0.010504,SPEI Drying
3832,East Bahgul,99,27.925,79.575,True,-0.1032,0.2588,-0.5703,-0.8291,decreasing,4.728948174825831e-06,-0.3714,-0.020354,SPEI Drying
3833,Deoha,99,28.375,79.775,True,-0.2403,0.1186,-0.7034,-0.822,decreasing,2.6583324994611246e-06,-0.3811,-0.020967,SPEI Drying
3834,Ramganga,99,28.175,79.425,True,-0.2024,0.0686,-0.5519,-0.6205,decreasing,0.00019708616352720476,-0.3022,-0.015463,SPEI Drying
3835,Ramganga,99,27.825,79.525,True,-0.0876,0.2296,-0.4968,-0.7264,decreasing,0.0001378090873462856,-0.3095,-0.017967,SPEI Drying
3836,Garra,2,27.725,79.875,True,-0.0507,0.2659,-0.4592,-0.7251,decreasing,0.0001493106215397777,-0.3078,-0.018901,SPEI Drying
