seg_id,river_name,tier,intervention_year,n_upstream_dams,total_upstream_capacity_mcm,pre_years,post_years,pre_mean_m3s,post_mean_m3s,pre_cv,post_cv,pct_change_post_vs_pre,mann_whitney_U,p_value,dam_effect,a6_category,a6_severity
3476,Non,99,1976,1,4.31,25,47,4.1743,2.6261,0.4626,0.4767,-37.09,856.0,0.0015249335497918945,Significant Reduction,Drying,Moderate Drying
3477,Non,99,1976,1,4.31,25,47,7.3376,4.7754,0.4644,0.4732,-34.92,844.0,0.002462101565402471,Significant Reduction,Drying,Moderate Drying
3491,Banganga,99,1992,6,130.75,41,31,18.9997,17.0492,0.6426,0.7268,-10.27,686.0,0.5696102355694258,No Significant Change,Stable,Stable
3510,Banganga,99,1992,1,5.29,41,31,1.6321,1.289,0.624,0.8173,-21.02,770.0,0.12752953194693445,No Significant Change,Drying,Moderate Drying
3560,Amjar,99,2001,2,63.56,50,22,8.3615,8.9142,0.594,0.7385,6.61,557.0,0.9366670888667148,No Significant Change,Stable,Stable
3561,Ahu,99,2011,7,85.31,60,12,31.1195,44.6374,0.626,0.652,43.44,249.0,0.09498879838186677,No Significant Change,Stable,Stable
3562,Ahu,99,2001,9,148.87,50,22,41.5888,44.905,0.587,0.745,7.97,548.0,0.9853701513356573,No Significant Change,Stable,Stable
3563,Kali Sindh,99,1983,28,5676.14,32,40,88.2234,92.6379,0.5792,0.5919,5.0,630.0,0.9142666908186152,No Significant Change,Stable,Stable
3564,Kali Sindh,99,2001,37,5825.02,50,22,136.1078,142.8438,0.5224,0.7023,4.95,582.0,0.7001831108220863,No Significant Change,Stable,Stable
3566,Ujar,99,1997,1,76.55,46,26,13.551,14.0193,0.5348,0.72,3.46,624.0,0.7649754512867194,No Significant Change,Stable,Stable
3568,Kali Sindh,99,2001,37,5825.02,50,22,141.5426,148.2696,0.5202,0.7004,4.75,581.0,0.7092610185564028,No Significant Change,Stable,Stable
3569,Kali Sindh,99,2001,38,5901.57,50,22,155.852,163.3827,0.5132,0.6971,4.83,579.0,0.7275400651307906,No Significant Change,Stable,Stable
3570,Chauli,99,1989,2,55.4,38,34,3.5918,4.0422,0.6309,0.7122,12.54,602.0,0.6236617163417643,No Significant Change,Stable,Stable
3571,Ghar Ganga,99,1978,2,5.93,27,45,9.6795,9.2667,0.5441,0.6505,-4.26,648.0,0.6417411881446631,No Significant Change,Stable,Stable
3572,Chhapi,99,1975,5,101.04,24,48,5.3605,5.3813,0.8099,0.8907,0.39,579.0,0.9761757918928984,No Significant Change,Stable,Stable
3573,Chhapi,99,2005,7,106.97,54,18,16.346,20.6686,0.5879,0.7805,26.44,433.0,0.4947711332008319,No Significant Change,Stable,Stable
3574,Kali Sindh,99,2003,23,173.09,52,20,77.1043,85.9775,0.5439,0.6892,11.51,511.0,0.9148968689647261,No Significant Change,Stable,Stable
3575,Kali Sindh,99,2001,59,6075.81,50,22,275.64,282.6878,0.4797,0.6842,2.56,595.0,0.5864466776936931,No Significant Change,Stable,Stable
3577,Newaj,99,2002,1,1.04,51,21,8.7152,8.0663,0.4952,0.6453,-7.44,611.0,0.3528003916334058,No Significant Change,Stable,Stable
3579,Parbati,99,1980,2,5.52,29,43,16.2769,13.7138,0.4843,0.5316,-15.75,760.0,0.11841185428205789,No Significant Change,Stable,Stable
3580,Newaj,99,2002,1,1.04,51,21,16.5484,15.1585,0.4923,0.6532,-8.4,614.0,0.33387507459325927,No Significant Change,Stable,Stable
3582,Newaj,99,2002,5,13.27,51,21,40.3635,38.0787,0.4703,0.6505,-5.66,611.0,0.3528003916334058,No Significant Change,Stable,Stable
3583,Dudhi,99,1982,3,34.15,31,41,12.2466,12.2332,0.5113,0.5014,-0.11,643.0,0.9365493611731861,No Significant Change,Stable,Stable
3584,Newaj,99,2002,8,47.42,51,21,62.1246,60.2823,0.4562,0.6424,-2.97,608.0,0.37239062095966047,No Significant Change,Stable,Stable
3586,Parbati,99,2000,8,17.4,49,23,36.5377,30.8334,0.4522,0.6128,-15.61,703.0,0.09320378438522854,No Significant Change,Stable,Stable
3587,Parbati,99,1961,24,83.1,10,62,67.2646,65.3975,0.4248,0.4859,-2.78,343.0,0.5966693590725624,No Significant Change,Stable,Stable
3588,Ghora Pachhar,99,2002,2,3.56,51,21,7.6041,8.243,0.4772,0.6756,8.4,554.0,0.8235346674293567,No Significant Change,Stable,Stable
3595,Lakundar,99,1974,16,155.92,23,49,26.0339,24.3774,0.6528,0.6272,-6.36,600.0,0.6637219943667773,No Significant Change,Stable,Stable
3596,Kali Sindh,99,2003,23,173.09,52,20,69.6348,76.7178,0.5495,0.6864,10.17,511.0,0.9148968689647261,No Significant Change,Stable,Stable
3597,Tila,99,1987,2,53.67,36,36,3.7224,3.5679,0.6328,0.6697,-4.15,702.0,0.5468197391672234,No Significant Change,Stable,Stable
3602,Ahu,99,2011,7,85.31,60,12,22.8388,34.0082,0.6419,0.6488,48.91,233.0,0.05595212936167135,No Significant Change,Stable,Stable
3605,Chhoti Kali Sindh,99,1979,2,10.23,28,44,26.0039,23.1135,0.6193,0.6236,-11.12,683.0,0.4423986530891669,No Significant Change,Stable,Stable
3607,Chambal,99,1988,29,317.82,37,35,229.9676,232.9149,0.6009,0.5988,1.28,636.0,0.9013683170693009,No Significant Change,Stable,Stable
3608,Chambal,99,1988,29,317.82,37,35,239.6279,242.6868,0.5949,0.6004,1.28,640.0,0.9371388409791629,No Significant Change,Stable,Stable
3609,Khoki,99,2002,1,2.03,51,21,2.7688,3.3163,0.5677,0.7307,19.78,490.0,0.5771840181060728,No Significant Change,Stable,Stable
3612,Gunjali,99,2002,1,2.03,51,21,8.7384,10.7811,0.5701,0.7056,23.38,469.0,0.4135452911558537,No Significant Change,Stable,Stable
3613,Gunjali,99,2002,1,2.03,51,21,13.4562,15.8978,0.5636,0.7085,18.14,492.0,0.5942240977981931,No Significant Change,Stable,Stable
3614,Chambal,99,1990,2,18.55,39,33,11.0848,13.0941,0.6239,0.6269,18.13,546.0,0.2729671228753344,No Significant Change,Stable,Stable
3615,Chambal,99,1970,31,3218.54,19,53,252.1565,264.8257,0.5629,0.5976,5.02,490.0,0.8680818124064414,No Significant Change,Stable,Stable
3616,Chambal,99,1970,33,3237.09,19,53,265.9442,278.2776,0.5566,0.5933,4.64,489.0,0.8580381667636532,No Significant Change,Stable,Stable
3618,Chambal,99,1972,35,3416.22,21,51,276.0454,282.9044,0.5325,0.6005,2.48,544.0,0.921049669698394,No Significant Change,Stable,Stable
3621,Alnia,99,1960,1,43.72,9,63,3.2483,2.9573,0.558,0.6841,-8.96,319.0,0.5512124029769667,No Significant Change,Stable,Stable
3622,Chandloi,99,1960,1,43.72,9,63,6.636,5.9184,0.568,0.6873,-10.81,320.0,0.5398952948884193,No Significant Change,Stable,Stable
3624,Kural,99,2010,3,63.51,59,13,13.7078,18.2176,0.6373,0.6269,32.9,281.0,0.13537251471304956,No Significant Change,Stable,Stable
3625,Mej,99,1957,9,154.79,6,66,20.9724,17.0343,0.7425,0.639,-18.78,220.0,0.6689877274359854,No Significant Change,Stable,Stable
3626,Mej,99,1957,12,218.3,6,66,41.9713,34.9455,0.758,0.6204,-16.74,216.0,0.7279703081386105,No Significant Change,Stable,Stable
3627,Kali Sindh,99,2001,59,6075.81,50,22,281.7529,289.4205,0.4766,0.6819,2.72,594.0,0.5948867665946145,No Significant Change,Stable,Stable
3630,Chhoti Kali Sindh,99,1980,2,10.23,29,43,37.5638,34.6525,0.632,0.6375,-7.75,678.0,0.5352596323591312,No Significant Change,Stable,Stable
3631,Shipra,99,1978,13,137.89,27,45,66.245,54.3258,0.6258,0.5622,-17.99,706.0,0.2543275538228439,No Significant Change,Stable,Stable
3632,Shipra,99,1983,13,137.89,32,40,65.2072,59.9333,0.6465,0.5579,-8.09,671.0,0.7296132504532233,No Significant Change,Stable,Stable
3633,Chambal,99,1988,20,212.84,37,35,135.9066,135.4108,0.6332,0.5723,-0.36,636.0,0.9013683170693009,No Significant Change,Stable,Stable
3634,Chambal,99,1960,24,297.33,9,63,180.5456,177.7006,0.5161,0.613,-1.58,303.0,0.7463070303688362,No Significant Change,Stable,Stable
3635,Sau,99,2000,3,9.76,49,23,22.7038,25.833,0.5897,0.8849,13.78,570.0,0.9422331609212151,No Significant Change,Stable,Stable
3636,Chambal,99,1988,27,307.09,37,35,202.1436,203.3164,0.6147,0.5947,0.58,636.0,0.9013683170693009,No Significant Change,Stable,Stable
3638,Sau,99,2006,2,6.21,55,17,11.4499,16.8947,0.6219,0.7539,47.55,335.0,0.08007710829150852,No Significant Change,Stable,Stable
3639,Retam,99,1980,2,10.73,29,43,17.7439,17.764,0.6072,0.7189,0.11,645.0,0.8094698461930347,No Significant Change,Stable,Stable
3640,Idar,99,1980,2,10.73,29,43,22.3624,22.3768,0.5985,0.7115,0.06,646.0,0.800583937251995,No Significant Change,Stable,Stable
3642,Retam,99,1964,1,5.07,13,59,9.5622,7.998,0.4902,0.7441,-16.36,482.0,0.1513759114103702,No Significant Change,Stable,Stable
3645,Retam,99,1980,2,10.73,29,43,14.4697,14.481,0.6081,0.7142,0.08,642.0,0.8362709212531012,No Significant Change,Stable,Stable
3649,Pingla,99,1997,1,13.57,46,26,3.6471,3.6647,0.639,0.8374,0.48,640.0,0.6265897924692578,No Significant Change,Stable,Stable
3650,Chambal,99,2001,3,51.57,50,22,45.879,47.4245,0.5991,0.6138,3.37,542.0,0.9269490158453517,No Significant Change,Stable,Stable
3651,Chambal,99,1997,2,19.4,46,26,19.9197,20.3453,0.6206,0.7459,2.14,622.0,0.7829273199118789,No Significant Change,Stable,Stable
3652,Chambal,99,1980,7,74.95,29,43,76.0689,69.3085,0.6384,0.5864,-8.89,659.0,0.6877943962569335,No Significant Change,Stable,Stable
3654,Ashamati,99,1964,2,4.14,13,59,16.1883,12.6881,0.5916,0.5985,-21.62,463.0,0.2474625857447026,No Significant Change,Stable,Stable
3656,Shipra,99,1981,4,17.45,30,42,34.8397,29.2794,0.621,0.5787,-15.96,728.0,0.2654295712004504,No Significant Change,Stable,Stable
3666,Chambal,99,2001,3,51.57,50,22,36.6291,37.7812,0.5996,0.6042,3.15,553.0,0.9756193477646926,No Significant Change,Stable,Stable
3690,Kothari,99,1966,1,3.79,15,57,1.9951,2.2392,0.7865,0.8609,12.23,389.0,0.5982617416832618,No Significant Change,Stable,Stable
3691,Khari,99,1957,2,43.21,6,66,2.2593,1.6757,0.6999,0.7871,-25.83,234.0,0.4790851072768635,No Significant Change,Stable,Stable
3693,Khari,99,1984,4,51.42,33,39,2.7812,2.7922,0.8488,0.7063,0.39,620.0,0.7949125302119793,No Significant Change,Stable,Stable
3695,Mansi,99,1957,3,104.84,6,66,5.7858,4.0795,0.639,0.8326,-29.49,260.0,0.21611406807835593,No Significant Change,Stable,Stable
3696,Khari,99,1984,4,51.42,33,39,3.6662,3.7823,0.8201,0.7216,3.17,619.0,0.7862076867044195,No Significant Change,Stable,Stable
3697,Khari,99,1984,4,51.42,33,39,5.4554,6.0002,0.755,0.7508,9.99,605.0,0.6675879244889215,No Significant Change,Stable,Stable
3698,Khari,99,1981,1,7.78,30,42,2.8003,3.0091,0.6972,0.8219,7.46,637.0,0.9408167911634012,No Significant Change,Stable,Stable
3700,Khari,99,1981,2,32.41,30,42,5.4712,6.0014,0.7078,0.8485,9.69,633.0,0.9772194096983509,No Significant Change,Stable,Stable
3701,Khari,99,1957,7,156.26,6,66,12.9155,10.0414,0.5679,0.7802,-22.25,251.0,0.2927516236864635,No Significant Change,Stable,Stable
3702,Banas,99,1959,47,990.29,8,64,109.2909,96.021,0.6486,0.6718,-12.14,283.0,0.6409609418910022,No Significant Change,Stable,Stable
3703,Banas,99,1980,1,10.34,29,43,2.2001,2.3761,0.648,0.7663,8.0,625.0,0.9908393458721586,No Significant Change,Stable,Stable
3705,Khari,99,1981,9,188.67,30,42,15.679,16.9494,0.7128,0.7716,8.1,601.0,0.7447812505040297,No Significant Change,Stable,Stable
3707,Khari,99,1981,9,188.67,30,42,17.3294,18.5174,0.7009,0.7658,6.86,612.0,0.8415698867889978,No Significant Change,Stable,Stable
3709,Chandrabhaga,99,1982,2,12.34,31,41,2.3783,2.3613,0.9977,0.7562,-0.71,579.0,0.5242155885443416,No Significant Change,Stable,Stable
3710,Banas,99,1958,1,21.22,7,65,4.7743,5.4947,0.5858,0.94,15.09,228.0,1.0,No Significant Change,Stable,Stable
3711,Banas,99,1964,3,130.41,13,59,9.1383,9.1328,0.4826,0.9352,-0.06,450.0,0.3339347485443007,No Significant Change,Stable,Stable
3712,Banas,99,1991,6,193.42,40,32,12.7503,15.1807,0.9208,0.7378,19.06,549.0,0.30508598580329016,No Significant Change,Stable,Stable
3714,Banas,99,1987,8,204.55,36,36,18.7062,20.9182,0.832,0.7254,11.82,589.0,0.5099959853626868,No Significant Change,Stable,Stable
3715,Berach,99,2004,1,9.71,53,19,1.7231,2.4559,0.7443,0.778,42.53,378.0,0.11024967922907951,No Significant Change,Stable,Stable
3717,Berach,99,1973,2,58.48,22,50,3.5032,3.7042,0.6023,0.7528,5.74,567.0,0.8401473060632098,No Significant Change,Stable,Stable
3718,Kothari,99,1973,7,141.46,22,50,7.8925,9.5318,0.8305,0.7678,20.77,465.0,0.3016158782347763,No Significant Change,Stable,Stable
3719,Berach,99,1979,21,520.44,28,44,48.3742,44.1735,0.6943,0.6581,-8.68,656.0,0.6481965742789084,No Significant Change,Stable,Stable
3720,Berach,99,1973,23,578.92,22,50,50.5508,52.5901,0.594,0.699,4.03,545.0,0.9561301216974759,No Significant Change,Stable,Stable
3721,Berach,99,2004,24,588.63,53,19,49.7186,69.5759,0.6649,0.6113,39.94,343.0,0.04092865429632711,Significant Increase,Stable,Stable
3722,Banas,99,2004,32,793.18,53,19,67.319,95.568,0.6868,0.6227,41.96,336.0,0.03286832333542793,Significant Increase,Stable,Stable
3723,Unli,99,1978,3,23.07,27,45,1.8774,2.0166,0.5878,0.6449,7.42,585.0,0.7980310353025457,No Significant Change,Stable,Stable
3724,Banas,99,1997,35,810.28,46,26,76.3374,81.0415,0.63,0.7566,6.16,614.0,0.8558049084343247,No Significant Change,Stable,Stable
3725,Banas,99,1981,38,833.35,30,42,79.3119,81.1168,0.7062,0.6565,2.28,611.0,0.8326470511291815,No Significant Change,Stable,Stable
3726,Bahmnai,99,1961,1,5.24,10,62,1.7825,1.6191,0.801,0.897,-9.17,331.0,0.7385299747838949,No Significant Change,Stable,Stable
3727,Mej,99,1957,7,113.43,6,66,10.3641,8.2028,0.7499,0.6117,-20.85,224.0,0.6118862018672071,No Significant Change,Stable,Stable
3729,Berach,99,1984,1,2.92,33,39,4.2214,3.8159,0.7919,0.6937,-9.6,667.0,0.7949125302119793,No Significant Change,Stable,Stable
3730,Berach,99,1984,2,45.83,33,39,9.4786,8.7234,0.7025,0.637,-7.97,671.0,0.7602570970814251,No Significant Change,Stable,Stable
3731,Berach,99,1973,6,261.43,22,50,8.5193,9.7197,0.5712,0.8921,14.09,560.0,0.9075469637462513,No Significant Change,Stable,Stable
3733,Berach,99,1984,8,282.89,33,39,17.847,17.4665,0.8319,0.7309,-2.13,639.0,0.9639427940540467,No Significant Change,Stable,Stable
3735,Berach,99,1962,1,9.43,11,61,3.3604,2.3924,0.6179,0.7554,-28.81,436.0,0.11753763199806655,No Significant Change,Stable,Stable
3736,Berach,99,1979,13,418.66,28,44,33.4559,29.2602,0.7503,0.6844,-12.54,672.0,0.5214663019994337,No Significant Change,Stable,Stable
3737,Gambhiri,99,1968,8,101.78,17,55,11.538,11.5909,0.5836,0.6243,0.46,482.0,0.8527338335310883,No Significant Change,Stable,Stable
3738,Gambhiri,99,1958,2,71.44,7,65,4.338,4.1512,0.6419,0.6382,-4.31,236.0,0.8817487472066781,No Significant Change,Stable,Stable
3739,Kadmali,99,1984,2,12.09,33,39,4.3996,4.5173,0.6212,0.6071,2.68,620.0,0.7949125302119793,No Significant Change,Stable,Stable
3741,Banas,99,1958,1,21.22,7,65,3.2254,3.7753,0.5348,0.982,17.05,239.0,0.8379124070993156,No Significant Change,Stable,Stable
3747,Chambal,99,1957,110,9792.62,6,66,627.8912,622.6063,0.4593,0.547,-0.84,215.0,0.7429741636443082,No Significant Change,Stable,Stable
3751,Berach,99,1972,4,210.49,21,51,5.413,6.1187,0.5165,0.9158,13.04,563.0,0.73800107080259,No Significant Change,Stable,Stable
3760,Parbati,99,1965,38,292.25,14,58,125.0975,112.1002,0.3971,0.4648,-10.39,486.0,0.25799403721541037,No Significant Change,Stable,Stable
3761,Parbati,99,1965,38,292.25,14,58,135.6534,122.1713,0.399,0.4648,-9.94,478.0,0.3090016290700639,No Significant Change,Stable,Stable
3762,Parbati,99,1965,38,292.25,14,58,141.7746,128.1894,0.401,0.4656,-9.58,476.0,0.32273033633604875,No Significant Change,Stable,Stable
3763,Bilas,99,1996,1,28.9,45,27,3.9258,3.8606,0.5455,0.7803,-1.66,689.0,0.34610916282781956,No Significant Change,Stable,Stable
3765,Parbati,99,1996,40,351.95,45,27,162.1919,153.7445,0.4063,0.551,-5.21,695.0,0.3115605659605224,No Significant Change,Stable,Stable
3766,Khul,99,1980,1,32.65,29,43,2.899,2.8879,0.6275,0.6841,-0.38,644.0,0.8183803876954127,No Significant Change,Stable,Stable
3777,Parbati,99,1985,2,39.03,34,38,3.4778,3.427,0.4889,0.5647,-1.46,685.0,0.6640932307299134,No Significant Change,Stable,Stable
3778,Parbati,99,1985,30,161.05,34,38,98.5002,92.1281,0.4401,0.4745,-6.47,723.0,0.3881936499467874,No Significant Change,Stable,Stable
3780,Parbati,99,1965,32,198.33,14,58,114.6267,102.7664,0.4009,0.4657,-10.35,483.0,0.27639193124695915,No Significant Change,Stable,Stable
3783,Manoli,99,1958,3,63.51,7,65,3.2124,2.7148,0.7439,0.5998,-15.49,241.0,0.8089449514616734,No Significant Change,Stable,Stable
3785,Manoli,99,2010,3,63.51,59,13,6.1213,7.7131,0.6185,0.6521,26.0,315.0,0.3194940810254201,No Significant Change,Stable,Stable
3786,Machhli,99,1957,1,12.96,6,66,3.0143,2.7586,0.8188,0.7478,-8.48,204.0,0.9130229840060071,No Significant Change,Stable,Stable
3787,Chambal,99,1957,107,9754.05,6,66,619.6764,613.6112,0.4576,0.5508,-0.98,217.0,0.7130640339600941,No Significant Change,Stable,Stable
3788,Papras,99,1980,1,3.79,29,43,3.6014,3.152,0.5026,0.5619,-12.48,749.0,0.15123618257941762,No Significant Change,Stable,Stable
3789,Parbati,99,1997,1,1.73,46,26,6.2301,5.5965,0.491,0.5815,-10.17,690.0,0.2833986271132335,No Significant Change,Stable,Stable
3794,Deoha,99,1962,1,209.0,11,61,100.9823,73.6439,0.4056,0.4038,-27.07,464.0,0.045129308915650874,Significant Reduction,Drying,Moderate Drying
3795,Garra,2,1962,1,209.0,11,61,114.6395,80.4962,0.4136,0.4034,-29.78,478.0,0.02624452256476861,Significant Reduction,Drying,Moderate Drying
3797,Garra,2,1962,1,209.0,11,61,126.9704,87.0344,0.4172,0.4023,-31.45,492.0,0.014618236775776533,Significant Reduction,Drying,Moderate Drying
3798,Ganga,1,1962,1,209.0,11,61,134.0941,90.2235,0.4191,0.4017,-32.72,499.0,0.010733274170189403,Significant Reduction,Drying,Moderate Drying
3799,Ramganga,99,1968,10,926.78,17,55,494.9287,316.0791,0.3009,0.397,-36.14,769.0,6.577448915470385e-05,Significant Reduction,Drying,Moderate Drying
3800,Ganga,1,2014,9,4072.31,63,9,635.3683,588.549,0.3053,0.239,-7.37,318.0,0.5626449290735304,No Significant Change,Stable,Stable
3801,Ganga,1,1968,19,4999.1,17,55,1243.2612,909.0485,0.2368,0.3213,-26.88,744.0,0.00025261879890695705,Significant Reduction,Drying,Moderate Drying
3803,Ganga,1,1968,20,5208.1,17,55,1368.2907,1002.955,0.2451,0.3195,-26.7,733.0,0.00044184992315504353,Significant Reduction,Drying,Moderate Drying
3804,Ganga,1,1968,20,5208.1,17,55,1388.644,1015.9456,0.2465,0.3194,-26.84,733.0,0.00044184992315504353,Significant Reduction,Drying,Moderate Drying
3810,Ganga,1,2014,9,4072.31,63,9,550.9904,549.3495,0.3,0.247,-0.3,273.0,0.8647979489415829,No Significant Change,Stable,Stable
3811,Ganga,1,2014,9,4072.31,63,9,556.354,551.1351,0.2994,0.2463,-0.94,276.0,0.9051257239896171,No Significant Change,Stable,Stable
3812,Ganga,1,1968,20,5208.1,17,55,1398.1145,1021.6091,0.2472,0.3191,-26.93,732.0,0.00046442510632449085,Significant Reduction,Drying,Moderate Drying
3816,Ganga,1,1968,20,5208.1,17,55,1401.1621,1023.8894,0.2474,0.3191,-26.93,732.0,0.00046442510632449085,Significant Reduction,Drying,Moderate Drying
3818,Ganga,1,1968,20,5208.1,17,55,1405.7792,1027.4297,0.2477,0.319,-26.91,733.0,0.00044184992315504353,Significant Reduction,Drying,Moderate Drying
3819,Ganga,1,1968,20,5208.1,17,55,1415.8949,1034.926,0.2478,0.3187,-26.91,732.0,0.00046442510632449085,Significant Reduction,Drying,Moderate Drying
3827,Ganga,1,1962,20,5208.1,11,61,1473.5157,1087.5109,0.269,0.3165,-26.2,513.0,0.005598889213453581,Significant Reduction,Drying,Moderate Drying
3828,Yamuna,99,1988,285,14758.45,37,35,2047.2005,1759.7363,0.3329,0.3994,-14.04,818.0,0.055450646156981864,No Significant Change,Drying,Moderate Drying
3829,Yamuna,99,1988,285,14758.45,37,35,2098.6387,1786.3766,0.3286,0.395,-14.88,826.0,0.04491374150935221,Significant Reduction,Drying,Moderate Drying
3833,Deoha,99,1962,1,209.0,11,61,51.7634,40.7222,0.3533,0.4142,-21.33,450.0,0.07437165496080958,No Significant Change,Stable,Stable
3834,Ramganga,99,1968,10,926.78,17,55,414.7675,265.4202,0.2745,0.3967,-36.01,779.0,3.7288496804933136e-05,Significant Reduction,Drying,Moderate Drying
3835,Ramganga,99,1968,10,926.78,17,55,451.3409,288.9079,0.285,0.3985,-35.99,770.0,6.219235733370661e-05,Significant Reduction,Drying,Moderate Drying
3839,Deoha,99,1962,1,209.0,11,61,13.1323,10.4526,0.3148,0.4726,-20.41,440.0,0.10356711925814671,No Significant Change,Stable,Stable
3840,Deoha,99,1962,1,209.0,11,61,19.4506,16.1616,0.3174,0.44,-16.91,432.0,0.13294598950173747,No Significant Change,Stable,Stable
3842,Gaula,99,1960,2,252.24,9,63,27.0138,20.3016,0.3178,0.4669,-24.85,403.0,0.042743187836697595,Significant Reduction,Stable,Stable
3846,Deoha,99,1962,1,209.0,11,61,76.7312,57.3609,0.3868,0.4049,-25.24,470.0,0.03596182590102261,Significant Reduction,Drying,Moderate Drying
3847,Sharda,99,1962,5,427.12,11,61,323.1991,284.9072,0.2568,0.4108,-11.85,446.0,0.0851216222572342,No Significant Change,Drying,Mild Drying
3849,Bhakra,99,1967,2,131.69,16,56,26.8487,18.5711,0.3475,0.479,-30.83,669.0,0.0028205591718813037,Significant Reduction,Stable,Stable
3851,Baur,99,1960,2,252.24,9,63,38.2069,29.5281,0.342,0.4744,-22.72,393.0,0.0634619708983822,No Significant Change,Stable,Stable
3852,Baur,99,1960,4,383.93,9,63,65.9574,49.8173,0.3394,0.4639,-24.47,402.0,0.04451764361081393,Significant Reduction,Stable,Stable
3853,Gaula,99,1960,4,383.93,9,63,100.2608,74.4137,0.3357,0.4472,-25.78,406.0,0.037774640988211865,Significant Reduction,Stable,Stable
3859,Ramganga,99,1961,5,472.13,10,62,282.9816,181.6027,0.2663,0.421,-35.83,512.0,0.001034337367856109,Significant Reduction,Drying,Moderate Drying
3860,Gaula,99,1968,1,70.72,17,55,15.9611,12.3038,0.3828,0.5461,-22.91,628.0,0.033879610751345254,Significant Reduction,Stable,Stable
3861,Gaula,99,1968,5,454.65,17,55,117.0982,83.2066,0.3288,0.4538,-28.94,693.0,0.002851008783705131,Significant Reduction,Stable,Stable
3863,Ramganga,99,1968,10,926.78,17,55,395.9788,253.7411,0.2668,0.3962,-35.92,782.0,3.1347888105892196e-05,Significant Reduction,Drying,Moderate Drying
3866,Ramganga,99,1968,10,926.78,17,55,419.2476,267.7934,0.2762,0.3964,-36.13,780.0,3.51986215523164e-05,Significant Reduction,Drying,Moderate Drying
3873,Ramganga,99,1961,5,472.13,10,62,158.7709,95.3709,0.2576,0.4607,-39.93,537.0,0.000225943405880276,Significant Reduction,Drying,Severe Drying
3874,Ramganga,99,1961,5,472.13,10,62,189.0457,119.6036,0.2675,0.4379,-36.73,519.0,0.0006862932773984582,Significant Reduction,Drying,Severe Drying
3875,Ganga,1,2011,9,4072.31,60,12,467.3105,514.1966,0.3058,0.2601,10.03,293.0,0.31498763293389864,No Significant Change,Stable,Stable
3876,Ganga,1,2014,9,4072.31,63,9,494.5974,524.204,0.3031,0.2565,5.99,242.0,0.4851107557065665,No Significant Change,Stable,Stable
3882,Ramganga,99,1968,3,300.26,17,55,89.0116,47.9013,0.2409,0.4506,-46.19,849.0,4.376068100930393e-07,Significant Reduction,Drying,Severe Drying
3883,Ramganga,99,1968,3,300.26,17,55,135.533,76.3396,0.2366,0.4386,-43.67,837.0,9.945531613154901e-07,Significant Reduction,Drying,Severe Drying
3884,Dhela,99,1961,2,171.87,10,62,20.6998,12.0731,0.3276,0.5365,-41.68,518.0,0.000728256905579925,Significant Reduction,Drying,Severe Drying
3908,Ganga,1,2014,9,4072.31,63,9,498.1545,526.0975,0.3025,0.2557,5.61,243.0,0.49582134025972746,No Significant Change,Stable,Stable
3909,Ganga,1,2014,9,4072.31,63,9,507.3844,530.5267,0.3016,0.2541,4.56,245.0,0.5176155719488609,No Significant Change,Stable,Stable
3910,Ganga,1,2014,9,4072.31,63,9,514.5849,533.2009,0.3003,0.253,3.62,252.0,0.5976128727512098,No Significant Change,Stable,Stable
3917,Ganga,1,2011,9,4072.31,60,12,336.3901,410.6723,0.3218,0.3114,22.08,234.0,0.05792060238133255,No Significant Change,Stable,Stable
3918,Ganga,1,2011,9,4072.31,60,12,370.0529,444.301,0.3143,0.2964,20.06,236.0,0.06203038762503052,No Significant Change,Stable,Stable
3924,Ganga,1,2011,9,4072.31,60,12,382.547,453.3428,0.3124,0.2917,18.51,245.0,0.08361438481405882,No Significant Change,Stable,Stable
3925,Ganga,1,2011,9,4072.31,60,12,420.2897,485.5979,0.3095,0.2757,15.54,259.0,0.1288758837902278,No Significant Change,Stable,Stable
3928,Ganga,1,2011,9,4072.31,60,12,435.4121,495.4417,0.3078,0.2715,13.79,269.0,0.17148423182827321,No Significant Change,Stable,Stable
3933,Ganga,1,1958,553,27367.98,7,65,5044.0766,4594.1402,0.2582,0.2957,-8.92,267.0,0.4667157171887045,No Significant Change,Drying,Moderate Drying
3934,Ganga,1,1958,553,27367.98,7,65,5484.3887,4912.3858,0.2564,0.2936,-10.43,276.0,0.3694116673879437,No Significant Change,Drying,Moderate Drying
3937,Ganga,1,1958,553,27367.98,7,65,5490.3583,4917.2402,0.2564,0.2935,-10.44,276.0,0.3694116673879437,No Significant Change,Drying,Moderate Drying
3938,Ganga,1,1958,553,27367.98,7,65,5518.2541,4935.0037,0.2564,0.2932,-10.57,278.0,0.3495595640988325,No Significant Change,Drying,Moderate Drying
3939,Karmanasa,99,1968,2,173.5,17,55,37.2864,39.5349,0.3799,0.4821,6.03,465.0,0.9788435622496214,No Significant Change,Stable,Stable
3947,Ganga,1,1992,1,0.89,41,31,11.6915,7.3491,0.5072,0.5216,-37.14,974.0,0.0001210898342338383,Significant Reduction,Drying,Severe Drying
3959,Ganga,1,1992,554,27368.87,41,31,5301.0714,4606.8986,0.2739,0.2962,-13.09,812.0,0.045331840404617574,Significant Reduction,Drying,Moderate Drying
